scan_num,scan_time,type,bpi,bpi_mz,tic,num_peaks,num_deisotoped
1,0.0052,1,6.371037E+07,129.05225,2.812259E+09,2605,2605
2,0.0003,1,5.642408E+07,129.05207,3.476776E+09,2724,2724
3,0.0062,1,8.526549E+07,185.04195,3.425977E+09,3122,3122
4,0.0003,1,1.081E+08,185.04198,4.286955E+09,2942,2942
5,0.0082,1,4.43323E+07,129.05218,1.895237E+09,2547,2547
6,0.0062,1,6.414381E+07,129.05215,2.978325E+09,2449,2449
