mz	intensity
687.703869493812	19271.82421875
687.708497536975	23594.9453125
687.713125642428	39530.23046875
687.717753810173	52031.65625
687.722382040213	19776.41015625
687.727010332547	7193.34375
687.731638687177	42156.6796875
687.736267104105	68569.3984375
687.740895583332	50330.94140625
687.745524124858	6371.427734375
687.750152728685	39221.45703125
687.754781394816	22279.03125
687.759410123249	32515.111328125
687.764038913988	28328.462890625
687.768667767033	35856.12890625
687.773296682385	20322.041015625
687.777925660047	52859.48046875
687.782554700018	19643.02734375
687.7871838023	11490.7490234375
687.791812966895	17904.576171875
687.796442193804	44985.37890625
687.801071483028	22212.474609375
687.805700834568	42055.20703125
687.810330248425	42737.40625
687.814959724602	46230.96875
687.819589263098	19170.6015625
687.824218863916	40306.0234375
687.828848527057	10437.96875
687.833478252521	8955.6875
687.83810804031	11340.0654296875
687.842737890426	46786.5078125
687.84736780287	13011.6123046875
687.851997777642	25159.18359375
687.856627814744	26104.462890625
687.861257914178	41847.28515625
687.865888075944	40210.0234375
687.870518300045	55681.359375
687.87514858648	32699.46875
687.879778935252	30444.591796875
687.884409346362	15800.5078125
687.889039819811	13945.9384765625
687.893670355599	30478.228515625
687.89830095373	11967.802734375
687.902931614203	3844.46484375
687.90756233702	19375.408203125
687.912193122182	12577.8818359375
687.916823969691	3543.86889648438
687.921454879547	52190.375
687.926085851753	31253.150390625
687.930716886308	20923
687.935347983216	8219.130859375
687.939979142476	28690.966796875
687.94461036409	25311.5
687.94924164806	55489.76171875
687.953872994386	41480.94921875
687.95850440307	56128.91796875
687.963135874113	53473.046875
687.967767407516	21790.87109375
687.972399003281	58204.66015625
687.977030661409	56002.58203125
687.981662381901	13660.72265625
687.986294164758	32028.26171875
687.990926009982	33464.8359375
687.995557917574	30487.193359375
688.000189887535	9860.6337890625
688.004821919867	30288.990234375
688.00945401457	17723.025390625
688.014086171647	56765.54296875
688.018718391097	11298.7783203125
688.023350672923	29359.91015625
688.027983017125	14220.1796875
688.032615423706	38842.27734375
688.037247892666	2972.28857421875
688.041880424006	26897.57421875
688.046513017728	27164.958984375
688.051145673834	55238.2578125
688.055778392323	17605.048828125
688.060411173198	55583.46484375
688.06504401646	11984.0390625
688.06967692211	9575.583984375
688.074309890149	34017.91015625
688.078942920579	36055.8984375
688.083576013401	27606.4375
688.088209168615	13433.693359375
688.092842386225	17565.44921875
688.097475666229	8801.552734375
688.102109008631	35594.3828125
688.106742413431	11267.80078125
688.11137588063	28355.169921875
688.11600941023	17573.04296875
688.120643002232	20610.06640625
688.125276656637	13786.3544921875
688.129910373447	28819.408203125
688.134544152662	43635.44140625
688.139177994284	29976.060546875
688.143811898315	28139.48828125
688.148445864755	26853.275390625
688.153079893605	30494.88671875
688.157713984868	28399.46484375
688.162348138544	28921.748046875
688.166982354635	45803.421875
688.171616633141	18476.44921875
688.176250974065	16656.859375
688.180885377406	14663.1318359375
