mz	intensity
687.703869493812	98014.4765625
687.708497536975	74101.1376953125
687.713125642428	73907.095703125
687.717753810173	111762.314453125
687.722382040213	47276.1669921875
687.727010332547	70117.318359375
687.731638687177	97381.181640625
687.736267104105	132218.47265625
687.740895583332	63658.6369628906
687.745524124858	76771.07421875
687.750152728685	107230.935546875
687.754781394816	65095.2376708984
687.759410123249	70884.427734375
687.764038913988	47906.8627929688
687.768667767033	89581.005859375
687.773296682385	54099.462890625
687.777925660047	120096.19921875
687.782554700018	55182.1171875
687.7871838023	102224.456054688
687.791812966895	45556.02734375
687.796442193804	107766.180541992
687.801071483028	60325.8427734375
687.805700834568	110955.220703125
687.810330248425	105026.052734375
687.814959724602	94007.0224609375
687.819589263098	89580.078125
687.824218863916	63514.751953125
687.828848527057	74878.212890625
687.833478252521	47725.3671875
687.83810804031	71624.2724609375
687.842737890426	106924.349609375
687.84736780287	54590.3359375
687.851997777642	101476.94140625
687.856627814744	95071.646484375
687.861257914178	91965.7421875
687.865888075944	129131.3125
687.870518300045	114059.744140625
687.87514858648	100489.75
687.879778935252	150280.529296875
687.884409346362	70938.0498046875
687.889039819811	57668.2119140625
687.893670355599	76161.7333984375
687.89830095373	71011.8984375
687.902931614203	98814.798828125
687.90756233702	82208.57421875
687.912193122182	84966.9580078125
687.916823969691	67765.0036621094
687.921454879547	136203.67578125
687.926085851753	108039.362304688
687.930716886308	62888.4462890625
687.935347983216	59600.875
687.939979142476	101120.423828125
687.94461036409	128845.7265625
687.94924164806	134261.958984375
687.953872994386	159883.3203125
687.95850440307	107439.994140625
687.963135874113	123047.96484375
687.967767407516	50699.4820556641
687.972399003281	124953.298828125
687.977030661409	132688.029296875
687.981662381901	83187.810546875
687.986294164758	78068.201171875
687.990926009982	58096.5205078125
687.995557917574	89819.955078125
688.000189887535	41373.9482421875
688.004821919867	126208.876953125
688.00945401457	102414.806640625
688.014086171647	139743.453125
688.018718391097	51896.736328125
688.023350672923	54923.92578125
688.027983017125	35980.3608398438
688.032615423706	70752.86328125
688.037247892666	34736.8295898438
688.041880424006	66317.6313476563
688.046513017728	74386.685546875
688.051145673834	145144.65234375
688.055778392323	74953.41015625
688.060411173198	117318.013671875
688.06504401646	99371.42578125
688.06967692211	99617.806640625
688.074309890149	91840.759765625
688.078942920579	110227.298828125
688.083576013401	83766.8354492188
688.088209168615	67212.109375
688.092842386225	54038.57421875
688.097475666229	53715.318359375
688.102109008631	69862.1640625
688.106742413431	94995.654296875
688.11137588063	90927.6640625
688.11600941023	66075.125
688.120643002232	48430.4458007813
688.125276656637	85458.9462890625
688.129910373447	104068.380859375
688.134544152662	87770.83203125
688.139177994284	97854.751953125
688.143811898315	87420.40234375
688.148445864755	69177.546875
688.153079893605	63210.25
688.157713984868	84715.720703125
688.162348138544	89309.787109375
688.166982354635	98741.572265625
688.171616633141	69936.1826171875
688.176250974065	85918.486328125
688.180885377406	54016.2919921875
688.185519843168	85118.9140625
688.19015437135	75129.05078125
688.194788961954	91293.615234375
688.199423614982	91490.337890625
688.204058330434	64334.3642578125
688.208693108313	83689.029296875
688.213327948618	65572.9536132813
688.217962851352	73439.625
688.222597816515	50676.2734375
688.22723284411	64616.2705078125
688.231867934136	99657.005859375
688.236503086596	95818.521484375
688.241138301491	50048.0087890625
688.245773578822	113804.318359375
688.25040891859	96417.19921875
688.255044320796	64026.15234375
688.259679785443	36212.0751953125
688.26431531253	81353.8515625
688.26895090206	85426.533203125
688.273586554033	132311.32421875
688.278222268451	151409.1484375
688.282858045315	70118.3403320313
688.287493884626	54862.1357421875
688.292129786386	75660.767578125
688.296765750596	70514.923828125
688.301401777257	87594.099609375
688.306037866371	59167.4814453125
688.310674017938	63193.6376953125
688.31531023196	61947.41015625
688.319946508438	94787.251953125
688.324582847373	74613.8994140625
688.329219248768	108097.90625
688.333855712622	125673.505859375
688.338492238937	123972.982421875
688.343128827715	92377.859375
688.347765478957	116542.787109375
688.352402192663	54121.2309570313
688.357038968836	89680.5268554688
688.361675807477	126509.1328125
688.366312708586	92308.435546875
688.370949672166	67790.5859375
688.375586698216	124360.731445313
688.380223786739	68471.8603515625
688.384860937736	77769.591796875
688.389498151209	73275.4453125
688.394135427157	102708.783203125
688.398772765583	108354.916015625
688.403410166488	68634.3349609375
688.408047629874	119817.740234375
688.41268515574	111615.8359375
688.41732274409	52299.947265625
688.421960394923	64964.208984375
688.426598108242	92636.6044921875
688.431235884046	45877.0891113281
688.435873722339	54450.60546875
688.440511623121	129034.72265625
688.445149586393	122090.7421875
688.449787612156	41832.0419921875
688.454425700413	75204.0849609375
