Dataset	MassTagID	ChargeState	Scan	ScanStart	ScanEnd	NET	NumChromPeaksWithinTol	MonoisotopicMass	MonoMZ	IntensityRep	FitScore	IScore
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	33874	4	14220	14214	14226	0.7082	0	2980.38446	746.10339	3601094	0.0315	0.0105
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	47017	3	15345	15337	15349	0.7568	0	3284.81064	1095.94416	5737643	0.0044	0.0106
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	53487	3	14227	14224	14236	0.7085	0	2640.23770	881.08651	1.003404E+07	0.0022	0.0161
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	50410	3	14220	14211	14223	0.7081	0	2258.17235	753.73139	1429679	0.0416	0.0000
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	56534	3	14625	14618	14630	0.7307	0	2470.34545	824.45576	712540	0.0258	0.0490
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	92876	2	14373	14365	14377	0.7125	0	2447.26464	1224.63960	772083	0.0344	0.0000
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	76278	4	14758	14756	14768	0.7387	0	3953.08216	989.27782	1116841	0.0258	0.0000
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	122695	2	16122	16116	16128	0.8016	0	3201.51304	1601.76380	364217	0.0295	0.0000
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	126247	3	14751	14744	14755	0.7380	0	2133.14344	712.05509	1059144	0.0127	0.0000
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	122690	4	15800	15793	15805	0.7861	0	3505.70466	877.43344	2204962	0.0522	0.0000
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	134228	3	16213	16210	16222	0.8071	0	2657.31607	886.77930	1197486	0.0368	0.0869
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	135869	3	15639	15631	15643	0.7788	0	4808.49890	1603.84024	647773	0.0459	0.0000
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	136159	3	14709	14705	14717	0.7358	0	3023.55669	1008.85951	1348822	0.0190	0.0000
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	136358	3	14877	14872	14884	0.7433	0	2216.09975	739.70719	684854	0.0324	0.0403
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	150847	3	14723	14715	14727	0.7363	0	2995.44129	999.48771	1483667	0.0524	0.0503
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	24811	3	17101	17092	17104	0.8614	0	2913.45469	972.15884	1150985	0.0218	0.0627
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	32394	3	17416	17408	17420	0.8713	0	2410.28969	804.43717	2199906	0.0046	0.0109
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	89912	2	15898	15890	15902	0.7889	0	2293.21305	1147.61380	524387	0.0296	0.0000
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	89912	3	15898	15895	15907	0.7891	0	2293.21403	765.41195	907901	0.0710	0.0000
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	126161	3	16821	16816	16828	0.8368	0	3319.80680	1107.60954	4008152	0.0073	0.0063
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	126354	3	16639	16635	16647	0.8267	0	2275.11992	759.38058	950575	0.0057	0.0000
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	126194	3	16506	16500	16512	0.8228	0	3015.53856	1006.18680	8107845	0.0082	0.0092
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	126520	2	16898	16893	16905	0.8449	0	3091.50022	1546.75739	517906	0.0208	0.0000
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	134233	2	16332	16325	16337	0.8137	0	2849.35827	1425.68641	3424286	0.0152	0.0087
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	134233	3	16332	16330	16342	0.8140	0	2849.35924	950.79369	4016040	0.0106	0.0000
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	136460	3	17066	17058	17070	0.8604	0	2309.25808	770.75997	2340084	0.0059	0.0000
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	136363	2	17682	17678	17690	0.8932	0	2487.34607	1244.68031	882823	0.0068	0.0000
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	136370	3	17863	17858	17870	0.9051	0	4138.17103	1380.39762	1351240	0.0082	0.0074
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	136370	4	17856	17853	17865	0.9050	0	4138.17445	1035.55089	1165242	0.0079	0.0345
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	173765	4	17234	17228	17240	0.8654	0	2766.49144	692.63014	787484	0.0084	0.0000
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	191877	2	16332	16325	16337	0.8137	0	2591.32741	1296.67098	1491775	0.0225	0.0000
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	191877	3	16332	16329	16341	0.8139	0	2591.32818	864.78334	2472670	0.0083	0.0000
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	193431	3	17297	17289	17301	0.8671	0	2852.52549	951.84911	1284473	0.0013	0.0000
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	206893	3	17493	17486	17498	0.8758	0	2684.40769	895.80984	564326	0.0287	0.0270
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	207680	3	17080	17076	17088	0.8610	0	4402.98476	1468.66886	533151	0.0265	0.0000
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	210488	3	18171	18163	18175	0.9193	0	3483.69655	1162.23946	1352418	0.0146	0.0000
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	226739	4	16283	16277	16289	0.8109	0	3987.06659	997.77392	3274610	0.0059	0.0147
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	226793	4	17171	17163	17175	0.8634	0	3567.00310	892.75805	497394	0.0117	0.0301
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	228692	4	16821	16819	16831	0.8370	0	4534.33880	1134.59198	1925836	0.0339	0.0000
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	232898	5	17108	17100	17112	0.8616	0	4471.26453	895.26018	759719	0.0449	0.0000
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	232906	3	17828	17820	17832	0.9039	0	4033.16450	1345.39544	1126401	0.0066	0.0000
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	130952	3	17919	17911	17923	0.9066	0	3160.60801	1054.54328	510950	0.0203	0.0000
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	130952	4	17905	17902	17914	0.9064	0	3160.61207	791.16029	559950	0.0406	0.0000
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	234231	4	18038	18036	18047	0.9131	0	3298.80847	825.70939	700793	0.0046	0.0267
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	379856	3	17779	17770	17782	0.9025	0	3955.00139	1319.34107	789183	0.0095	0.0560
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	379856	4	17807	17804	17816	0.9035	0	3955.01402	989.76078	398884	0.0231	0.0000
QC_Shew_08_04-pt5-2_11Jan09_Sphinx_08-11-18	595925	3	18066	18063	18075	0.9146	0	4215.06534	1406.02906	399044	0.0660	0.0000
