Job	Pri	State	Tool	Dataset	Campaign	Experiment	Instrument	Parm File	Settings_File	Organism	Organism DB	Protein Collection List	Protein Options	Comment	Created	Started	Finished	Runtime	Associated Processor Group	Job Request	Results Folder	Archive Folder Path	Last_Affected
285299	2	Complete	Decon2LS	RSPH_PtoA_L_21_rep1_23Feb08_Raptor_08-01-01	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_21	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/25/2008 10:40 AM	2/25/2008 11:04 AM	2/25/2008 01:29 PM	141.82		1	DLS200802251326_Auto285299	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_21_rep1_23Feb08_Raptor_08-01-01\DLS200802251326_Auto285299	2/25/2008 01:29 PM
285298	2	Complete	Decon2LS	RSPH_PtoA_L_15_rep2_23Feb08_Raptor_08-01-04	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_15	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/25/2008 10:40 AM	2/25/2008 11:03 AM	2/25/2008 12:44 PM	99.07		1	DLS200802251242_Auto285298	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_15_rep2_23Feb08_Raptor_08-01-04\DLS200802251242_Auto285298	2/25/2008 12:44 PM
285297	2	Complete	Decon2LS	RSPH_PtoA_L_14_rep3_21Feb08_Raptor_08-01-03	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_14	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/25/2008 10:40 AM	2/25/2008 11:02 AM	2/25/2008 01:04 PM	120.90		1	DLS200802251302_Auto285297	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_14_rep3_21Feb08_Raptor_08-01-03\DLS200802251302_Auto285297	2/25/2008 01:04 PM
285296	2	Complete	Decon2LS	RSPH_PtoA_L_02_rep2_21Feb08_Raptor_08-01-02	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_02	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/25/2008 10:40 AM	2/25/2008 11:01 AM	2/25/2008 01:14 PM	128.38		1	DLS200802251309_Auto285296	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_02_rep2_21Feb08_Raptor_08-01-02\DLS200802251309_Auto285296	2/25/2008 01:14 PM
285295	2	Complete	Decon2LS	RSPH_PtoA_L_21_rep2_21Feb08_Raptor_08-01-04	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_21	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/25/2008 10:40 AM	2/25/2008 11:01 AM	2/25/2008 01:09 PM	127.37		1	DLS200802251308_Auto285295	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_21_rep2_21Feb08_Raptor_08-01-04\DLS200802251308_Auto285295	2/25/2008 01:09 PM
284834	2	Complete	Decon2LS	RSPH_PtoA_L_19_rep2_21Feb08_Raptor_08-01-04	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_19	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/22/2008 10:05 AM	2/22/2008 12:45 PM	2/22/2008 02:49 PM	122.62		1	DLS200802221447_Auto284834	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_19_rep2_21Feb08_Raptor_08-01-04\DLS200802221447_Auto284834	2/22/2008 02:49 PM
284698	2	Complete	Decon2LS	RSPH_PtoA_L_06_rep1_21Feb08_Raptor_08-01-01	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_06	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/22/2008 08:58 AM	2/22/2008 09:01 AM	2/22/2008 12:48 PM	224.92		1	DLS200802221245_Auto284698	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_06_rep1_21Feb08_Raptor_08-01-01\DLS200802221245_Auto284698	2/22/2008 12:48 PM
284697	2	Complete	Decon2LS	RSPH_PtoA_L_07_rep3_21Feb08_Raptor_08-01-03	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_07	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/22/2008 08:46 AM	2/22/2008 08:49 AM	2/22/2008 12:43 PM	233.25		1	DLS200802221242_Auto284697	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_07_rep3_21Feb08_Raptor_08-01-03\DLS200802221242_Auto284697	2/22/2008 12:43 PM
284696	2	Complete	Decon2LS	RSPH_PtoA_L_17_rep1_21Feb08_Raptor_08-01-01	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_17	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/22/2008 08:46 AM	2/22/2008 08:47 AM	2/22/2008 10:53 AM	122.23		1	DLS200802221049_Auto284696	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_17_rep1_21Feb08_Raptor_08-01-01\DLS200802221049_Auto284696	2/22/2008 10:53 AM
284120	2	Complete	Decon2LS	RSPH_PtoA_L_05_rep2_10Feb08_Raptor_08-01-02	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_05	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/19/2008 06:02 PM	2/19/2008 07:24 PM	2/20/2008 02:24 AM	419.38		1	DLS200802200223_Auto284120	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_05_rep2_10Feb08_Raptor_08-01-02\DLS200802200223_Auto284120	2/20/2008 02:24 AM
284090	2	Complete	Decon2LS	RSPH_PtoA_L_04_rep1_13Feb08_Raptor_08-01-01	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_04	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/19/2008 03:37 PM	2/19/2008 04:13 PM	2/19/2008 05:40 PM	83.08		1	DLS200802191736_Auto284090	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_04_rep1_13Feb08_Raptor_08-01-01\DLS200802191736_Auto284090	2/19/2008 05:40 PM
284071	2	Complete	Decon2LS	RSPH_PtoA_L_13_rep1_17Feb08_Raptor_08-01-04	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_13	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/19/2008 03:33 PM	2/19/2008 04:06 PM	2/19/2008 06:20 PM	130.98		1	DLS200802191817_Auto284071	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_13_rep1_17Feb08_Raptor_08-01-04\DLS200802191817_Auto284071	2/19/2008 06:20 PM
284065	2	Complete	Decon2LS	RSPH_PtoA_L_06_rep3_13Feb08_Raptor_08-01-03	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_06	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/19/2008 02:36 PM	2/19/2008 03:11 PM	2/19/2008 04:30 PM	78.33		1	DLS200802191629_Auto284065	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_06_rep3_13Feb08_Raptor_08-01-03\DLS200802191629_Auto284065	2/19/2008 04:30 PM
284004	2	Complete	Decon2LS	RSPH_PtoA_L_01_rep2_16Feb08_Raptor_08-01-02	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_01	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/19/2008 01:09 PM	2/19/2008 01:44 PM	2/19/2008 02:44 PM	58.42		1	DLS200802191443_Auto284004	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_01_rep2_16Feb08_Raptor_08-01-02\DLS200802191443_Auto284004	2/19/2008 02:44 PM
283694	2	Complete	Decon2LS	RSPH_PtoA_L_14_rep2	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_14	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/18/2008 01:25 PM	2/18/2008 04:24 PM	2/18/2008 05:50 PM	83.77		1	DLS200802181747_Auto283694	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_14_rep2\DLS200802181747_Auto283694	2/18/2008 05:50 PM
283693	2	Complete	Decon2LS	RSPH_PtoA_L_18_rep2	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_18	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/18/2008 12:59 PM	2/18/2008 04:19 PM	2/18/2008 06:15 PM	112.32		1	DLS200802181812_Auto283693	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_18_rep2\DLS200802181812_Auto283693	2/18/2008 06:15 PM
283692	2	Complete	Decon2LS	RSPH_PtoA_L_03_rep2	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_03	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/18/2008 12:59 PM	2/18/2008 04:11 PM	2/18/2008 05:25 PM	73.85		1	DLS200802181724_Auto283692	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_03_rep2\DLS200802181724_Auto283692	2/18/2008 05:25 PM
283691	2	Complete	Decon2LS	RSPH_PtoA_L_05_rep3_15Feb08_Raptor_08-01-03	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_05	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/18/2008 12:59 PM	2/18/2008 04:04 PM	2/18/2008 07:41 PM	214.75		1	DLS200802181938_Auto283691	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_05_rep3_15Feb08_Raptor_08-01-03\DLS200802181938_Auto283691	2/18/2008 07:41 PM
283690	2	Complete	Decon2LS	RSPH_PtoA_L_06_rep2_14Feb08_Raptor_08-01-02	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_06	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/18/2008 12:59 PM	2/18/2008 04:01 PM	2/18/2008 05:45 PM	101.20		1	DLS200802181742_Auto283690	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_06_rep2_14Feb08_Raptor_08-01-02\DLS200802181742_Auto283690	2/18/2008 05:45 PM
283689	2	Complete	Decon2LS	RSPH_PtoA_L_07_rep2_13Feb08_Raptor_08-01-02	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_07	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/18/2008 12:59 PM	2/18/2008 03:51 PM	2/18/2008 05:35 PM	103.72		1	DLS200802181735_Auto283689	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_07_rep2_13Feb08_Raptor_08-01-02\DLS200802181735_Auto283689	2/18/2008 05:35 PM
283688	2	Complete	Decon2LS	RSPH_PtoA_L_04_rep3_13Feb08_Raptor_08-01-03	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_04	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/18/2008 12:59 PM	2/18/2008 03:24 PM	2/18/2008 05:00 PM	91.52		1	DLS200802181655_Auto283688	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_04_rep3_13Feb08_Raptor_08-01-03\DLS200802181655_Auto283688	2/18/2008 05:00 PM
283687	2	Complete	Decon2LS	RSPH_PtoA_L_02_rep3_13Feb08_Raptor_08-01-03	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_02	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/18/2008 12:59 PM	2/18/2008 03:20 PM	2/18/2008 05:30 PM	129.88		1	DLS200802181729_Auto283687	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_02_rep3_13Feb08_Raptor_08-01-03\DLS200802181729_Auto283687	2/18/2008 05:30 PM
283686	2	Complete	Decon2LS	RSPH_PtoA_L_11_rep1_11Feb08_Raptor_08-01-04	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_11	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/18/2008 12:59 PM	2/18/2008 02:58 PM	2/18/2008 04:25 PM	85.92		1	DLS200802181623_Auto283686	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_11_rep1_11Feb08_Raptor_08-01-04\DLS200802181623_Auto283686	2/18/2008 04:25 PM
283685	2	Complete	Decon2LS	RSPH_PtoA_L_14_rep3	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_14	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/18/2008 12:52 PM	2/18/2008 02:49 PM	2/18/2008 04:50 PM	116.90		1	DLS200802181645_Auto283685	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_14_rep3\DLS200802181645_Auto283685	2/18/2008 04:50 PM
283684	2	Complete	Decon2LS	RSPH_PtoA_L_09_rep2	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_09	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/18/2008 12:52 PM	2/18/2008 02:47 PM	2/18/2008 03:55 PM	63.85		1	DLS200802181551_Auto283684	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_09_rep2\DLS200802181551_Auto283684	2/18/2008 03:55 PM
283683	2	Complete	Decon2LS	RSPH_PtoA_L_08_rep3	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_08	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/18/2008 12:52 PM	2/18/2008 02:28 PM	2/18/2008 04:20 PM	111.17		1	DLS200802181619_Auto283683	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_08_rep3\DLS200802181619_Auto283683	2/18/2008 04:20 PM
283682	2	Complete	Decon2LS	RSPH_PtoA_L_07_rep3	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_07	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/18/2008 12:52 PM	2/18/2008 02:20 PM	2/18/2008 04:15 PM	110.78		1	DLS200802181610_Auto283682	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_07_rep3\DLS200802181610_Auto283682	2/18/2008 04:15 PM
283681	2	Complete	Decon2LS	RSPH_PtoA_L_16_rep1	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_16	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/18/2008 12:50 PM	2/18/2008 02:04 PM	2/18/2008 03:24 PM	79.23		1	DLS200802181523_Auto283681	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_16_rep1\DLS200802181523_Auto283681	2/18/2008 03:24 PM
283680	2	Complete	Decon2LS	RSPH_PtoA_L_20_rep1	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_20	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/18/2008 12:50 PM	2/18/2008 02:04 PM	2/18/2008 03:24 PM	75.52		1	DLS200802181520_Auto283680	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_20_rep1\DLS200802181520_Auto283680	2/18/2008 03:24 PM
283679	2	Complete	Decon2LS	RSPH_PtoA_L_17_rep1	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_17	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/18/2008 12:50 PM	2/18/2008 01:04 PM	2/18/2008 02:29 PM	84.38		1	DLS200802181428_Auto283679	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_17_rep1\DLS200802181428_Auto283679	2/18/2008 02:29 PM
283678	2	Complete	Decon2LS	RSPH_PtoA_L_12_rep1	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_12	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/18/2008 12:50 PM	2/18/2008 01:00 PM	2/18/2008 04:05 PM	180.90		1	DLS200802181601_Auto283678	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_12_rep1\DLS200802181601_Auto283678	2/18/2008 04:05 PM
283677	2	Complete	Decon2LS	RSPH_PtoA_L_03_rep1	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_03	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/18/2008 12:50 PM	2/18/2008 12:59 PM	2/18/2008 02:59 PM	118.65		1	DLS200802181458_Auto283677	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_03_rep1\DLS200802181458_Auto283677	2/18/2008 02:59 PM
283676	2	Complete	Decon2LS	RSPH_PtoA_L_08_rep1	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_08	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/18/2008 12:50 PM	2/18/2008 12:58 PM	2/18/2008 02:49 PM	110.27		1	DLS200802181448_Auto283676	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_08_rep1\DLS200802181448_Auto283676	2/18/2008 02:49 PM
283675	2	Complete	Decon2LS	RSPH_PtoA_L_09_rep1_16Feb08_Raptor_08-01-04	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_09	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/18/2008 12:50 PM	2/18/2008 12:53 PM	2/18/2008 04:45 PM	230.93		1	DLS200802181644_Auto283675	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_09_rep1_16Feb08_Raptor_08-01-04\DLS200802181644_Auto283675	2/18/2008 04:45 PM
283674	2	Complete	Decon2LS	RSPH_PtoA_L_06_rep1_15Feb08_Raptor_08-01-01	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_06	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/18/2008 12:50 PM	2/18/2008 12:53 PM	2/18/2008 02:49 PM	114.57		1	DLS200802181447_Auto283674	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_06_rep1_15Feb08_Raptor_08-01-01\DLS200802181447_Auto283674	2/18/2008 02:49 PM
283673	2	Complete	Decon2LS	RSPH_PtoA_L_01_rep1_15Feb08_Raptor_08-01-01	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_01	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/18/2008 12:50 PM	2/18/2008 12:53 PM	2/18/2008 02:09 PM	71.67		1	DLS200802181404_Auto283673	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_01_rep1_15Feb08_Raptor_08-01-01\DLS200802181404_Auto283673	2/18/2008 02:09 PM
283672	2	Complete	Decon2LS	RSPH_PtoA_L_04_rep1_15Feb08_Raptor_08-01-01	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_04	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/18/2008 12:50 PM	2/18/2008 12:52 PM	2/18/2008 02:24 PM	88.10		1	DLS200802181420_Auto283672	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_04_rep1_15Feb08_Raptor_08-01-01\DLS200802181420_Auto283672	2/18/2008 02:24 PM
283671	2	Complete	Decon2LS	RSPH_PtoA_L_10_rep1_14Feb08_Raptor_08-01-04	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_10	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/18/2008 12:50 PM	2/18/2008 12:52 PM	2/18/2008 02:09 PM	72.67		1	DLS200802181404_Auto283671	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_10_rep1_14Feb08_Raptor_08-01-04\DLS200802181404_Auto283671	2/18/2008 02:09 PM
283670	2	Complete	Decon2LS	RSPH_PtoA_L_02_rep1_14Feb08_Raptor_08-01-01	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_02	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/18/2008 12:50 PM	2/18/2008 12:50 PM	2/18/2008 04:05 PM	193.95		1	DLS200802181604_Auto283670	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_02_rep1_14Feb08_Raptor_08-01-01\DLS200802181604_Auto283670	2/18/2008 04:05 PM
283567	2	Complete	Decon2LS	RSPH_PtoA_L_01_rep2_15Feb08_Raptor_08-01-02	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_01	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/16/2008 03:16 PM	2/16/2008 03:16 PM	2/16/2008 06:05 PM	164.93		1	DLS200802161801_Auto283567	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_01_rep2_15Feb08_Raptor_08-01-02\DLS200802161801_Auto283567	2/16/2008 06:05 PM
283524	2	Complete	Decon2LS	RSPH_PtoA_L_02_rep2_15Feb08_Raptor_08-01-02	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_02	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/15/2008 03:48 PM	2/15/2008 03:50 PM	2/15/2008 05:25 PM	90.05		1	DLS200802151719_Auto283524	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_02_rep2_15Feb08_Raptor_08-01-02\DLS200802151719_Auto283524	2/15/2008 05:25 PM
283523	2	Complete	Decon2LS	RSPH_PtoA_L_14_rep1_15Feb08_Raptor_08-01-04	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_14	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/15/2008 03:48 PM	2/15/2008 03:50 PM	2/15/2008 06:05 PM	133.78		1	DLS200802151803_Auto283523	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_14_rep1_15Feb08_Raptor_08-01-04\DLS200802151803_Auto283523	2/15/2008 06:05 PM
283522	2	Complete	Decon2LS	RSPH_PtoA_L_06_rep1_13Feb08_Raptor_08-01-01	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_06	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/15/2008 03:48 PM	2/15/2008 03:49 PM	2/15/2008 04:54 PM	60.78		1	DLS200802151650_Auto283522	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_06_rep1_13Feb08_Raptor_08-01-01\DLS200802151650_Auto283522	2/15/2008 04:54 PM
283351	2	Complete	Decon2LS	RSPH_PtoA_L_04_rep2_11Feb08_Raptor_08-01-02	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_04	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/14/2008 04:31 PM	2/14/2008 05:33 PM	2/14/2008 07:30 PM	115.07		1	DLS200802141928_Auto283351	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_04_rep2_11Feb08_Raptor_08-01-02\DLS200802141928_Auto283351	2/14/2008 07:30 PM
283350	2	Complete	Decon2LS	RSPH_PtoA_L_05_rep1_11Feb08_Raptor_08-01-01	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_05	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/14/2008 04:31 PM	2/14/2008 05:31 PM	2/14/2008 06:50 PM	74.83		1	DLS200802141846_Auto283350	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_05_rep1_11Feb08_Raptor_08-01-01\DLS200802141846_Auto283350	2/14/2008 06:50 PM
283349	2	Complete	Decon2LS	RSPH_PtoA_L_01_rep3_11Feb08_Raptor_08-01-03	Rhodobacter Sphaeroides - Huttlin	RSPH_PtoA_L_01	9T_FTICR	9T_Normal_2007_02_15.xml	na	Rhodobacter_sphaeroides_2.4.1	na	na	na	Auto predefined 1274	2/14/2008 04:31 PM	2/14/2008 05:22 PM	2/14/2008 08:31 PM	185.13		1	DLS200802142027_Auto283349	\\a2.emsl.pnl.gov\dmsarch\9T_FTICR_22\RSPH_PtoA_L_01_rep3_11Feb08_Raptor_08-01-03\DLS200802142027_Auto283349	2/14/2008 08:31 PM
