scan_num,charge,abundance,mz,fit,average_mw,monoisotopic_mw,mostabundant_mw,fwhm,signal_noise,mono_abundance,mono_plus2_abundance,summed_abundance
6923,5,2319080,788.18554,0.095,3938.38076,3935.89286,3937.89844,0.0162,17.78,553168,2319080,9248817
6923,2,2099745,682.83985,0.0079,1364.58925,1363.66624,1363.66624,0.0132,16.1,2099745,708514,4443974
6923,3,2088523,749.35813,0.0233,2246.51325,2245.05469,2246.05761,0.0167,16.01,1635190,1399968,5688416
6923,1,2060360,785.43328,0.0466,784.90589,784.42656,784.42656,0.0162,15.8,2060360,0,2589223
6923,1,1841586,742.4285,0.0045,741.87464,741.42177,741.42177,0.015,14.12,1841586,0,2640315
6923,3,1808085,580.28694,0.0377,1738.9852,1737.84064,1737.84064,0.0104,13.86,1808085,937908,4095812
6923,3,1799979,782.76663,0.0381,2346.79568,2345.27973,2346.28263,0.0168,13.8,992069,1436367,4624352
6923,1,1734698,637.35015,0.0112,636.72834,636.34342,636.34342,0.0119,13.3,1734698,0,2218555
6923,4,1598689,984.9779,0.024,3938.38107,3935.89318,3937.89875,0.0229,12.26,539992,1598689,6062674
6923,1,1589365,1440.58676,0.0641,1440.54598,1439.58003,1439.58003,0.042,12.19,1589365,471387,2916824
6923,1,1565964,846.43127,0.0193,845.94302,845.42454,845.42454,0.0179,13.35,1565964,1741516,3999045
6923,2,1436919,720.79862,0.0769,1440.54973,1439.58379,1439.58379,0.0143,11.02,1436919,0,2192438
6923,6,1372108,657.15737,0.0966,3938.38586,3935.89796,3937.90354,0.0126,10.52,813918,759519,3418892
6923,1,1345640,769.43873,0.0153,768.89809,768.432,768.432,0.0155,10.32,1345640,0,1792665
6923,3,1334530,834.11025,0.0245,2500.92409,2499.31281,2500.3157,0.0173,10.23,931132,711061,3625567
6923,3,1281746,952.8222,0.0544,2857.27566,2855.44555,2856.44845,0.0219,9.83,1147412,901510,3874718
6923,4,1267020,714.86882,0.1044,2857.27833,2855.44838,2856.45128,0.0144,9.71,1267020,1012622,4205412
6923,2,1210174,558.30358,0.0698,1115.27866,1114.59371,1114.59371,0.0094,9.28,1210174,0,1670122
6923,2,1160977,658.86024,0.0116,1316.51517,1315.70702,1315.70702,0.0127,8.9,1160977,0,1993169
6923,2,1110611,797.40193,0.108,1593.85014,1592.79041,1592.79041,0.0163,8.52,1110611,0,1722082
6923,2,1104840,733.36087,0.1145,1465.6873,1464.70828,1464.70828,0.0141,8.47,1104840,0,1600989
6923,3,1088597,896.11449,0.0334,2687.04513,2685.32222,2686.32511,0.0187,8.35,604373,908488,3066915
6923,2,1037499,826.42392,0.0239,1651.92505,1650.83439,1650.83439,0.0173,7.95,1037499,0,2055192
6923,2,996836,792.91681,0.0441,1584.86924,1583.82016,1583.82016,0.0162,7.64,996836,502207,2157364
6923,2,948841,981.01064,0.0443,1961.2907,1960.00879,1961.01168,0.0227,7.27,757385,434132,2140358
6923,2,910694,869.92667,0.2066,1738.98244,1737.83774,1737.83774,0.0193,6.98,550208,449316,1910218
6923,3,695152,872.78473,0.0561,2617.01313,2615.33224,2616.33514,0.0183,5.33,668750,470533,1834435
6923,2,672052,879.47069,0.1663,1758.05325,1756.89638,1756.89638,0.0187,5.15,605207,0,1277259
6930,2,18925450,1123.53962,0.0081,2246.52475,2245.06619,2246.0691,0.0279,108.35,16062159,1.318958E+07,55794236
6930,1,9210291,847.47369,0.0108,846.98559,846.46696,846.46696,0.0187,52.73,9210291,774343,13795791
6930,2,9038457,722.39079,0.0167,1443.73452,1442.76812,1442.76812,0.0146,51.74,9038457,2600020,19143561
6930,2,7243196,668.8378,0.0196,1336.56079,1335.66214,1335.66214,0.0128,41.47,7243196,1484267,14747527
6930,5,6497210,788.18972,0.0222,3938.40148,3935.91358,3937.91916,0.0165,37.2,3611926,6497210,24818452
6930,3,6353300,580.28891,0.036,1738.99109,1737.84653,1737.84653,0.0105,36.37,6353300,2507134,14674502
6930,1,5878564,550.2844,0.0091,549.6087,549.27768,549.27768,0.0097,33.65,5878564,0,7218199
6930,2,5832211,682.84283,0.0101,1364.59522,1363.67221,1363.67221,0.0135,33.39,5832211,1743236,12980625
6930,1,5062776,459.31538,0.0048,458.58518,458.30865,458.30865,0.0073,28.98,5062776,0,6147341
6930,3,4714081,749.36212,0.0376,2246.52467,2245.06611,2246.06902,0.0161,26.99,2857561,2664994,11671098
6930,2,4536365,558.30579,0.0224,1115.28306,1114.59812,1114.59812,0.0096,25.97,4536365,574760,7373391
6930,1,3954140,785.43705,0.0169,784.90966,784.43032,784.43032,0.0164,22.64,3954140,0,5232884
6930,1,3924209,742.43157,0.0075,741.87771,741.42484,741.42484,0.0153,22.47,3924209,0,5365451
6930,1,3774755,637.35263,0.0056,636.73082,636.3459,636.3459,0.0123,21.61,3774755,0,5007754
6930,3,3656530,782.77105,0.0222,2346.80768,2345.29173,2346.29463,0.0167,20.93,2199437,2589303,9769617
6930,6,3647871,656.99236,0.0229,3938.40388,3935.91599,3937.92157,0.0127,20.88,1817449,3647871,14980587
6930,1,3473236,769.44281,0.0177,768.90217,768.43608,768.43608,0.0157,19.88,3473236,0,4569923
6930,2,3261663,733.36496,0.0412,1465.69549,1464.71647,1464.71647,0.0149,18.67,3261663,726552,6131389
6930,2,3132668,720.80234,0.0099,1440.55717,1439.59122,1439.59122,0.0143,17.93,3132668,987558,6618691
6930,1,3124469,846.43623,0.0169,845.94798,845.42951,845.42951,0.0183,21.82,3124469,3811157,8158050
6930,2,3045198,658.86271,0.0837,1316.52011,1315.71196,1315.71196,0.0125,17.43,3045198,0,4338523
6930,2,3025058,792.92051,0.0194,1584.87663,1583.82755,1583.82755,0.0169,17.32,3025058,1122263,6513748
6930,4,2515417,714.8726,0.0263,2857.29184,2855.46174,2856.46464,0.0142,14.4,1295334,2091703,6926547
6930,4,2479751,984.98541,0.0265,3938.40436,3935.91631,3937.92189,0.0234,14.2,1093182,2379685,9687342
6930,3,2429225,672.96515,0.0796,2017.1974,2015.87557,2016.87847,0.0126,13.91,1863127,647913,4940265
6930,2,2389507,826.42772,0.0518,1651.93264,1650.84198,1650.84198,0.0173,13.68,2389507,818078,4776731
6930,3,2346217,834.11474,0.0576,2500.93664,2499.32537,2500.32826,0.0179,13.43,1144476,1314773,5461441
6930,1,2330527,549.30021,0.008,548.62434,548.29347,548.29347,0.0096,13.34,2330527,0,3019584
6930,2,2158148,797.40575,0.0605,1593.85777,1592.79804,1592.79804,0.0171,12.36,2158148,714021,4253518
6930,3,2118961,665.03913,0.0167,1993.40238,1992.0972,1993.10012,0.0129,12.13,2118961,1262505,5442711
6930,3,2056572,896.11964,0.0243,2687.06023,2685.33732,2686.34021,0.0194,11.77,1332978,1414637,6096635
6930,2,2021848,774.36892,0.015,1547.75858,1546.72438,1546.72438,0.0155,11.57,2021848,933291,4573153
6930,3,1901371,952.82755,0.1234,2857.29164,2855.46138,2856.46428,0.0225,10.89,1715163,1901371,6020228
6930,2,1732967,919.51932,0.0386,1838.23526,1837.02555,1838.02847,0.0208,9.92,1566096,903524,4202587
6930,2,1687435,768.38041,0.0092,1535.76841,1534.74736,1534.74736,0.0158,9.66,1687435,842227,4046333
6930,2,1667784,869.93042,0.0766,1738.99194,1737.84739,1737.84739,0.0193,9.55,1667784,0,2770251
6930,3,1625963,890.77242,0.0436,2671.01624,2669.29574,2670.29863,0.0196,9.31,1331428,1239014,4741296
6930,2,1587040,510.75968,0.0195,1020.12492,1019.50591,1019.50591,0.0086,9.09,1587040,0,2688068
6930,1,1578999,1440.59804,0.0179,1440.55726,1439.59131,1439.59131,0.0405,9.04,1578999,582339,3532125
6930,1,1552253,951.46391,0.0192,951.03569,950.45718,950.45718,0.0225,10.89,1552253,1901371,4406670
6930,3,1438277,778.73275,0.0337,2334.69432,2333.18018,2334.18307,0.0156,8.23,1341683,934344,3714304
6930,2,1303453,599.77911,0.0382,1198.27371,1197.54477,1197.54477,0.0107,7.46,1303453,0,1972760
6930,3,1295845,872.7886,0.0712,2617.02634,2615.34561,2616.34851,0.0202,7.42,1295845,938093,4644897
6930,2,1239757,844.45516,0.0739,1688.01305,1686.89668,1686.89668,0.0181,7.1,899488,525219,2664464
6930,3,1233186,616.99571,0.0914,1849.18175,1847.96695,1848.96985,0.0117,7.06,1233186,527575,2629409
6930,2,1223267,631.36254,0.1096,1261.48,1260.71162,1260.71162,0.0119,7,1223267,0,1223267
6930,2,1196522,954.9652,0.0769,1909.16869,1907.91695,1908.91985,0.0218,6.85,1196522,0,2199135
6930,2,1172973,537.31824,0.0072,1073.27946,1072.62303,1072.62303,0.009,6.72,1172973,0,1863989
6930,4,1169225,499.03077,0.0471,1993.40077,1992.0934,1993.09632,0.0084,6.69,890203,0,2059428
6930,2,1128784,1008.94474,0.0105,2017.19747,2015.87564,2016.87853,0.0234,6.46,1010193,739793,2878770
6930,3,1116217,536.2716,0.1648,1606.85795,1605.79456,1605.79456,0.0092,6.39,741537,0,1857754
6930,2,1111921,981.01713,0.0307,1961.3033,1960.02139,1961.02428,0.0236,6.37,881255,530687,2523863
6930,3,1099356,671.36973,0.1002,2012.40063,2011.089,2012.0919,0.0129,6.29,1099356,0,2050140
6930,2,1095927,773.91614,0.0436,1546.85286,1545.81882,1545.81882,0.018,6.27,1095927,0,1894781
6930,4,1095442,703.1109,0.1328,2809.21446,2807.41377,2808.41668,0.0146,6.27,1095442,639852,2435199
6930,1,1091172,899.45066,0.1577,898.99258,898.44393,898.44393,0.0213,6.25,1091172,0,1091172
6930,3,1088518,484.26353,0.0868,1450.73787,1449.77041,1449.77041,0.0083,6.23,1088518,0,1762062
6930,3,1084123,737.70321,0.0515,2211.52178,2210.08944,2211.09235,0.0147,6.21,1084123,653782,2690782
6930,4,1041191,547.51192,0.0416,2187.43883,2186.01911,2187.02201,0.0099,5.96,926282,970190,3489402
6930,3,949916,716.03056,0.1301,2146.46476,2145.07151,2146.07442,0.0144,5.44,949916,661656,2370390
6930,3,945387,917.44075,0.0971,2751.06256,2749.29851,2750.3014,0.021,5.41,585127,0,1530514
6930,3,894893,806.77024,0.0612,2418.86017,2417.29259,2418.29548,0.0171,5.12,825579,784850,2505322
6930,3,886167,597.29315,0.0709,1790.03876,1788.85489,1789.85778,0.0102,5.07,697077,0,1583244
6937,2,16701714,1123.54015,0.0172,2246.5258,2245.06725,2246.07015,0.0279,95.61,13173589,9931211,45659943
6937,2,10173536,722.39131,0.0338,1443.73556,1442.76916,1442.76916,0.0148,58.24,10173536,2706291,20370263
6937,1,8747299,847.47423,0.0226,846.98613,846.4675,846.4675,0.0185,50.07,8747299,763071,12523158
6937,1,7454923,550.28488,0.0067,549.60918,549.27815,549.27815,0.0095,42.67,7454923,0,9260473
6937,2,6858252,668.83847,0.0197,1336.56214,1335.66349,1335.66349,0.0127,39.26,6858252,1892406,12831898
6937,2,5706778,682.84331,0.0062,1364.59617,1363.67316,1363.67316,0.0134,32.67,5706778,2082706,13172190
6937,3,5630155,580.2892,0.037,1738.99197,1737.84741,1737.84741,0.0105,32.23,5630155,1922069,13068827
6937,5,4790801,788.19097,0.0106,3938.40354,3935.91564,3937.92122,0.0176,27.42,2379958,4790801,20058900
6937,1,4661962,459.31564,0.012,458.58544,458.30891,458.30891,0.0074,26.69,4661962,0,5373558
6937,3,4085507,672.96588,0.0393,2017.19912,2015.87744,2016.88033,0.0131,23.39,4085507,1860567,10159487
6937,2,3688030,792.92131,0.0299,1584.87825,1583.82917,1583.82917,0.0168,21.11,3688030,1018980,8214405
6937,6,3685078,656.99277,0.1832,3937.40269,3934.91494,3936.92052,0.0123,21.09,1260979,2255473,12189981
6937,1,3639974,742.43226,0.0083,741.8784,741.42554,741.42554,0.0153,20.84,3639974,0,4895317
6937,1,3627344,769.44309,0.0171,768.90245,768.43636,768.43636,0.0158,20.76,3627344,0,4759667
6937,2,3574904,558.30625,0.0071,1115.284,1114.59905,1114.59905,0.0098,20.46,3574904,583946,6438550
6937,3,3550944,782.77129,0.0228,2346.80914,2345.29319,2346.29609,0.0169,20.33,3004776,2206261,9755387
