scan_num,charge,abundance,mz,fit,average_mw,monoisotopic_mw,mostabundant_mw,fwhm,signal_noise,mono_abundance,mono_plus2_abundance,summed_abundance
6012,3,18286316,579.63009,2.9791,1736.57445,1735.86679,1735.86679,0.0104,51.55,8407304,0,8407304
6012,2,1481381.25,585.33232,0.7227,1168.98881,1168.64899,1168.64899,0.0109,6,978875,0,978875
6012,3,1807340.5,587.99065,0.1531,1761.26043,1760.94846,1760.94846,0.0105,7.64,1245635,0,1245635
6012,2,4221381.25,597.86055,0.5332,1194.01238,1193.70545,1193.70545,0.0107,17.96,2928725,0,2928725
6012,2,1271080.125,599.32495,0.9724,1197.03567,1196.63425,1196.63425,0.0114,4.67,762028,0,762028
6012,3,3283303.375,599.63187,1.8932,1796.67963,1795.87214,1795.87214,0.0114,8.12,1324901,0,1324901
6012,2,2055355.1875,600.84752,0.6014,1200.00213,1199.6794,1199.6794,0.011,8.55,1394351,0,1394351
6012,3,1448415.75,613.31502,0.7194,1837.50761,1836.92469,1837.92754,0.0111,3.71,604646,0,604646
6012,2,1481506.875,614.81888,0.0474,1228.07941,1227.62211,1227.62211,0.0111,4.94,805533,0,805533
6012,3,6675424.75,619.64669,4.1904,1856.75157,1855.91634,1856.9192,0.0118,15.44,2518376,0,2518376
6012,2,1858229.9375,622.83702,0.8703,1244.0923,1243.65839,1243.65839,0.0117,6.46,1052704,0,1052704
6012,2,4408491.5,628.86112,1.5283,1256.25546,1255.7066,1255.7066,0.0119,15.32,2497609,0,2497609
6012,2,10966443.625,637.82126,1.5008,1274.22461,1273.62686,1273.62686,0.0121,34.52,5629929,0,5629929
6012,2,17222256.375,639.82237,1.5201,1278.19619,1277.62909,1277.62909,0.0118,57.44,9367494,0,9367494
6012,2,5828105.5,644.29157,1.4097,1287.12766,1286.56748,1286.56748,0.0122,19.07,3110623,0,3110623
6012,2,8354959.375,660.34447,1.5067,1319.22402,1318.67329,1318.67329,0.0129,29.44,4801087,0,4801087
6012,2,1660436.4375,660.35833,0.6966,1319.18682,1318.70101,1318.70101,0.0329,5.27,858819,0,858819
6012,2,1786085.8125,674.36581,0.9647,1347.14737,1346.71598,1346.71598,0.0128,6.24,1017065,0,1017065
6012,2,1358249.375,682.8584,0.6773,1364.06995,1363.70116,1363.70116,0.0128,5.26,858381,0,858381
6012,2,2739217,691.34857,0.9963,1381.11229,1380.68148,1380.68148,0.0135,9.59,1563819,0,1563819
6012,4,2493417.4375,704.60802,2.3583,2815.63979,2814.4007,2816.40596,0.0172,3.06,499470,0,499470
6012,1,2535376.3125,707.36878,0.8743,706.61788,706.36096,706.36096,0.0143,11.57,1886086,0,1886086
6012,2,2992302,707.39753,0.4931,1413.11952,1412.77942,1412.77942,0.0146,12.13,1978556,0,1978556
6012,3,1377796,719.69768,0.9479,2156.60298,2156.06998,2157.07283,0.0138,3.96,645253,0,645253
6012,2,3473160.125,727.37726,1.8112,1453.41449,1452.73886,1452.73886,0.015,10.34,1686071,0,1686071
6012,1,7136518.375,729.4474,0.5372,728.6398,728.43958,728.43958,0.0146,35.03,5713019,0,5713019
6012,2,5500674.4375,746.87358,1.611,1492.38401,1491.7315,1491.7315,0.0154,16.78,2736729,0,2736729
6012,3,5871871.125,750.66808,3.1183,2250.06144,2248.97922,2249.98207,0.0158,8.82,1438540,0,1438540
6012,1,3714876.75,754.3744,0.8348,753.62943,753.36658,753.36658,0.0146,16.81,2740726,0,2740726
6012,3,2248201.3125,762.03025,2.3399,2283.93369,2283.06729,2283.06729,0.0155,5.28,861252,0,861252
6012,2,2551321.8125,767.84436,0.31,1534.3943,1533.67307,1533.67307,0.0158,7.62,1243071,0,1243071
6012,3,1505709.25,768.72656,0.9507,2303.70512,2303.15407,2304.15693,0.015,4.17,679818,0,679818
6012,3,3027854.1875,770.3274,1.6359,2308.89043,2307.95861,2308.96147,0.0159,5.57,908804,0,908804
6012,1,2628089,770.46294,0.9714,769.74605,769.45512,769.45512,0.016,11.45,1866502,0,1866502
6012,3,2744726.3125,771.36604,1.4411,2311.94596,2311.07448,2312.07734,0.016,5.51,897950,0,897950
6012,3,3792568.875,772.37872,1.8223,2315.08476,2314.11153,2315.11439,0.015,6.61,1077711,0,1077711
6012,1,2077022.5625,776.4155,0.5899,775.69032,775.40768,775.40768,0.0163,9.15,1492524,0,1492524
6012,2,2341718.25,776.95363,0.9582,1552.36546,1551.8916,1551.8916,0.0159,7.57,1234384,0,1234384
6012,2,1862255.875,780.90079,0.0116,1560.23299,1559.78594,1559.78594,0.0171,6.34,1033813,0,1033813
6012,2,6568740.125,791.42476,3.414,1581.72701,1580.83003,1581.83288,0.016,14.18,2312303,0,2312303
6012,2,2300300.9375,791.88536,0.9949,1582.48696,1581.75508,1581.75508,0.0187,6.96,1135619,0,1135619
6012,2,1807906.1875,794.91617,0.4426,1588.41468,1587.82375,1588.82661,0.0165,4.52,737416,0,737416
6012,1,2820231.125,799.50034,0.6118,798.72609,798.49252,798.49252,0.017,13.27,2163930,0,2163930
6012,2,8586242.5,807.37456,3.3,1613.49,1612.73347,1612.73347,0.0174,23.06,3759960,0,3759960
6012,3,3679874.75,811.7122,2.2005,2433.13146,2432.11097,2433.11383,0.0178,6.97,1136282,0,1136282
6012,1,6158186.625,831.47847,0.8556,830.75797,830.47065,830.47065,0.0181,26.96,4395855,0,4395855
6012,2,1452720.5,831.92272,0.6836,1662.25016,1661.82979,1661.82979,0.0186,5.17,843855,0,843855
6012,2,1585206.1875,836.47667,0.6137,1671.34535,1670.9377,1670.9377,0.0182,5.77,940360,0,940360
6012,2,9697965.5,868.94434,3.1687,1736.59137,1735.87304,1735.87304,0.0179,26.84,4376546,0,4376546
6012,1,7249679.5,885.48908,0.6493,884.74371,884.48125,884.48125,0.0196,32.83,5353018,0,5353018
6012,2,2588676.03125,898.94562,1.704,1796.66372,1795.87755,1796.8804,0.0197,6.41,1045830,0,1045830
6012,2,18067488.75,903.94335,3.5598,1806.55927,1805.87106,1805.87106,0.0205,52.03,8484470,0,8484470
6012,2,1488978.375,928.96874,0.674,1856.5192,1855.92143,1856.92429,0.0219,3.69,601688,0,601688
6012,2,2197877.3125,933.94145,0.7825,1866.43945,1865.86788,1866.87074,0.0205,5.79,944625,0,944625
6012,1,4053041.9375,948.46703,0.495,947.70521,947.4592,947.4592,0.0217,18.76,3059698,0,3059698
6012,2,1372402.4375,951.47458,0.5061,1901.35391,1900.93351,1900.93351,0.0228,4.88,795022,0,795022
6012,1,2412483.25,961.54286,0.7453,960.83429,960.53504,960.53504,0.0229,10.38,1693399,0,1693399
6012,2,4934895.875,967.9424,2.1308,1934.61602,1933.86914,1933.86914,0.0227,12.98,2117247,0,2117247
6012,3,7968827.25,976.81252,5.3701,2928.44242,2927.41171,2928.41457,0.0224,12.96,2113608,0,2113608
6012,1,2021279.125,1007.4492,0.7754,1006.75677,1006.44137,1006.44137,0.0239,8.5,1386198,0,1386198
6012,2,1793635.3125,1016.01222,0.6205,2030.46953,2030.00879,2030.00879,0.0232,5.94,968727,0,968727
6012,1,3116624,1059.45892,0.6936,1058.76273,1058.4511,1058.4511,0.0259,13.18,2149280,0,2149280
6012,2,1119867.75,1125.49932,0.7899,2250.43726,2248.98299,2249.98584,0,0,0,0,0
6012,2,15318354,1154.98818,5.7292,2308.92357,2307.9596,2308.96246,0.0291,30.01,4893597,0,4893597
6012,1,2438016.875,1197.64366,0.6841,1196.97379,1196.63584,1196.63584,0.0317,9.91,1615293,0,1615293
6012,1,1035358.625,1278.64158,0.5387,1278.13963,1277.63294,1278.6358,0.033,3.14,512668,0,512668
6019,2,16507594.5,400.254,1.0859,798.81618,798.49235,798.49235,0.0061,76.8,11660107,0,11660107
6019,1,8683690.5,401.27429,0.6785,400.39297,400.26646,400.26646,0.006,49.98,7588536,0,7588536
6019,1,7035329.375,408.24765,0.8345,407.39508,407.23983,407.23983,0.0062,39.17,5946493,0,5946493
6019,1,3184428.78125,432.22232,0.8378,431.37877,431.2145,431.2145,0.0068,17.54,2662949,0,2662949
6019,4,6154990.625,434.97309,1.5481,1736.57657,1735.86105,1735.86105,0.0067,18.71,2840352,0,2840352
6019,3,2059223.5,440.57548,0.104,1319.53466,1318.70297,1318.70297,0.0065,5.97,906666,0,906666
6019,1,1786059.84375,447.2579,0.7457,446.51814,446.25007,446.25007,0.007,8.62,1308762,0,1308762
6019,5,7480831.5,463.82951,5.3097,2315.08725,2314.10929,2315.11214,0.0071,15.16,2301634,0,2301634
6019,1,6210639.375,471.2215,0.7574,470.37773,470.21368,470.21368,0.0076,34.22,5194879,0,5194879
6019,4,1396529.875,480.9969,0.4415,1920.3682,1919.95632,1919.95632,0.0075,5.43,824918,0,824918
6019,2,16160349.5,481.27427,1.0432,960.90902,960.5329,960.5329,0.0078,70.83,10754796,0,10754796
6019,2,9152691,492.80528,0.9006,983.92718,983.59491,983.59491,0.0081,40.31,6120976,0,6120976
6019,2,2179765.0625,502.27363,1.0606,1003.32856,1002.53161,1002.53161,0.0085,6.01,913198,0,913198
6019,2,1771336.875,503.30533,0.8718,1004.92712,1004.595,1004.595,0.0087,7.8,1184926,0,1184926
6019,3,1119287.625,520.95324,0.9712,1560.30739,1559.83625,1559.83625,0.0092,3.91,594005,0,594005
6019,4,1023769.34375,521.28788,0.7322,2081.60689,2081.12023,2081.12023,0.0095,3.46,525282,0,525282
6019,2,1842763.375,521.78647,0.4544,1041.8158,1041.55728,1041.55728,0.0087,9.01,1368522,0,1368522
6019,2,8309986.53125,530.28502,1.1674,1058.98281,1058.55439,1058.55439,0.0091,34.59,5251071,0,5251071
6019,2,1363711.625,542.27398,0.9081,1082.92675,1082.53231,1082.53231,0.009,5.45,827825,0,827825
6019,2,2174897.625,543.79772,0.8622,1085.98544,1085.57978,1085.57978,0.0096,8.53,1295218,0,1295218
6019,3,2047522,554.95056,0.6983,1662.25073,1661.8282,1661.8282,0.0102,7.8,1183604,0,1183604
6019,3,4331824.875,557.98645,1.4515,1671.675,1670.93586,1670.93586,0.0097,13.4,2034434,0,2034434
6019,4,1599520.28125,572.02509,0.0207,2284.74601,2284.07268,2285.07554,0.0105,3.45,523704,0,523704
6019,4,3120394.75,576.79716,3.0024,2304.13096,2303.15428,2304.15714,0.0099,5.82,883161,0,883161
6019,4,1047063.90625,578.77649,0.8241,2311.60926,2311.07019,2312.07305,0.0109,3.2,486406,0,486406
6019,4,8774738,579.53555,1.9065,2314.9093,2314.11089,2314.11089,0.0108,24.1,3658537,0,3658537
6019,3,19079754.25,579.63027,1.9951,1736.64787,1735.86733,1735.86733,0.0106,52.45,7963344,0,7963344
6019,2,2151994.375,585.33161,0.5606,1168.95584,1168.64756,1168.64756,0.01,9.82,1491505,0,1491505
6019,2,1893777.5,597.29879,0.9776,1192.97218,1192.58194,1192.58194,0.0113,7.62,1156855,0,1156855
6019,2,3119949,597.86132,0.9304,1194.08926,1193.70699,1193.70699,0.0109,12.71,1929751,0,1929751
6019,3,1360496.75,598.62674,0.6723,1793.44947,1792.85568,1793.85853,0.0107,3.66,555535,0,555535
6019,2,1069294.71875,599.32456,0.8149,1197.07217,1196.63347,1196.63347,0.0101,3.97,602060,0,602060
6019,3,2295102.375,599.63175,0.2359,1796.21219,1795.87179,1795.87179,0.0113,10,1517978,0,1517978
6019,2,2051768.75,600.84788,0.6797,1200.01879,1199.68011,1199.68011,0.0111,8.96,1359907,0,1359907
6019,3,1404406.625,613.31565,0.7698,1837.49375,1836.92159,1837.92445,0.0114,3.98,604288,0,604288
6019,3,8355718.25,619.64702,4.2115,1856.66311,1855.9176,1855.9176,0.0118,24.16,3667852,0,3667852
6019,2,1876678.25,622.83796,0.8301,1244.03442,1243.66028,1243.66028,0.012,7.74,1174922,0,1174922
6019,2,3452491.625,628.86109,0.7016,1256.06018,1255.70653,1255.70653,0.012,14.72,2235566,0,2235566
6019,4,1599918.03125,632.32719,2.5047,2526.31284,2525.28194,2526.28479,0.0119,3.11,471467,0,471467
6019,3,1377556.5,634.65168,0.7442,1901.40037,1900.93158,1900.93158,0.013,4.84,734971,0,734971
6019,2,9711736.125,637.82118,1.4084,1274.17725,1273.62672,1273.62672,0.0122,34.94,5305082,0,5305082
6019,2,15088802.625,639.82266,1.8217,1278.2452,1277.62966,1277.62966,0.0121,51.92,7883169,0,7883169
6019,2,5652749.5,644.29151,1.6608,1287.15621,1286.56738,1286.56738,0.0122,20.05,3044072,0,3044072
6019,2,6870566.25,660.34472,1.5489,1319.26549,1318.67379,1318.67379,0.0134,23.57,3578596,0,3578596
6019,2,1799270.25,660.35885,0.6542,1319.05895,1318.70206,1318.70206,0.0311,7.64,1160178,0,1160178
6019,2,1319180.84375,674.36555,0.7646,1347.09765,1346.71545,1346.71545,0.0132,5.37,815931,0,815931
6019,1,3694337.25,687.40071,0.7773,686.62722,686.39288,686.39288,0.0134,18.65,2831734,0,2831734
6019,2,2300315.875,691.34931,0.9813,1381.10915,1380.68297,1380.68297,0.0137,8.71,1322242,0,1322242
6019,2,1796034.875,696.38927,0.6457,1391.26895,1390.76417,1391.76702,0.0138,5.87,890876,0,890876
6019,4,1837812.125,704.60706,0.0548,2815.71866,2814.39694,2815.3998,0,0,0,0,0
6019,2,1187842,705.32934,0.33,1409.26094,1408.64457,1409.64743,0.0134,3.01,457083,0,457083
6019,1,3442709.375,707.36943,0.5787,706.56416,706.36161,706.36161,0.0139,18.1,2748029,0,2748029
6019,2,2118886.25,707.39786,0.9116,1413.20153,1412.78006,1412.78006,0.015,8.1,1230448,0,1230448
6019,2,1515534.25,714.87553,0.6475,1428.28479,1427.73327,1428.73612,0.0143,4.5,683518,0,683518
6019,2,1666675.125,716.3937,0.7335,1431.16467,1430.77175,1430.77175,0.0157,6.69,1015490,0,1015490
6019,3,1922921.125,719.69654,1.7405,2157.01043,2156.06613,2156.06613,0.0143,4.55,690847,0,690847
6019,2,2481977.375,727.37666,0.986,1453.18628,1452.73768,1452.73768,0.0158,9.05,1374502,0,1374502
6019,1,5922697.25,729.44784,0.5991,728.65235,728.44001,728.44001,0.0145,30.75,4668355,0,4668355
6019,2,1187845.25,739.37645,0.9346,1477.20936,1476.73726,1476.73726,0.0134,4.15,630205,0,630205
6019,1,1976998.75,740.35876,0.6981,739.64333,739.35093,739.35093,0.0154,9.23,1401066,0,1401066
6019,3,1272558,746.04073,0.5282,2235.56645,2235.09872,2235.09872,0.017,4.48,680492,0,680492
6019,2,3333310.625,746.87395,0.9825,1492.18733,1491.73226,1491.73226,0.0151,11.99,1819801,0,1819801
6019,3,5035345.125,750.66848,4.5082,2249.97802,2248.98003,2249.98289,0.0151,10.03,1523466,0,1523466
6019,1,2994993.625,754.37394,0.971,753.65246,753.36612,753.36612,0.0152,14.1,2140347,0,2140347
6019,3,2944560.125,762.03123,1.7807,2283.94428,2283.06782,2284.07068,0.0148,6.53,990847,0,990847
6019,2,2873954.625,767.84443,0.8559,1534.17958,1533.67255,1534.67541,0.0162,9.36,1421879,0,1421879
6019,3,2215403.84375,768.72676,1.7022,2304.0766,2303.15902,2304.16188,0.0161,4.52,686592,0,686592
6019,3,2792122.25,770.32756,2.0144,2308.7395,2307.95921,2307.95921,0.0156,7.83,1188200,0,1188200
6019,1,2425633.75,770.46288,0.7245,769.70261,769.45505,769.45505,0.0162,12.04,1827320,0,1827320
6019,3,1469322.75,771.36521,0.874,2311.67208,2311.07446,2312.07732,0.0144,3.9,592367,0,592367
6019,3,2971290.375,772.38036,3.2448,2315.08438,2314.11374,2315.1166,0.0134,5.98,907663,0,907663
