frame_num,ims_scan_num,charge,abundance,mz,fit,average_mw,monoisotopic_mw,mostabundant_mw,fwhm,signal_noise,mono_abundance,mono_plus2_abundance,total_isotopic_abundance,orig_intensity,TIA_orig_intensity,drift_time,cumulative_drift_time
1200,284,1,537,683.64186,0.0289,683.04763,682.63514,682.63514,0.0627,53.7,537,0,537,68,68,28.255,33934.04
1200,285,3,4268,585.28617,0.0633,1753.99443,1752.83831,1752.83831,0.0882,152.43,4268,2966,12408,2737,7733,28.354,34053.52
1200,285,3,1655,670.98046,0.0811,2011.27315,2009.96152,2010.96439,0.07,551.67,1297,644,3596,469,1090,28.354,34053.52
1200,285,3,1506,617.66128,0.1023,1851.1399,1849.92465,1850.92752,0.0675,13.1,1491,0,2997,780,1559,28.354,34053.52
1200,285,3,1293,683.67041,0.0986,2049.33987,2048.00391,2049.0068,0.0626,64.65,775,622,2690,677,1702,28.354,34053.52
1200,285,3,1092,598.9912,0.0753,1795.1379,1793.95343,1794.95631,0.0742,136.5,1092,402,2472,412,1393,28.354,34053.52
1200,285,3,1076,620.31672,0.2464,1858.15272,1856.92712,1857.92999,0.0921,12.81,1076,0,1635,255,283,28.354,34053.52
1200,285,3,870,586.62331,0.2187,1758.00646,1756.84975,1756.84975,0.0602,37.83,870,0,1525,301,763,28.354,34053.52
1200,285,3,689,577.32952,0.1416,1730.11156,1728.96837,1728.96837,0.0873,29.96,689,0,1277,353,626,28.354,34053.52
1200,285,3,657,616.65211,0.1381,1848.07004,1846.85525,1847.85812,0.0785,28.13,475,352,2975,415,1569,28.354,34053.52
1200,286,3,2287,598.99529,0.1514,1795.16766,1793.98303,1794.98591,0.0724,67.26,1715,384,4386,1086,1994,28.454,34173.01
1200,286,3,2102,585.3137,0.0828,1754.0127,1752.85643,1752.85643,0.0737,420.4,1965,1710,5777,1641,4196,28.454,34173.01
1200,286,3,1290,670.99072,0.1312,2011.2579,2009.94627,2010.94914,0.0765,92.14,735,406,2431,121,325,28.454,34173.01
1200,286,3,1094,620.31894,0.1799,1859.16223,1857.93663,1858.9395,0.0693,121.56,1094,389,2156,263,371,28.454,34173.01
1200,286,3,716,703.37534,0.1395,2108.4902,2107.11387,2108.11675,0.1008,10.53,356,437,1509,71,162,28.454,34173.01
1200,286,3,713,582.97167,0.1621,1747.04989,1745.89483,1745.89483,0.0572,237.67,713,0,1253,520,640,28.454,34173.01
1200,286,2,664,547.81376,0.0704,1094.28501,1093.61406,1093.61406,0.0625,664,664,0,1200,275,501,28.454,34173.01
1200,286,3,630,565.9716,0.1033,1696.01409,1694.89462,1694.89462,0.0593,70,630,0,1184,210,560,28.454,34173.01
1200,286,3,602,684.02078,0.2123,2050.34172,2049.00561,2050.00849,0.0616,21.69,781,471,2348,204,1564,28.454,34173.01
1200,286,3,1369,617.98015,0.1719,1852.13552,1850.92027,1851.92313,0.0595,30.37,577,358,1509,461,1011,28.454,34173.01
1200,287,3,4494,598.66119,0.0786,1794.15904,1792.97456,1793.97744,0.0699,118.26,2526,2624,10482,2175,5181,28.553,34292.5
1200,287,2,1681,548.32143,0.2301,1095.30049,1094.6294,1094.6294,0.0616,840.5,1681,0,1681,790,790,28.553,34292.5
1200,287,3,1456,585.29731,0.0934,1754.02786,1752.87175,1752.87175,0.0696,30.33,1456,963,3256,820,1769,28.553,34292.5
1200,287,3,1414,683.69484,0.0864,2049.34932,2048.01337,2049.01625,0.0768,707,1088,1383,3885,833,1951,28.553,34292.5
1200,287,3,1029,670.99284,0.1148,2011.25075,2009.93912,2010.94199,0.0598,28.58,927,0,1956,178,356,28.553,34292.5
