scan_num,charge,abundance,mz,fit,average_mw,monoisotopic_mw,mostabundant_mw,fwhm,signal_noise,mono_abundance,mono_plus2_abundance,flag,interference_score
371,1,9140300,885.24145,0.2954,883.76867,883.23144,883.23144,0.4394,6.98,3435499,0,1,0.72682
371,3,2663987,785.20605,0.1149,2352.9345,2351.40835,2352.59797,1.0827,5.42,2663987,0,1,0.40767
371,2,2121568,822.42215,0.1227,1643.92029,1642.83084,1642.83084,0.3629,4.31,2121568,0,,0
371,2,1570979,792.43736,0.1617,1583.8636,1582.81467,1582.81467,0.479,3.19,1570979,0,1,0.7099
384,1,12031529,363.80597,0.0359,363.01898,362.79924,362.79924,0.6728,23.33,12031529,0,,0.14541
384,2,6379838,683.86173,0.0853,1366.63357,1365.71026,1365.71026,0.235,12.37,6379838,0,1,0.61033
384,2,3008753,792.39987,0.1588,1583.83522,1582.78629,1582.78629,0.4978,5.83,3008753,0,1,0.4101
384,3,2776872,655.04571,0.1531,1964.28822,1963.00616,1964.00902,0.2052,3.15,1624091,0,,0
397,1,7653285,363.81455,0.0351,363.02756,362.80782,362.80782,0.7243,17.01,7653285,0,,0.15981
397,2,4217111,590.58402,0.1809,1179.86997,1179.15458,1179.15458,0.2392,9.37,4217111,0,,0
397,2,8009941,683.85543,0.2584,1365.61762,1364.69431,1364.69431,0.9703,9.31,4188754,0,1,0.71873
397,3,14894197,885.62354,0.0159,2651.00833,2649.30311,2650.33635,0.3635,5.67,2550162,0,1,0
397,2,2375927,783.84091,0.1894,1566.71418,1565.66782,1565.66782,0.3423,5.28,2375927,0,,0.36295
407,2,5017464,605.41232,0.1754,1209.5377,1208.79781,1208.79781,0.4285,10.35,5017464,0,1,0.48893
407,2,3952024,636.43651,0.1725,1271.64042,1270.8597,1270.8597,0.2156,8.15,3952024,0,,0.75015
407,2,3766607,806.11886,0.1251,1611.29791,1610.22478,1610.22478,0.2617,7.77,3766607,0,1,0.42703
407,2,3479860,590.58296,0.2673,1179.86786,1179.15247,1179.15247,0.2384,7.18,3479860,0,,0
407,3,6716085,665.82797,0.1316,1993.7849,1992.47738,1993.47617,0.2673,7.05,3418861,0,1,0.73172
407,1,3258748,792.41027,0.2366,791.88613,791.40354,791.40354,0.9955,6.72,3258748,0,1,0.65602
407,2,19748836,885.96145,0.1602,1768.07385,1766.9023,1766.9023,0.6449,4.14,2006816,0,1,0.64598
407,1,1541853,933.27921,0.1352,932.79246,932.22938,932.22938,1.0499,3.18,1541853,0,1,0.44989
420,1,6951297,683.35006,0.0249,682.7559,682.34355,682.34355,0.623,14.23,6951297,0,,0
420,2,4227350,700.06005,0.1208,1399.03921,1398.09958,1398.09958,0.3962,8.66,4227350,0,,0
420,2,3668270,792.48788,0.0655,1583.59478,1582.54585,1582.54585,1.7187,7.51,3668270,0,1,0.65787
420,1,3469934,784.09913,0.2407,783.5466,783.06741,783.06741,0.9905,7.11,3469934,0,1,0.27825
420,2,2077734,746.17348,0.1374,1490.87918,1489.8849,1490.33351,0.8215,4.25,2077734,0,1,0.49419
420,2,2052693,591.10913,0.1844,1180.7587,1180.04316,1180.04316,0.6457,4.2,2052693,0,1,0.48723
420,2,1785559,576.50496,0.1232,1151.68465,1150.98482,1150.98482,0.4246,3.66,1785559,0,,0
420,3,1650555,663.85942,0.2119,1987.84953,1986.55425,1987.55679,0.2215,3.19,1557103,0,1,0.51457
433,2,6061218,806.23053,0.2169,1611.52074,1610.4476,1610.4476,0.6458,11.07,6061218,0,1,0.42877
433,2,4468053,792.64051,0.0771,1583.3557,1582.30677,1582.30677,1.5076,8.16,4468053,0,1,0.47174
433,1,3023069,363.71128,0.0238,362.92428,362.70455,362.70455,0.549,5.52,3023069,0,1,0.37483
433,3,2242936,663.50864,0.0832,1988.33866,1987.04352,1987.85335,0.4411,4.1,2242936,0,1,0.45429
446,2,4067815,806.21262,0.1403,1610.48178,1609.40864,1609.40864,0.5455,10.09,4067815,0,1,0.4572
446,2,1733563,780.01157,0.2699,1559.01638,1557.98052,1557.98052,0.4531,4.3,1733563,0,1,0.39537
446,3,1502766,663.86827,0.1722,1988.87736,1987.58208,1988.58462,0.2117,3.73,1502766,0,1,0.51094
459,2,3117664,885.98306,0.1344,1771.12421,1769.95266,1769.95266,0.2444,8.01,3117664,0,,0
459,2,3024031,792.49282,0.2744,1584.02111,1582.97218,1582.97218,1.3789,7.77,3024031,0,1,0.70698
461,1,3604896,683.23243,0.0877,682.63805,682.2257,682.2257,0.5002,8.54,3604896,0,,0
461,1,1624282,781.72526,0.1614,781.19742,780.71853,780.71853,1.0034,3.85,1624282,0,1,0
461,3,1491235,795.78024,0.1288,2384.85999,2383.31767,2384.32055,0.1442,3.53,1491235,0,1,0.44278
461,3,1475579,663.49712,0.0848,1987.99428,1986.69915,1987.47117,0.5187,3.5,1475579,0,1,0.44292
461,2,1417718,658.59668,0.2263,1315.97692,1315.18026,1315.18026,0.2539,3.36,1417718,0,,0
474,2,6041001,886.21464,0.1933,1771.58739,1770.41583,1770.41583,0.8555,16.81,6041001,0,1,0.42782
474,1,3502040,665.38794,0.0384,664.79106,664.38128,664.38128,0.4209,9.74,3502040,0,,0.17722
474,3,1430592,615.2939,0.1389,1843.07265,1841.85861,1842.86151,0.6005,3.98,1430592,0,1,0.59021
474,2,1312886,607.05145,0.1236,1212.83041,1212.08991,1212.08991,0.2783,3.65,1312886,0,,0.50553
474,2,1095538,891.69249,0.1722,1782.54339,1781.37017,1781.37017,0.3514,3.05,1095538,0,1,0.39789
487,2,8699047,886.2067,0.2098,1771.57151,1770.39995,1770.39995,0.8113,29.27,8699047,0,1,0.42624
487,1,2307458,665.44988,0.0888,664.85293,664.44315,664.44315,0.4166,7.76,2307458,0,,0.25325
487,1,2251229,521.41499,0.0534,520.69415,520.37834,520.37834,1.1164,7.57,2251229,0,1,0
487,3,1660662,615.37072,0.1281,1843.30311,1842.08907,1843.09197,0.2595,5.59,1660662,0,1,0.45723
487,1,1470355,892.20869,0.2399,891.74968,891.20209,891.20209,0.4484,4.95,1470355,0,1,0.53587
487,2,1272379,898.81687,0.14,1796.14623,1794.96146,1795.62029,0.8792,4.28,1272379,0,1,0.40897
487,4,1014461,646.84848,0.0488,2584.02871,2582.36415,2583.367,0.1026,3.41,1014461,0,1,0.45928
500,2,1980138,553.04449,0.1453,1104.74825,1104.07565,1104.07565,0.2176,7.14,1980138,0,,0
500,3,1845863,665.46842,0.1585,1993.68978,1992.38241,1993.38508,0.2828,6.66,1845863,0,,0.45067
500,3,1656741,801.00582,0.0931,2400.33627,2398.78239,2399.99729,0.1284,5.97,1656741,0,,0.40838
500,2,2015381,893.81732,0.1764,1785.79211,1784.61814,1784.61814,0.4653,5.08,1409272,0,1,0.58849
500,2,1405472,683.47103,0.2374,1365.85177,1364.92861,1364.92861,0.4627,5.07,1405472,0,1,0.43171
500,2,1166757,655.15352,0.1676,1308.885,1308.08925,1308.08925,0.652,4.21,1166757,0,1,0.46695
513,3,2379069,615.30346,0.0906,1843.10133,1841.88729,1842.89018,0.399,8.32,2379069,0,1,0.41652
513,3,12861386,673.8719,0.1003,2016.92339,2015.60141,2016.60256,0.2489,7.89,2256050,0,,0.85077
513,2,2011022,629.83392,0.278,1258.42233,1257.6544,1257.6544,0.147,7.03,2011022,0,,0.51651
513,3,1931510,801.38598,0.2081,2400.68826,2399.13423,2400.13709,0.2791,6.75,1931510,0,1,0.49816
513,2,1735232,654.59806,0.1817,1307.97867,1307.18306,1307.18306,0.2615,6.07,1735232,0,,0
513,1,1589765,665.49941,0.0608,664.90246,664.49269,664.49269,0.5623,5.56,1589765,0,,0.29207
513,2,1584728,744.4225,0.1107,1487.82522,1486.83154,1486.83154,0.2941,5.54,1584728,0,,0
513,1,1267635,792.59576,0.1135,792.04881,791.56623,791.56623,0.9764,4.43,1267635,0,1,0.49517
526,3,7710193,673.21295,0.1503,2017.14167,2015.81999,2016.61867,0.5205,37.03,7710193,0,1,0.40751
526,2,1626068,695.51239,0.0718,1389.93325,1388.99717,1388.99717,0.4238,7.81,1626068,0,,0
526,1,1356820,665.4609,0.1402,664.86395,664.45418,664.45418,0.2899,6.52,1356820,0,,0.59519
526,2,1291474,629.47809,0.1047,1257.71049,1256.94272,1256.94272,0.1946,6.2,1291474,0,,0
526,2,995146,746.88926,0.2601,1492.75955,1491.76512,1491.76512,0.1717,4.78,995146,0,,0
526,2,794710,499.61857,0.0345,997.82287,997.21852,997.21852,0.3982,3.82,794710,0,,0
526,3,673618,664.36092,0.0812,1991.28006,1989.98448,1990.96703,0.3162,3.24,673618,0,,0
526,1,638951,677.15109,0.2758,676.55601,676.14457,676.14457,0.5262,3.07,638951,0,1,0.49021
539,3,4397407,673.21321,0.0933,2017.14243,2015.82075,2016.61943,0.5185,24.97,4397407,0,1,0.39633
539,2,3664745,795.59088,0.1051,1589.55533,1588.4962,1588.78383,0.6309,20.81,3664745,0,1,0
539,2,1614453,654.5918,0.1856,1307.96574,1307.17014,1307.17014,0.2652,9.17,1614453,0,,0
539,2,1418070,746.7129,0.1971,1492.40605,1491.41162,1491.41162,0.3457,8.05,1418070,0,,0
539,2,1317279,800.89792,0.171,1600.77232,1599.71,1599.71,0.5067,7.48,1317279,0,1,0
539,2,1124515,674.3893,0.1781,1347.66809,1346.75848,1346.75848,0.3957,6.39,1124515,0,1,0.60254
539,1,958925,665.458,0.1232,664.86105,664.45127,664.45127,0.4351,5.45,958925,0,,0.57726
539,2,792391,499.60676,0.0547,997.80441,997.20006,997.20006,0.3769,4.5,792391,0,,0
539,1,1438329,694.22596,0.102,695.00637,694.58306,694.58306,1.1519,4.02,708653,0,1,0.40974
539,2,622939,649.51295,0.112,1297.40679,1296.61285,1297.01244,0.9165,3.54,622939,0,1,0.41785
539,2,600813,629.4838,0.1228,1257.72193,1256.95415,1256.95415,0.2309,3.41,600813,0,,0
539,2,531929,678.91116,0.1492,1356.56381,1355.6513,1355.6513,0.604,3.02,531929,0,1,0.45372
552,3,2707876,673.2112,0.1206,2017.1364,2015.81472,2016.6134,0.4753,14.34,2707876,0,1,0.40264
552,1,2015649,746.8624,0.1013,746.30915,745.85568,745.85568,0.182,10.67,2015649,964904,,0.47702
552,2,1094459,674.22776,0.1692,1347.35169,1346.44208,1346.44208,0.1428,5.8,1094459,0,,0.67352
552,2,1077759,676.59138,0.1799,1352.98816,1352.07626,1352.07626,0.342,5.71,1077759,0,,0
552,3,987479,756.40913,0.1266,2266.67846,2265.20606,2266.20719,0.277,5.23,987479,0,1,0.46989
552,2,795629,499.58295,0.0842,997.75679,997.15244,997.15244,0.4339,4.21,795629,0,,0
552,1,739908,665.4648,0.1945,664.86785,664.45807,664.45807,0.4459,3.92,739908,0,1,0.59083
552,2,674405,735.80765,0.0485,1470.57868,1469.59687,1469.59687,0.3835,3.57,674405,0,,0
565,2,2082740,747.2564,0.2417,1493.49377,1492.49934,1492.49934,0.2473,12.24,2082740,0,1,0.55692
565,3,1576893,673.20768,0.1411,2017.12586,2015.80418,2016.60286,0.5143,9.27,1576893,0,1,0.42937
565,1,1239100,677.16841,0.0862,676.57312,676.16168,676.16168,0.4954,7.28,1239100,0,1,0.4356
565,2,1181363,655.38707,0.0514,1309.27581,1308.48005,1308.76069,0.3779,6.94,1181363,0,1,0.72096
565,2,801114,698.63388,0.1755,1396.19323,1395.25405,1395.25405,0.3378,4.71,801114,0,,0
565,1,704316,665.4409,0.19,664.84395,664.43417,664.43417,0.4714,4.14,704316,0,1,0.37759
578,2,2098798,756.50833,0.1075,1511.29601,1510.28942,1510.28942,0.5988,14.76,2098798,0,1,0.42787
578,1,1762832,689.94137,0.0534,689.33421,688.91151,688.91151,1.0014,12.4,1762832,0,,0.19598
578,2,1187235,677.15423,0.1831,1352.51284,1351.60079,1351.60079,0.5551,8.35,1187235,0,1,0.54615
578,2,1182901,655.09531,0.1652,1308.97292,1308.17717,1308.17717,0.6442,8.32,1182901,0,1,0.50636
578,2,988551,499.519,0.1407,998.55326,997.9489,997.9489,0.3249,6.95,988551,0,,0
578,1,956532,747.93399,0.1132,747.38089,746.92726,746.92726,0.1131,6.73,956532,0,1,0.82926
578,1,736258,673.14259,0.2845,672.5467,672.13586,672.13586,0.1608,5.18,736258,0,,0.54536
578,1,687914,665.38678,0.1488,664.78983,664.38005,664.38005,0.3893,4.84,687914,0,1,0.61142
578,4,567547,664.69047,0.1844,2655.09531,2653.38994,2654.60911,0.5718,3.99,567547,0,1,0.47567
591,1,4335063,978.22761,0.1404,977.81287,977.22084,977.22084,0.6655,35.8,4335063,0,,0
591,1,1347071,660.46433,0.0976,659.85722,659.45749,659.45749,0.673,11.12,1347071,0,1,0
591,2,1301944,699.15832,0.0967,1396.24858,1395.30925,1395.30925,0.3995,10.75,1301944,0,1,0.48184
591,3,1000848,664.98673,0.088,1992.24249,1990.93731,1991.94,0.2163,8.26,1000848,0,1,0.4734
591,2,975679,638.98059,0.121,1276.72857,1275.94709,1275.94709,0.3459,8.06,975679,0,,0
591,2,948009,747.92927,0.1295,1494.79404,1493.79931,1493.79931,0.483,7.83,948009,0,1,0.8243
591,3,928449,499.63639,0.0799,1496.89343,1495.8891,1495.8891,0.1263,7.67,928449,0,,0.39304
591,2,856202,676.60767,0.179,1352.11378,1351.20188,1351.20188,0.3405,7.07,856202,0,,0
591,2,766276,891.90998,0.0509,1785.13663,1783.96327,1784.57064,0.6655,6.33,766276,0,1,0.46752
591,2,559746,669.59365,0.21,1338.073,1337.17405,1337.17405,0.3252,4.62,559746,0,,0
591,2,524823,852.76783,0.0746,1704.13051,1703.00038,1703.5222,0.7044,4.33,524823,0,1,0.42709
591,2,507167,705.26824,0.1419,1409.4736,1408.52316,1408.52316,0.2071,4.19,507167,0,,0.329
591,3,437553,734.1078,0.0739,2199.73116,2198.30033,2199.30321,0.0969,3.61,252094,0,,0
591,1,406873,666.48368,0.0979,665.8854,665.47547,665.47547,0.7439,3.36,406873,0,1,0.58839
591,2,375712,723.78153,0.1715,1446.51696,1445.55011,1445.55011,0.2677,3.1,375712,0,1,0.52673
591,1,365900,673.26363,0.2929,672.66773,672.2569,672.2569,0.5946,3.02,365900,0,1,0.44046
604,2,1964584,746.86823,0.0631,1492.71744,1491.72301,1491.72301,0.1773,17.99,1964584,0,,0
604,3,1262539,664.59033,0.2032,1992.05377,1990.74889,1991.75129,0.2263,11.56,1262539,0,,0
604,2,906973,660.50426,0.1213,1319.79727,1318.98867,1318.98867,0.3951,8.3,906973,0,,0.57196
604,1,782128,607.60654,0.0886,606.96937,606.59981,606.59981,0.6609,7.16,782128,0,,0
604,2,752964,499.88584,0.1968,998.36259,997.75824,997.75824,0.1325,6.89,752964,0,,0.58739
604,2,686647,670.12974,0.2043,1338.98249,1338.07409,1338.7208,1.9076,6.29,686647,0,1,0.6347
604,2,622315,676.61174,0.1379,1352.12193,1351.21003,1351.21003,0.3466,5.7,622315,0,,0
604,2,552782,654.90561,0.29,1308.59352,1307.79776,1307.79776,0.2198,5.06,552782,0,1,0.49828
604,3,495390,716.83462,0.1039,2147.89051,2146.49695,2147.48368,0.3279,4.54,495390,0,,0.3185
604,3,486509,734.18564,0.2532,2199.96467,2198.53384,2199.53674,0.19,4.45,486509,0,1,0.43405
604,2,403429,723.42824,0.1461,1445.80973,1444.84303,1444.84303,0.1092,3.69,403429,0,,0
617,3,2306698,665.36468,0.1938,1992.37688,1991.0695,1992.07218,0.221,11.42,1600579,0,1,0.59036
617,2,1505814,699.12125,0.1474,1396.17443,1395.2351,1395.2351,0.5227,10.74,1505814,0,1,0.48411
617,2,1191964,670.06248,0.0615,1338.37319,1337.46479,1338.1115,0.2181,8.5,1191964,0,1,0.53766
617,1,1916692,660.50531,0.1839,658.89633,658.4966,658.4966,0.5409,6.71,940912,0,1,0.67073
617,2,939768,499.63325,0.0813,997.85739,997.25304,997.25304,0.1311,6.7,939768,430531,1,0.42439
617,3,561378,499.36137,0.0984,1495.50892,1494.51404,1495.06394,0.1785,4.0,561378,0,1,0.62986
617,2,522679,822.21606,0.2145,1643.36722,1642.27777,1642.27777,0.5538,3.73,522679,0,1,0.71989
617,3,513912,654.65839,0.1463,1962.23697,1960.95506,1961.95795,0.1217,3.67,513912,0,,0
617,1,510859,981.83125,0.2007,981.06932,980.46738,980.46738,2.4641,3.64,510859,0,1,0.57253
617,3,470168,711.7831,0.0704,2132.71545,2131.3262,2132.32913,0.1809,3.35,470168,0,,0
617,2,434543,629.61968,0.1247,1257.99369,1257.22591,1257.22591,0.3423,3.1,434543,0,,0.50656
630,2,1114973,747.33303,0.1458,1493.64723,1492.65265,1492.65265,0.1618,7.26,965129,848007,,0.30596
630,2,753400,500.00381,0.0823,998.59851,997.99416,997.99416,0.2762,4.9,753400,0,1,0.53523
630,3,498437,665.94341,0.2148,1997.07742,1995.76974,1996.77024,0.2542,3.24,498437,0,1,0.89408
630,2,478048,629.63059,0.0428,1258.0155,1257.24773,1257.24773,0.2975,3.11,478048,0,1,0.53343
643,2,2097171,670.06446,0.0686,1338.37716,1337.46876,1338.11546,0.2125,11.59,2097171,0,1,0.47159
643,1,1911604,822.41781,0.0909,821.91663,821.41108,821.41108,0.1498,10.56,1911604,0,1,0.45594
643,2,1233417,689.63859,0.2221,1378.18937,1377.26425,1377.26425,0.2771,6.81,1233417,0,,0
643,2,1088693,499.11855,0.1503,996.82574,996.22154,996.22154,0.3711,6.02,1088693,0,1,0.51479
643,3,999718,747.78134,0.1553,2241.78189,2240.32424,2241.32713,0.1959,5.52,999718,0,,0.43254
643,1,953344,699.12702,0.2333,698.54613,698.12053,698.12053,0.6199,5.27,953344,0,1,0.4853
643,3,711637,711.49061,0.089,2132.84087,2131.45177,2132.45464,0.2044,3.93,711637,0,,0
643,2,583071,629.20433,0.2577,1257.16314,1256.39537,1256.39537,0.2192,3.22,583071,0,,0
643,2,571892,612.95258,0.0555,1224.63329,1223.89113,1223.89113,0.3452,3.16,571892,0,,0
656,2,5202935,653.08235,0.2382,1304.94658,1304.15142,1304.15142,0.2238,28.17,5202935,0,,0.811
656,2,2438557,735.81064,0.12,1470.58964,1469.60783,1469.60783,0.3371,13.2,2438557,0,,0
656,1,854338,878.74781,0.1066,878.17408,877.63775,877.63775,1.2845,4.63,854338,0,1,0.40546
656,3,850491,716.85207,0.1061,2148.29542,2146.90186,2147.78938,0.4541,4.6,850491,0,1,0.48258
656,1,761858,512.493,0.2914,511.8009,511.48644,511.48644,0.5373,4.12,761858,0,,0
656,3,728447,747.77586,0.2371,2241.76545,2240.3078,2241.31069,0.1462,3.94,728447,0,,0.38731
656,2,595531,629.20376,0.2611,1257.16185,1256.39407,1256.39407,0.2175,3.22,595531,0,,0
669,2,19572754,652.4596,0.2705,1302.7589,1301.96405,1301.96405,0.4694,98.27,19572754,0,1,0.49658
669,3,5346598,665.70412,0.2949,1992.42533,1991.11781,1992.1166,0.1513,7.31,1455255,0,,0.78605
669,2,1266341,639.01534,0.0775,1276.79871,1276.01723,1276.01723,0.32,6.36,1266341,0,,0
669,3,958043,735.91266,0.2619,2205.14648,2203.7149,2204.71779,0.1467,4.81,958043,0,1,0.34581
669,2,2984343,499.48055,0.1593,996.56596,995.9616,995.9616,0.3934,3.51,698346,0,1,0.81037
669,2,623059,612.97607,0.0275,1224.68084,1223.93867,1223.93867,0.3568,3.13,623059,0,,0
682,2,20439548,652.44856,0.2765,1303.67852,1302.88367,1302.88367,0.4695,87.02,20439548,0,1,0.48743
682,2,6294242,664.5906,0.2656,1327.9777,1327.16774,1327.16774,0.2546,26.8,6294242,0,,0
682,1,2182677,671.16644,0.077,669.33444,668.9239,668.9239,1.0311,4.41,1036100,0,1,0
682,2,856557,629.19679,0.2331,1257.1479,1256.38012,1256.38012,0.1908,3.65,856557,0,,0
682,2,941866,607.98807,0.1948,1213.70213,1212.96148,1212.96148,0.3517,3.4,799573,0,1,0.54086
682,3,745103,555.15733,0.1319,1662.5865,1661.48474,1661.48474,0.3104,3.17,745103,0,1,0.4392
695,2,15707714,652.51272,0.275,1303.80683,1303.01198,1303.01198,0.3844,58.97,15707714,0,1,0.50381
695,1,14097780,651.98829,0.0626,651.37993,650.98157,650.98157,0.1483,52.92,14097780,0,,0.49866
695,3,6515360,664.96628,0.1647,1992.18115,1990.87597,1991.87866,0.127,24.46,6515360,0,1,0.48063
695,2,1694984,793.09132,0.2386,1585.12932,1584.08024,1584.08024,0.5236,6.36,1694984,0,1,0.54016
695,3,1636712,661.34553,0.1099,1981.3077,1980.01347,1981.01642,0.1949,6.14,1636712,0,,0.31352
695,1,1617229,669.78483,0.1387,669.18849,668.7781,668.7781,0.878,6.07,1617229,0,,0
695,1,1286259,587.05493,0.0479,586.4053,586.04821,586.04821,0.2485,4.83,1286259,0,1,0.79648
695,2,966815,666.51283,0.1251,1331.80792,1330.99751,1330.99751,0.4282,3.63,966815,0,1,0.74426
695,2,887656,773.86933,0.1534,1545.99421,1544.96017,1544.96017,0.5898,3.33,887656,0,1,0.38354
708,2,10563123,652.51179,0.2496,1303.80498,1303.01013,1303.01013,0.3799,44.87,10563123,0,1,0.46639
708,1,9232545,651.98847,0.0489,651.38012,650.98175,650.98175,0.153,39.22,9232545,0,1,0.47439
708,2,3129449,596.42964,0.163,1191.49874,1190.77085,1190.77085,0.5976,13.29,3129449,0,1,0.47166
708,3,2091282,793.09548,0.1223,2376.72806,2375.18695,2376.20012,0.5366,8.88,2091282,0,1,0.45717
708,3,1254246,665.97092,0.258,1996.19029,1994.88261,1995.88312,0.1532,5.33,1254246,0,1,0.84217
708,2,2315973,732.21887,0.2515,1462.40951,1461.4308,1461.4308,0.4049,4.63,1089045,0,1,0.68016
708,3,860605,660.96208,0.2826,1980.16418,1978.8701,1979.86606,1.1294,3.66,860605,0,1,0.77141
721,2,13640491,784.50825,0.2586,1567.09913,1566.05262,1566.05262,0.4902,43.04,13640491,0,1,0.41647
721,2,7355328,975.50754,0.2672,1950.27544,1948.99534,1949.99641,0.3814,23.21,7355328,0,,0
721,3,8441967,651.98953,0.2897,1954.22943,1952.94873,1953.95167,0.164,22.87,7248853,0,,0.27142
721,3,4546024,664.96277,0.1747,1992.17062,1990.86544,1991.86813,0.1319,14.35,4546024,0,1,0.47669
721,1,11484447,651.74908,0.2861,650.13781,649.73944,649.73944,0.5386,8.52,2700490,0,1,0.87401
721,3,2388099,793.09671,0.1461,2376.79787,2375.25676,2376.26993,0.6582,7.54,2388099,0,1,0.63188
721,2,1446814,800.89366,0.1145,1599.90075,1598.83842,1598.83842,0.9503,4.57,1446814,0,1,0.40584
734,2,13120376,975.49814,0.1546,1950.25666,1948.97656,1949.97762,0.393,36.61,13120376,0,,0
734,3,5487115,651.98669,0.2737,1954.2209,1952.94019,1953.94313,0.1552,15.31,5487115,0,1,0.8036
734,3,3469361,793.09054,0.1462,2376.77937,2375.23826,2376.25144,0.5913,9.68,3469361,0,1,0.61944
734,3,2452310,664.96869,0.1969,1992.18837,1990.88319,1991.88588,0.1282,6.84,2452310,0,1,0.49301
734,2,2263807,801.22211,0.139,1600.55765,1599.49532,1599.49532,0.4838,6.32,2263807,0,1,0.4531
734,3,2113091,586.40643,0.0947,1756.14584,1754.98943,1754.98943,0.1277,6.8,2113091,956361,,0
734,2,1975757,925.70796,0.1583,1850.55587,1849.34093,1850.31798,0.4823,5.51,1975757,0,,0
734,1,1751003,750.52631,0.1483,749.97366,749.51958,749.51958,0.1946,4.89,1751003,0,1,0.51729
734,2,2508580,913.98065,0.1184,1827.14718,1825.94858,1826.95167,0.3301,4.69,1681450,0,,0
734,2,1379126,693.43628,0.2647,1385.79459,1384.85912,1384.85912,0.1406,3.85,1379126,0,1,0.48033
747,2,11802573,975.48827,0.1288,1950.23691,1948.95681,1949.95787,0.4411,27.98,11802573,0,,0
747,2,8762286,784.50626,0.2561,1568.04557,1566.99906,1566.99906,0.4959,20.77,8762286,0,1,0.42486
747,1,6645320,742.24108,0.0759,741.6873,741.23459,741.23459,0.5286,15.75,6645320,0,,0
747,2,5826769,595.86353,0.2117,1190.44157,1189.71383,1189.71383,0.2357,13.81,5826769,0,,0
747,1,3001201,652.50532,0.2912,651.89696,651.49859,651.49859,0.3681,7.11,3001201,0,1,0.71153
747,2,2933393,914.46226,0.0786,1827.10668,1825.90793,1826.91106,0.289,6.95,2933393,0,1,0.47246
747,3,2291791,693.43616,0.1971,2077.63687,2076.28535,2077.28829,0.1881,5.43,2291791,0,,0.45362
747,2,2204591,919.35111,0.2385,1837.89864,1836.68908,1837.69207,0.2306,5.23,2204591,0,1,0.37776
747,2,2119094,663.29428,0.1861,1325.38485,1324.57535,1324.57535,0.3237,5.02,2119094,0,,0
747,2,2061672,871.63104,0.1254,1742.39436,1741.24936,1741.24936,0.2877,4.89,2061672,0,,0
747,3,1745011,685.46185,0.1714,2053.69901,2052.36245,2053.36537,0.1565,4.14,1745011,0,1,0.45739
747,2,1586557,658.17317,0.1154,1315.10259,1314.30593,1314.30593,0.4603,3.76,1586557,0,,0
747,1,1340242,750.52499,0.1324,749.97234,749.51826,749.51826,0.2188,3.18,1340242,0,1,0.63528
747,1,2035857,749.43653,0.1202,747.39618,746.9424,746.9424,1.0985,3.1,1309230,0,1,0.43918
760,3,17359336,650.59311,0.1817,1950.03069,1948.75059,1949.75112,0.2514,32.26,17359336,0,,0
760,2,12441289,975.47654,0.1457,1950.21344,1948.93334,1949.93441,0.4823,23.12,12441289,0,,0
760,2,6368553,595.86291,0.2118,1190.4401,1189.71237,1189.71237,0.233,11.83,6368553,0,,0
760,1,6254881,645.47464,0.2839,644.86556,644.4681,644.4681,0.6319,11.62,6254881,0,,0
760,3,5703153,784.40883,0.1409,2350.72971,2349.20386,2350.2063,0.2712,10.6,5703153,0,1,0.43233
760,1,4472606,693.43866,0.1051,692.85523,692.43193,692.43193,0.1984,8.31,4472606,0,1,0.64362
760,3,4081626,919.35136,0.1111,2755.80514,2754.03104,2755.0339,0.2074,7.58,4081626,0,1,0.37174
760,2,3965824,913.94985,0.0807,1827.08557,1825.88697,1826.89007,0.5693,7.37,3965824,0,1,0
760,2,3795845,872.0552,0.09,1742.25533,1741.11018,1741.11018,0.4462,7.05,3795845,0,1,0.48627
760,2,4465779,693.66569,0.2451,1384.24892,1383.31345,1383.31345,0.4663,5.28,2839302,0,1,0.75893
760,1,2543757,685.06976,0.1104,684.4757,684.06305,684.06305,0.3257,4.73,2543757,0,,0.49814
773,3,13662393,650.95747,0.1704,1950.12959,1948.84934,1949.85224,0.1322,20.71,13662393,0,1,0.47927
773,2,11271274,975.98942,0.2254,1949.24035,1947.9601,1948.96303,0.2239,12.61,8320280,0,1,0.57531
773,2,7255748,913.95062,0.1426,1827.08711,1825.88851,1826.89161,0.5333,11.0,7255748,0,1,0.31257
773,3,7122161,693.43802,0.1813,2077.64245,2076.29093,2077.29387,0.1891,10.79,7122161,0,,0.47969
773,2,7117390,872.05908,0.0714,1742.26308,1741.11792,1741.11792,0.5029,10.79,7117390,0,1,0.49133
773,3,6192325,919.34606,0.099,2755.78923,2754.01514,2755.01799,0.2246,9.39,6192325,0,1,0.41926
773,5,6175645,689.74129,0.1189,3443.96815,3441.78065,3443.6728,1.1587,9.36,6175645,0,1,0.72616
773,3,5537765,595.98539,0.0624,1786.10981,1784.93599,1784.93599,0.0991,8.39,5537765,2946442,,0
773,2,3752440,685.07289,0.2827,1369.05663,1368.13287,1368.13287,0.3043,5.69,3752440,0,,0.29267
773,3,3726880,784.41305,0.1297,2350.74237,2349.21652,2350.21896,0.2849,5.65,3726880,0,1,0.41046
773,2,2570706,982.49206,0.1519,1965.19153,1963.90931,1964.91076,0.375,3.9,2570706,0,,0
773,2,4135653,701.12731,0.1762,1400.17788,1399.2381,1399.2381,0.556,3.7,2440979,0,1,0.62884
