mz	intensity	fwhm
619.310570532936	129969.6	0.01636868	
619.340672937068	74686.55	0.01159878	
619.540421278671	69723.95	0.01230985	
620.312181810335	148671.1	0.01347916	
620.812543381469	185537	0.01096573	
620.926560918408	84481.09	0.01370227	
621.34581394128	325697.6	0.01168921	
621.571835727237	87123.42	0.008741747	
621.847159372431	198179.5	0.01207869	
622.062027833427	83051.81	0.01091585	
622.361974310199	197150.2	0.01379463	
622.581051424592	161923.2	0.01394698	
622.829991391886	1060529	0.01186219	
623.080474991628	983682.8	0.01201751	
623.331410624712	1080273	0.01133403	
623.581892721493	429286.1	0.01093059	
623.673963512623	153968.4	0.01089069	
624.005994025129	101254.9	0.01115864	
624.348086239241	721687.6	0.01161653	
624.682084915538	618871.3	0.01192883	
624.922828160059	104618.5	0.01140532	
625.016142308936	283725.2	0.01145647	
625.120556531212	184764.2	0.01044611	
625.32454580174	257722.5	0.01160956	
625.522625161572	163209	0.01099948	
625.565041139608	131705.7	0.01247525	
625.722746915353	117364.6	0.01312532	
626.316309959758	73432.92	0.01325712	
626.349159670547	85291.55	0.0117446	
626.974795968291	105941.6	0.01853924	
628.332881713532	108617.8	0.01558415	
628.838511764839	193453.1	0.01330924	
629.084947667494	91133.77	0.01345731	
629.369129265264	92044.06	0.01117957	
629.995308792568	79969.31	0.01359481	
630.035156490096	77205.73	0.01275606	
630.292791588886	74315.59	0.01353211	
631.218091077277	89999.05	0.01529189	
631.261559197533	191607.5	0.01428269	
631.342100668718	200266.5	0.01052571	
631.666499316193	80319.66	0.01212307	
631.847143415626	135186.7	0.01115027	
632.346546650657	101863.2	0.01032792	
632.503334396661	174677.8	0.0104338	
633.139944594962	92160.8	0.0124339	
633.344287551032	5878121	0.01218121	
633.594804435077	7263935	0.01203512	
633.625137487758	117587.3	0.009054773	
633.84525719011	5980606	0.0121325	
634.096011359626	2648269	0.01254047	
634.346677825609	1047140	0.01165509	
634.597559945133	315392.5	0.01130026	
634.841147310219	123688	0.0141082	
635.706803859886	85253.48	0.01342334	
635.835040135086	77916.59	0.01319251	
636.517113451668	78420.13	0.01189479	
636.801720030512	75948.91	0.01146191	
637.028501635531	395130.3	0.01229962	
637.330104739395	311385.8	0.01281052	
637.353260480616	485167.3	0.01079114	
637.688298579403	335036.1	0.01071669	
638.482112337124	95581.52	0.009941511	
638.564152674841	85521.17	0.01169718	
639.827625164629	131944.6	0.01413872	
640.889545097825	101102.6	0.01306797	
641.371163968772	331853.1	0.01221899	
641.873384017613	136066.5	0.01229623	
642.301547426461	88970.14	0.01701873	
642.612858572729	108622.6	0.01323472	
643.339526183974	116602.3	0.01490825	
643.920404350247	102846.1	0.01682585	
644.839088257739	123955	0.01389018	
646.995496083427	167592.6	0.01186883	
647.320374881511	95093.47	0.01223582	
647.689002726641	85860.64	0.01137629	
649.051847538901	146278.4	0.01037798	
649.304006500581	350554.2	0.01418895	
649.552832576912	101596.9	0.01439054	
649.802690055118	102536.6	0.01045953	
650.133302600503	258301.5	0.01314	
650.637037542815	94490.94	0.01315753	
650.993667248638	129614	0.01436684	
651.040948789242	86497.83	0.01511126	
651.615804693451	91378.44	0.01484569	
651.739122671396	191499.9	0.01266453	
651.942118248951	127047.5	0.01417506	
652.013094589587	103347.3	0.01574847	
652.142130560048	95801.58	0.01317052	
652.318871092481	116769.9	0.01369371	
652.348470601044	255478.9	0.01302327	
652.542691421887	106675.8	0.01386447	
653.353006194143	356991.4	0.01289646	
653.371284504319	101945.3	0.0107007	
653.548209612428	89569.77	0.01597052	
653.687731417669	215594	0.01267136	
653.80961721509	185693	0.01545842	
653.870052657385	126913.3	0.01387356	
654.019762443803	94864.81	0.01108884	
654.30976098671	175009.3	0.01045163	
654.338633111976	107871	0.01829765	
654.812443153146	98549.73	0.01212643	
655.664997935001	85448.53	0.01239177	
655.853538248026	153625.1	0.01102616	
656.016960186209	88258	0.01261587	
656.048281912443	82301.13	0.01192311	
656.105878713057	100438.2	0.01266297	
656.353754475037	201486.4	0.01029737	
657.081081115005	120934.4	0.01306374	
657.161602057368	166404.8	0.01148749	
657.662218795576	166380.5	0.01114335	
657.8152248317	138755.3	0.01489967	
658.321851458904	108945	0.01148096	
658.340648141229	197149.9	0.01749204	
658.646159307643	101817.3	0.01255459	
659.154504436353	79253.53	0.02045985	
659.309907549529	79900.64	0.01194609	
659.672882077387	297045.2	0.01305686	
659.840754972578	72925.59	0.01420762	
660.00793267602	315923.1	0.01220934	
660.338990248611	204733.7	0.01259263	
660.65874164752	190171.5	0.01360831	
660.820365427937	91283.56	0.01150112	
661.33558696716	235238.3	0.01480114	
661.668754632034	319824.4	0.01052536	
661.919709003633	93794.59	0.01197714	
662.005843121771	268706.4	0.01202588	
662.589325457417	110297.4	0.01172676	
662.711748272084	156189.9	0.01017936	
662.863553877473	602414.1	0.0128825	
663.364786215605	492677.1	0.01562607	
663.829670466764	105837.9	0.01112802	
663.865175544901	158981.4	0.01269268	
664.319539549052	69774.42	0.01867562	
664.355636125153	95404.94	0.0155252	
664.575339933106	117221.8	0.01281283	
664.826348717631	119793.4	0.009860908	
664.916311701353	161802.5	0.01198825	
665.074122918543	141852.3	0.01154578	
665.275232882351	98394.92	0.01406355	
665.319139172556	87865.66	0.01637482	
666.06398293399	88806.13	0.01353535	
666.111022010749	206182.8	0.01317523	
666.334229331905	90418	0.01099267	
666.360799316301	291279.2	0.01348728	
666.612735670985	165742.3	0.01447938	
666.71466451701	81874.16	0.02019075	
667.338098092178	189329.5	0.01868551	
667.363508505815	82575.39	0.01296599	
667.385046378783	140420	0.01263844	
667.667805313068	113073.3	0.01075087	
668.333159509968	159231.1	0.0217537	
668.556106641961	137408	0.01603011	
668.692300856003	139570.1	0.01403305	
669.002060811976	559052.6	0.01325186	
669.041296651268	69250.53	0.01554898	
669.155272206393	77411.8	0.01327122	
669.336283185655	608770.1	0.01366529	
669.670958826111	132148.3	0.01697497	
670.348238015191	99299.28	0.01808182	
670.808714101317	1286829	0.01266776	
671.070687719432	97692.13	0.01303436	
671.31050012291	695868.1	0.01340371	
671.431678600104	197765.7	0.01408097	
671.810896803803	200083.4	0.01454216	
672.858505979494	134395.7	0.01062243	
672.88262496142	115901.5	0.01267235	
672.933065957645	89017.39	0.01341661	
673.362886046949	170625.5	0.01043783	
673.69852191899	138104.5	0.01118663	
673.891438077194	230681.5	0.01336173	
674.718097874087	91749.28	0.01184517	
674.878491396439	125008.2	0.01524677	
675.070637970037	1452916	0.01323889	
675.404862615868	1505951	0.01338389	
675.680591981502	756520.3	0.01281792	
675.740100656112	862093.4	0.01276372	
676.015159767304	595051.1	0.01265968	
676.07346766321	321033.5	0.01500038	
676.318937395253	106046.8	0.02165574	
676.348935700999	295182.9	0.01346692	
676.406998255865	199018.6	0.01320458	
676.683247183435	163370	0.01111687	
676.838002435359	92037.17	0.01594423	
676.997493777113	95202.63	0.01722263	
677.352925523407	154905.2	0.01372191	
677.854703121053	74513.91	0.01391308	
677.953788707278	106861.3	0.0144639	
678.153987386965	135999.7	0.01377601	
678.351806973604	96006.5	0.01061231	
678.755939936548	91967.17	0.01552918	
679.017735487577	86043.23	0.0128889	
679.31441748312	78502.63	0.01503591	
679.578520175868	164897	0.01224402	
679.607957541836	94408.36	0.01073994	
679.828037371539	349492.1	0.01148607	
679.915775628186	77016.5	0.01535878	
680.07831440959	472783.2	0.01375171	
680.327920974467	431635.2	0.01199351	
680.606404809194	186934.8	0.01226901	
680.827340995154	92192.98	0.01437686	
680.8593085937	95566.91	0.01282074	
681.077765933809	92279.86	0.01323317	
681.675183470719	116609.7	0.01336814	
681.845673099167	214871.6	0.01486578	
682.095411666987	369310.8	0.01401196	
682.143452821277	85754.34	0.01474749	
682.345438818068	279871.2	0.01908673	
682.596969726129	194230.8	0.01340798	
682.850672733937	86637.41	0.01517181	
682.967962009825	76546.8	0.01829479	
683.337001511768	103773.7	0.01202088	
683.3565863342	93103.94	0.01139749	
683.431198662514	368649.4	0.01318435	
683.598342260789	80798.23	0.01407181	
683.852046503576	675976.2	0.01276363	
684.10331399095	2008073	0.01377891	
684.354708849324	1216737	0.01384224	
684.436140395379	115705.3	0.01312588	
684.604930737893	898638.5	0.01300905	
684.854176910888	580356.1	0.01461083	
685.065500414706	919029.2	0.01430281	
685.107939495372	172402.3	0.01491042	
685.399485908863	861088.6	0.01346398	
685.733667676293	529775.9	0.0133003	
685.876868516489	135037.2	0.0133361	
686.06728749935	208832.5	0.01302631	
686.325270004005	81312.38	0.021061	
687.353968299078	101450.8	0.01195556	
687.388746212774	77705.63	0.01837414	
687.42495619491	324327.5	0.01246811	
687.50758388082	73032.2	0.0148289	
687.581532315452	105080.9	0.01594954	
687.841675686155	124615.4	0.02602697	
687.923237628462	93529.77	0.01364845	
688.006433208144	198370	0.01387215	
688.173399919077	119197.4	0.01428711	
688.352613665772	443095.1	0.01255078	
688.430319638637	181933.3	0.01217731	
688.854887313406	543898.6	0.01321934	
689.434132520241	88730.55	0.01366929	
689.680078837792	110955	0.01469159	
689.737219243753	138175.9	0.01384034	
690.323608339723	100489.2	0.01579554	
690.82413600398	86756.95	0.01565335	
691.695553980571	71661.97	0.01547466	
691.775986187914	114024.3	0.0145186	
692.86441040773	99330.17	0.01946453	
693.113318766691	111060.5	0.01675521	
694.019788824497	100046.3	0.01659472	
694.878612840074	78912.64	0.0144424	
695.532481556322	76554.13	0.0156617	
696.365102269552	273821.8	0.01580155	
696.694081257125	214192.7	0.01306906	
696.752354636219	79302.86	0.01635132	
696.774847489224	153380.2	0.01315085	
696.958478658755	240841.7	0.01170945	
697.358822936653	271933.7	0.01335208	
697.542786853623	113619.5	0.02009213	
697.565633789949	92932.44	0.01157431	
697.677045764747	86344.08	0.01757333	
698.361212224423	123120.5	0.0148373	
698.485261083065	86013	0.01341697	
698.727764591137	88787.61	0.01257506	
699.122080037081	124422.3	0.01323672	
699.349022300642	238949	0.01407891	
699.619083151108	148208.3	0.0132393	
699.849791510514	199727.4	0.01570942	
699.91188775122	76212.78	0.01545651	
700.038766922712	80150.39	0.01445823	
700.305033195325	150963.5	0.0209739	
700.38582987949	246569.2	0.016173	
700.613172064179	94936.92	0.01160046	
700.863700436967	252003.5	0.01531573	
701.056945552278	205875.1	0.01750129	
701.113203588956	146516.7	0.01292681	
701.398174307697	106759.9	0.01111487	
701.612511854981	241528.8	0.01674719	
701.861932124614	256210.7	0.01246896	
702.023752441077	111416.3	0.01311464	
702.113580143303	193168.4	0.01568042	
702.365911839379	162737.8	0.02352431	
702.597819289034	127119.9	0.01610729	
702.627813336158	130434.8	0.01496715	
702.879366300385	296793	0.01653625	
703.355348914155	169069.8	0.01616992	
703.395034884426	125576.5	0.01558801	
703.706497832553	105210.4	0.01277893	
703.8690494715	150287.1	0.0126831	
704.128173698767	92672.38	0.01873655	
704.703754381924	84934.69	0.01854478	
704.979185928838	112244.9	0.01164741	
705.332665500007	91293.31	0.01361712	
705.584883048979	106174.1	0.02116869	
706.045398395997	478506.7	0.01610356	
706.121564157769	82558.77	0.01396539	
706.567931840525	86455.5	0.0140792	
706.769661283206	86719.38	0.01875713	
707.046922943695	110865.2	0.02558899	
707.381024489842	126435.2	0.01032931	
707.447077605903	94482.84	0.01498097	
707.761761586772	77099.83	0.01635947	
707.90817208052	932559.3	0.01475568	
707.963251216935	102404.1	0.01382359	
708.066863949832	93765.17	0.01471486	
708.326430715053	281922.6	0.01347003	
708.3862493696	83645.89	0.01379345	
708.409984510605	482267	0.01489366	
708.827352610533	226276.4	0.01644681	
708.909366393752	226292.7	0.01391865	
709.068858254695	79346.78	0.01843746	
709.330269719766	92955.8	0.01205619	
709.361061717777	94233.67	0.01309309	
709.427277399413	78450.06	0.01640148	
710.695425783229	131642.9	0.02803526	
711.565477845152	352050.2	0.01362845	
711.617869150831	135962.9	0.0125347	
711.692097933686	89974.05	0.01308463	
711.766459771479	518424.9	0.0148028	
712.087294880986	239314.3	0.01246629	
712.120816013085	194696.7	0.01396833	
712.171724360891	122250.6	0.01561204	
712.338046992977	168334.7	0.01195755	
712.370995799072	216036.9	0.01672706	
712.589385551506	351379.1	0.01275185	
712.707280049054	124481.8	0.0113269	
712.842006209731	108107	0.01538725	
712.882546746911	74494.89	0.0223725	
713.074802485269	87723.41	0.01676777	
713.120236142865	276052.2	0.01718866	
713.371506797691	188734.3	0.01338527	
713.809458378379	80983.91	0.0162089	
714.050399142254	92701.22	0.01959421	
714.092205443966	84015.61	0.01152299	
714.200852312721	75990.02	0.01598322	
714.325218264721	85430.48	0.01986514	
714.392287801526	252220.4	0.01204704	
714.726676751232	256997.2	0.01514897	
714.879519746261	93937.27	0.0137631	
716.039872158886	607748.9	0.01341135	
716.065986164716	100311.7	0.02098006	
716.351025604362	170612	0.0159834	
716.373866782483	909045.9	0.01339019	
716.40145536729	117382.7	0.01173079	
716.588262571774	106254.6	0.01399323	
716.707738500335	481289.4	0.01339929	
716.72626016908	100810.9	0.02672987	
716.898099496895	77771.41	0.01545326	
717.038082274808	151859	0.01380852	
717.065811114414	249810	0.01444293	
717.142976738048	137470.2	0.01355029	
717.343396241715	223137.6	0.01292892	
717.465425857911	90902.92	0.01917656	
717.763638747161	95284.59	0.01124997	
718.03298437691	98840.98	0.02126718	
718.193358162001	82784.64	0.01834738	
718.349716843228	130195.8	0.01892575	
718.524601215952	90316.8	0.0148597	
718.558565381193	87503.36	0.01435173	
719.312437382602	94560.11	0.01361502	
719.585830530927	79519.53	0.01640268	
719.692959422766	88333.17	0.0287432	
719.785141943722	179157	0.01492434	
719.864899655549	204131	0.01261272	
719.992480307556	108455.2	0.01774409	
720.091340986116	3214241	0.01501404	
720.195356172891	295056.8	0.01465621	
720.341926957565	5164838	0.01472997	
720.402228835733	163720.7	0.01757225	
720.498250440898	85986.86	0.01215548	
720.592862689063	3884268	0.01439545	
720.775962622365	71499.72	0.01587386	
720.843224400171	2500128	0.01459719	
721.076865480487	133646.7	0.01744594	
721.093851967284	798571.9	0.01279753	
721.295669759401	83857.31	0.01577767	
721.343918951971	522359.4	0.01566342	
721.594324838468	278471.6	0.01275204	
721.630693957976	79956.09	0.01697413	
721.700388754635	100604.5	0.01446405	
722.071847839279	494480.8	0.01562094	
722.405601591012	736079.3	0.01448805	
722.575983367172	129966.9	0.01520917	
722.631076895385	90665.77	0.01209869	
722.740911736998	491921.5	0.01394296	
723.127874583766	133717.7	0.01443279	
723.346647122156	166659.4	0.01557151	
723.39207157286	104043.7	0.03387345	
723.721815734781	100056.4	0.01399822	
723.867219714965	103181.7	0.01896159	
724.332456435679	98338.94	0.01309455	
724.691668155072	115927.2	0.01856755	
724.886989710734	73144.63	0.01754699	
725.13636177562	132394.9	0.01059732	
725.37559061602	219561.2	0.02297361	
725.601772719207	99990.11	0.0119615	
725.708193170302	219203.3	0.0161995	
725.951154827083	89169.08	0.0146611	
726.36128150564	848803.4	0.01418775	
726.640959932684	90890.05	0.0148191	
726.695814632579	820311.6	0.0146069	
726.762509150982	265955.4	0.01860604	
727.030182285231	577522.1	0.01492002	
727.093525160026	453519.9	0.01559157	
727.365172180108	195364.9	0.01198758	
727.390881215196	141127.7	0.0152761	
727.428986994327	226807.2	0.01359707	
727.600577873503	262354	0.01426393	
727.790783857798	91204.14	0.01356698	
727.850646023816	287650.4	0.01273848	
728.100447016921	294944.1	0.01455446	
728.364957000964	100487	0.02439419	
728.399458361573	104552.3	0.0246837	
728.597952839249	236250.2	0.01532024	
728.863919755789	191901	0.01265303	
729.017280817932	92936.16	0.01802606	
729.111269041861	96873.59	0.01760968	
729.372222085109	916025.4	0.01354686	
729.572778612065	2206055	0.01510328	
729.772823690622	1951479	0.01549762	
729.974381232933	1800350	0.01449682	
730.174093716984	1192990	0.015073	
730.375953052757	386482.2	0.01803184	
730.575749200557	245135	0.01364692	
730.705197653677	80505.56	0.02047957	
730.856342452604	98312.03	0.01558178	
730.900460449423	389762.9	0.01408329	
731.400357772021	265536.3	0.01673367	
732.344409388777	173549.6	0.01584856	
732.700774737709	153211.5	0.01300115	
733.021482814021	88933.73	0.01754939	
733.174720005768	150025.1	0.01379618	
733.995752861944	78928.31	0.01238338	
734.01791344398	112209.5	0.0131555	
734.378279110991	90276.44	0.01892005	
734.695274368457	116428.2	0.01187559	
734.848602742382	122704.1	0.01132831	
735.032510266565	122192.3	0.01538634	
735.14934499006	126482.7	0.0116689	
735.400248319668	360626.3	0.0206857	
735.642438714209	175233.5	0.01501127	
735.700632789633	154408.5	0.01627169	
735.852267698093	118926	0.01674299	
736.100308357943	96994.72	0.01949997	
736.388160865896	80192.39	0.01606308	
736.898958589645	121453.9	0.01236979	
737.545996606824	75404.72	0.0157549	
737.764023105129	120289.8	0.01570014	
737.907829056497	77429.97	0.01699444	
738.151015645549	93630.95	0.0168544	
739.706369555315	90753.23	0.01617553	
740.55544994203	111020.4	0.01853661	
741.8613160248	143515	0.01391203	
742.378715605638	131683.2	0.0201333	
742.858044497716	131470.8	0.01981117	
743.16033800322	125008	0.01201185	
743.392631401389	171914.5	0.01744264	
744.636387663853	112675	0.01755868	
745.709158355292	124299.7	0.01295426	
746.377680712816	445738.2	0.01718321	
746.407711384748	101286.4	0.01483756	
746.712162403203	474440.6	0.0144774	
747.046544980402	385862.4	0.01714237	
747.135138230725	326657.2	0.01491491	
747.378906292725	433291	0.01646827	
747.731623603419	996532.3	0.0154786	
747.874522472944	104874.7	0.01994048	
747.9770450087	97400.22	0.0153456	
748.066577756563	1244875	0.01563328	
748.295103137425	106290.9	0.02076483	
748.353599243849	161863.2	0.02168728	
748.402014758091	357815.4	0.01323504	
748.733929644165	424613.1	0.0153819	
748.923982481864	233378.7	0.01422068	
749.064963481971	145710.1	0.01486497	
749.176398340009	340506.4	0.01626996	
749.375832795448	287937.7	0.01807742	
749.42473849271	369903.7	0.01572566	
749.779172880484	177321.7	0.01542194	
750.380673214181	104418.1	0.01538839	
750.628501028377	131413.1	0.0189203	
750.882887399882	145031.5	0.01774905	
751.213896507765	142044.3	0.012995	
751.386748530963	469594.4	0.01832489	
751.545916950938	94833.56	0.01407184	
751.721335869139	308892.8	0.01438395	
751.892628398106	581035.1	0.01621481	
752.054613402429	239173.5	0.01798446	
752.143717924893	1257344	0.01515872	
752.394573732831	910752.5	0.01431106	
752.644578984849	370394.2	0.01456703	
752.693257163534	124277.2	0.01399596	
752.895616811893	285909.8	0.01516362	
753.142159217782	160008.2	0.02503882	
753.732611845652	106652.6	0.01274201	
753.883395122117	113511.1	0.01376218	
754.792029273177	85585.33	0.01758602	
755.042727338637	198765.4	0.0153421	
755.157392128516	165420.1	0.01361477	
