peak_index	scan_num	mz	intensity	fwhm	signal_noise	MSFeatureID
538	9575	912.13647	1849746	0.0211	20.88	10
539	9575	912.21568	1065925	0.0209	12.03	-1
540	9575	912.40306	177720.5	0.0288	2.01	-1
541	9575	912.46909	1472670	0.021	16.62	10
542	9575	912.71831	209937	0.0292	2.37	22
543	9575	912.80442	381000.2	0.021	4.3	10
544	9575	915.83115	192917.8	0.0253	2.18	145
545	9575	916.02911	372252.6	0.0241	4.2	145
546	9575	916.13868	191520.2	0.022	2.16	-1
547	9575	916.23178	249777.7	0.0178	2.82	145
548	9575	916.43182	543208.9	0.0245	6.13	145
549	9575	916.63305	234083.1	0.0174	2.64	145
550	9575	918.92196	233309.6	0.0214	2.63	-1
551	9575	919.42456	438076	0.0215	4.94	-1
552	9575	921.47282	486520.5	0.0293	5.49	29
553	9575	921.80494	1289021	0.021	14.55	29
554	9575	922.14048	687966.8	0.021	7.76	29
555	9575	922.47211	266339.5	0.0189	3.01	29
556	9575	925.5044	282532.1	0.0206	3.19	-1
557	9575	926.00534	309489.9	0.0222	3.49	-1
558	9575	926.14349	406917.7	0.0201	4.59	52
559	9575	926.47951	851548.7	0.0205	9.61	52
560	9575	926.81234	974355.4	0.0219	11	52
561	9575	927.14497	219184.9	0.0215	2.47	52
562	9575	930.44175	460693.4	0.021	5.2	-1
563	9575	930.94428	530414.6	0.0205	5.99	-1
564	9575	932.09042	183684.3	0.0191	2.07	-1
565	9575	934.02828	206892.8	0.0196	2.34	-1
566	9575	934.52744	201330.7	0.021	2.27	-1
567	9575	934.81256	269804.5	0.0221	3.05	-1
568	9575	935.00539	607082.9	0.0209	6.85	-1
569	9575	935.47995	180180.2	0.0601	2.03	-1
570	9575	935.50698	446211.1	0.0273	5.04	-1
571	9575	935.80062	231004.8	0.0349	2.61	-1
572	9575	935.96713	255520.4	0.0225	2.88	-1
573	9575	936.02045	1230674	0.0204	13.89	38
574	9575	936.13069	552050.8	0.024	6.23	28
575	9575	936.22068	382270.1	0.0225	4.31	-1
576	9575	936.46454	1292132	0.0232	14.58	28
577	9575	936.52162	1143750	0.0211	12.91	38
578	9575	936.71889	279789.4	0.0204	3.16	-1
579	9575	936.79942	920344.8	0.0219	10.39	28
580	9575	937.02183	579333.1	0.0233	6.54	38
581	9575	937.13211	377145.6	0.0212	4.26	28
582	9575	937.52342	460742.8	0.0241	5.2	38
583	9575	938.15623	214203	0.0257	2.42	-1
584	9575	938.92535	210196.9	0.0197	2.37	-1
585	9575	938.95423	224114.1	0.0227	2.53	-1
586	9575	942.14099	250168.8	0.0282	2.82	-1
587	9575	942.99253	377650.5	0.0275	4.26	-1
588	9575	945.99136	680291.4	0.0221	7.68	81
589	9575	946.46112	215303	0.0622	2.43	-1
590	9575	946.49382	586650	0.0209	6.62	81
591	9575	946.96566	261643.3	0.0568	2.95	-1
592	9575	946.99504	520849.6	0.0229	5.88	81
593	9575	948.50036	181608.6	0.0271	2.05	-1
594	9575	949.16028	259529.9	0.0226	2.93	-1
595	9575	951.77358	331827	0.0203	3.75	121
596	9575	952.11014	333327	0.0203	3.76	121
597	9575	952.44508	517529.8	0.0205	5.84	121
598	9575	953.95129	1443888	0.0223	16.3	54
599	9575	954.45402	823135.6	0.0214	9.29	54
600	9575	954.95457	872673.9	0.0234	9.85	54
601	9575	955.45735	290902.2	0.0314	3.28	54
602	9575	955.52912	1148013	0.0228	12.96	36
603	9575	956.03169	1223552	0.0225	13.81	36
604	9575	956.53276	686325.2	0.0234	7.75	36
605	9575	957.46883	187390.8	0.0289	2.11	-1
606	9575	959.51556	181084.5	0.0212	2.04	-1
607	9575	959.78605	1397922	0.0227	15.78	11
608	9575	959.81594	323246.3	0.063	3.65	-1
609	9575	960.1199	2146742	0.0217	24.23	11
610	9575	960.14607	299681.8	0.0619	3.38	-1
611	9575	960.45372	2483306	0.0214	28.03	11
612	9575	960.78813	1308067	0.0232	14.76	11
613	9575	961.12229	687812.1	0.022	7.76	11
614	9575	961.45934	298349	0.0242	3.37	11
615	9575	961.56646	238227.3	0.0226	2.69	-1
616	9575	961.62868	254507.7	0.0248	2.87	-1
617	9575	962.58813	288175.3	0.0267	3.25	-1
618	9575	963.59316	177899.6	0.0265	2.01	-1
619	9575	966.99937	630681.5	0.0244	7.12	68
620	9575	967.24633	834263.1	0.0235	9.42	68
621	9575	967.49698	721318.8	0.0264	8.14	68
622	9575	967.7506	369588.8	0.0205	4.17	68
623	9575	967.99649	353980.8	0.0254	4	68
624	9575	978.94163	344649.7	0.0236	3.89	123
625	9575	979.19112	588079.1	0.0247	6.64	123
626	9575	979.44162	328916.2	0.0226	3.71	123
627	9575	979.69242	212834.9	0.0239	2.4	123
628	9575	984.05262	373414.6	0.025	4.21	-1
629	9575	984.55515	333953.9	0.0246	3.77	-1
630	9575	989.00562	608352.4	0.0222	6.87	62
631	9575	989.50711	745632.2	0.0224	8.42	62
632	9575	989.75829	216414.8	0.0213	2.44	102
633	9575	990.0106	351271.3	0.0222	3.96	62
634	9575	990.09626	433998.8	0.0219	4.9	102
635	9575	990.42563	631833.6	0.0236	7.13	102
636	9575	992.1531	301006.1	0.0204	3.4	131
637	9575	992.50339	203559.6	0.026	2.3	-1
638	9575	993.15406	235602.3	0.0207	2.66	131
639	9575	997.58851	287596.1	0.0245	3.25	-1
640	9575	1000.0041	381418.9	0.024	4.3	97
641	9575	1000.50417	465950.1	0.0362	5.26	97
642	9575	1001.00903	449427.2	0.0214	5.07	97
643	9575	1002.18653	185646.7	0.0245	2.1	-1
644	9575	1002.5232	252813.3	0.0232	2.85	-1
645	9575	1002.85616	272846.1	0.0236	3.08	-1
646	9575	1002.99885	1290720	0.023	14.57	42
647	9575	1003.50141	1025342	0.0266	11.57	42
648	9575	1004.00275	546591.8	0.0269	6.17	42
649	9575	1004.45786	195505.3	0.0263	2.21	-1
650	9575	1004.50672	317706.6	0.034	3.59	42
651	9575	1005.02656	349314	0.0245	3.94	-1
652	9575	1005.52696	602082	0.0231	6.8	-1
653	9575	1006.02812	250928.6	0.0264	2.83	-1
654	9575	1006.20371	372931.7	0.0217	4.21	78
655	9575	1006.53758	593059.6	0.0284	6.69	78
656	9575	1006.87378	607709.8	0.0247	6.86	78
657	9575	1007.20829	392164	0.022	4.43	78
658	9575	1007.54332	188032.2	0.0228	2.12	78
659	9575	1008.53955	251813.2	0.0208	2.84	-1
660	9575	1010.99085	280440.4	0.0236	3.17	-1
661	9575	1011.47959	236616.4	0.0344	2.67	150
662	9575	1012.48577	258676.4	0.0276	2.92	150
663	9575	1013.52188	203264.4	0.0255	2.29	-1
664	9575	1013.9947	188028	0.0264	2.12	-1
665	9575	1015.17937	226246.9	0.0319	2.55	-1
666	9575	1017.55807	1476019	0.0243	16.66	25
667	9575	1018.02343	226423.8	0.0358	2.56	-1
668	9575	1018.56095	1014904	0.025	11.45	25
669	9575	1019.56448	182583.8	0.0263	2.06	25
670	9575	1021.18599	251146.4	0.0232	2.83	-1
671	9575	1021.52879	220106	0.0243	2.48	-1
672	9575	1026.55249	383500.2	0.0331	4.33	157
673	9575	1026.88706	198707.2	0.0224	2.24	157
674	9575	1027.09628	184767.3	0.0218	2.09	-1
675	9575	1027.84297	207726.1	0.0261	2.34	-1
676	9575	1028.48599	203308.8	0.0383	2.29	-1
677	9575	1031.84689	223515.2	0.0288	2.52	136
678	9575	1032.18718	270337.8	0.0304	3.05	136
679	9575	1041.19965	179238.7	0.0282	2.02	-1
680	9575	1042.48725	231909.7	0.0219	2.62	-1
681	9575	1042.82651	221894.4	0.0277	2.5	-1
682	9575	1044.53158	179917.7	0.0273	2.03	-1
683	9575	1045.02545	413962.7	0.0279	4.67	90
684	9575	1045.274	595197.7	0.0246	6.72	90
685	9575	1045.5269	523490.1	0.0241	5.91	90
686	9575	1045.7792	230384.4	0.0303	2.6	90
687	9575	1049.51894	422415.1	0.0371	4.77	-1
688	9575	1050.02342	475012.6	0.0259	5.36	-1
689	9575	1052.53091	278689.6	0.0279	3.15	-1
690	9575	1053.03487	337120.5	0.025	3.8	-1
691	9575	1057.49527	201813.6	0.024	2.28	-1
692	9575	1058.01905	203663.8	0.0262	2.3	-1
693	9575	1058.16382	209115.3	0.0238	2.36	-1
694	9575	1058.26936	295172.4	0.0258	3.33	-1
695	9575	1058.56372	976680.4	0.0255	11.02	35
696	9575	1059.06478	1241038	0.0262	14.01	35
697	9575	1059.56572	693205.2	0.0248	7.82	35
698	9575	1060.06946	205494.5	0.0249	2.32	35
699	9575	1062.50711	221876.8	0.0258	2.5	126
700	9575	1062.83785	324846.1	0.0266	3.67	126
701	9575	1063.17885	329797.4	0.0301	3.72	126
702	9575	1063.50956	264259.7	0.0296	2.98	126
703	9575	1066.49954	180721.3	0.0277	2.04	117
704	9575	1066.82551	343885.4	0.0272	3.88	117
705	9575	1067.16357	356011.8	0.0245	4.02	117
706	9575	1071.4957	370340.5	0.0245	4.18	-1
707	9575	1074.05814	193142.5	0.0231	2.18	-1
708	9575	1077.52462	180634.7	0.0281	2.04	-1
709	9575	1080.46609	307352.7	0.0278	3.47	130
710	9575	1081.47201	239264.3	0.0253	2.7	130
711	9575	1082.6046	737772.8	0.0291	8.33	56
712	9575	1083.10607	795530.5	0.0258	8.98	56
713	9575	1083.60533	691688.3	0.0252	7.81	56
714	9575	1085.5476	202468.5	0.0256	2.29	-1
715	9575	1087.09383	213842.5	0.023	2.41	-1
716	9575	1087.59449	240062.1	0.0283	2.71	-1
717	9575	1090.04228	303407.1	0.0259	3.42	-1
718	9575	1092.86367	184573.2	0.0262	2.08	-1
719	9575	1094.54101	192631.7	0.0614	2.17	-1
720	9575	1095.04248	375322.8	0.0269	4.24	-1
721	9575	1099.61423	270614.7	0.0292	3.05	-1
722	9575	1103.07094	183199.3	0.0262	2.07	-1
723	9575	1104.57143	1739460	0.0278	19.63	18
724	9575	1105.22527	329732.4	0.0273	3.72	-1
725	9575	1105.57689	590010.3	0.0241	6.66	18
726	9575	1105.89956	285226.1	0.0302	3.22	-1
727	9575	1109.27602	213934.1	0.0283	2.41	-1
728	9575	1110.50834	1434740	0.0293	16.19	23
729	9575	1111.00914	1522579	0.0279	17.18	23
730	9575	1111.51184	779219	0.0267	8.79	23
731	9575	1112.01343	494830.7	0.0299	5.58	23
732	9575	1112.53379	198181.9	0.0495	2.24	-1
733	9575	1113.91569	299519.5	0.0247	3.38	103
734	9575	1113.98338	195682.3	0.0266	2.21	-1
735	9575	1114.24917	419274.8	0.0279	4.73	103
736	9575	1114.48346	270169.3	0.0308	3.05	-1
737	9575	1114.58793	180002.3	0.0438	2.03	103
738	9575	1115.48313	240233.5	0.0275	2.71	-1
739	9575	1121.09105	565556.4	0.0319	6.38	83
740	9575	1121.59522	347350.4	0.0293	3.92	-1
741	9575	1122.09877	190084.2	0.0274	2.15	83
742	9575	1130.52235	351674.3	0.0299	3.97	-1
743	9575	1130.86049	187205.5	0.0244	2.11	-1
744	9575	1131.60167	318281.2	0.0258	3.59	-1
745	9575	1135.05238	274981.1	0.0284	3.1	-1
746	9575	1135.5531	215177.2	0.0288	2.43	-1
747	9575	1137.59586	190966.3	0.0429	2.16	-1
748	9575	1140.24655	252210.8	0.03	2.85	-1
749	9575	1143.24003	202072.8	0.0312	2.28	-1
750	9575	1145.03893	337872.8	0.0292	3.81	-1
751	9575	1145.28283	192453.9	0.0294	2.17	-1
752	9575	1149.22857	238287.7	0.0282	2.69	149
753	9575	1149.56547	199314	0.0293	2.25	149
754	9575	1150.26584	439417.3	0.0317	4.96	-1
755	9575	1151.56981	310722.4	0.0625	3.51	95
756	9575	1151.59939	381784.5	0.0582	4.31	-1
757	9575	1152.06755	474295.3	0.0538	5.35	95
758	9575	1152.09403	300017.6	0.0641	3.39	-1
759	9575	1152.57164	383204.6	0.0364	4.32	95
760	9575	1162.59235	198121.3	0.0215	2.24	-1
761	9575	1163.08947	406225.4	0.0323	4.58	-1
762	9575	1163.90655	182360.6	0.0277	2.06	-1
763	9575	1165.06797	273522.1	0.0322	3.09	-1
764	9575	1165.56609	303334.2	0.0309	3.42	-1
765	9575	1178.63183	241780.1	0.0294	2.73	-1
766	9575	1184.93859	187892.8	0.0355	2.12	158
767	9575	1185.15759	213785.8	0.0296	2.41	-1
768	9575	1185.9439	207246	0.0344	2.34	158
769	9575	1189.57386	2132091	0.0306	24.06	6
770	9575	1190.07526	3691033	0.0302	41.66	6
771	9575	1190.57542	1675102	0.0323	18.91	6
772	9575	1191.07869	783334	0.031	8.84	6
773	9575	1191.57885	397437.3	0.0311	4.49	6
774	9575	1194.18486	202472.4	0.0377	2.29	-1
775	9575	1207.05793	356107	0.0306	4.02	104
776	9575	1207.56159	414823.7	0.0316	4.68	104
777	9575	1208.06244	311060.9	0.028	3.51	104
778	9575	1208.1062	1461375	0.0307	16.49	12
779	9575	1208.60894	2013947	0.0314	22.73	12
780	9575	1209.10903	1102751	0.0304	12.45	12
781	9575	1209.6124	561868	0.0321	6.34	12
782	9575	1210.10686	185862.2	0.0306	2.1	12
783	9575	1214.94814	548811.7	0.036	6.19	50
784	9575	1215.28445	493308	0.032	5.57	50
785	9575	1215.61874	860523.2	0.0318	9.71	50
786	9575	1215.95395	596054.6	0.037	6.73	50
787	9575	1216.28515	450244.7	0.0339	5.08	50
788	9575	1232.14808	207040.3	0.0318	2.34	-1
789	9575	1237.61055	204381	0.0449	2.31	-1
790	9575	1244.12826	1137692	0.0338	12.84	43
791	9575	1244.62824	998656.6	0.036	11.27	43
792	9575	1245.12921	1068781	0.0357	12.06	43
793	9575	1245.63009	458907.8	0.0346	5.18	43
794	9575	1258.08833	280106.8	0.0328	3.16	19
795	9575	1258.33426	866470.3	0.0341	9.78	19
796	9575	1258.58693	1837169	0.0324	20.73	19
797	9575	1258.83829	1708004	0.0329	19.28	19
798	9575	1259.08658	1558721	0.0327	17.59	19
799	9575	1259.34007	374185.4	0.0281	4.22	19
800	9575	1259.58851	579230.8	0.0361	6.54	19
801	9575	1259.84433	191459.5	0.0381	2.16	19
802	9575	1265.67541	274283.3	0.0379	3.1	89
803	9575	1266.1838	524241.6	0.0343	5.92	89
804	9575	1266.6893	282505.9	0.0668	3.19	89
805	9575	1267.14452	429342.1	0.033	4.85	-1
806	9575	1267.64205	316590	0.0326	3.57	-1
807	9575	1268.14904	359375.2	0.0345	4.06	-1
808	9575	1268.64822	211235.9	0.0333	2.38	-1
809	9575	1273.61496	290567.4	0.0319	3.28	133
810	9575	1274.11558	287112	0.0307	3.24	-1
811	9575	1274.62533	213861.3	0.0322	2.41	133
812	9575	1276.12442	302462.8	0.0397	3.41	86
813	9575	1276.62476	532411.8	0.0332	6.01	86
814	9575	1277.13113	229799.7	0.0331	2.59	86
815	9575	1289.32986	222064.7	0.0581	2.51	-1
816	9575	1303.18491	256033.4	0.0382	2.89	147
817	9575	1303.68393	246141.8	0.0351	2.78	147
818	9575	1304.19254	177807.7	0.0345	2.01	147
819	9575	1314.15622	225480.9	0.0309	2.54	-1
820	9575	1314.65342	316855.7	0.0384	3.58	-1
821	9575	1324.17022	326249.8	0.0405	3.68	-1
822	9575	1356.61002	231749.5	0.0386	2.62	-1
823	9575	1367.20178	273666.3	0.0387	3.09	-1
824	9575	1367.70358	195035.9	0.0424	2.2	-1
825	9575	1397.68923	243362.3	0.0403	2.75	-1
826	9575	1403.69041	484086.5	0.0411	5.46	69
827	9575	1404.19391	693723.4	0.045	7.83	69
828	9575	1404.69332	593331.3	0.0424	6.7	69
829	9575	1427.16071	198722	0.0377	2.24	156
830	9575	1427.6596	180679.4	0.0344	2.04	-1
831	9575	1428.16709	192039.8	0.0393	2.17	156
832	9575	1484.13475	423690.9	0.0417	4.78	74
833	9575	1484.63912	638988.7	0.0403	7.21	74
834	9575	1485.1404	275119.3	0.0541	3.11	74
835	9575	1485.63953	402428.3	0.0444	4.54	74
836	9575	1486.14083	205445.7	0.0471	2.32	74
837	9575	1558.82188	375911.4	0.0473	4.24	-1
838	9575	1561.79551	185702.5	0.0454	2.1	-1
839	9575	1685.88531	213070.2	0.07	2.4	-1
840	9575	1810.47884	198089.5	0.085	2.24	-1
