peak_index	scan_num	mz	intensity	fwhm	signal_noise	MSFeatureID
98	9575	661.33559	235238.3	0.0148	2.65	128
99	9575	661.66875	319824.4	0.0105	3.61	128
100	9575	662.00584	268706.4	0.012	3.03	128
101	9575	662.86355	602414.1	0.0129	6.8	76
102	9575	663.36479	492677.1	0.0156	5.56	76
103	9575	666.11102	206182.8	0.0132	2.33	-1
104	9575	666.3608	291279.2	0.0135	3.29	-1
105	9575	667.3381	189329.5	0.0187	2.14	-1
106	9575	669.00206	559052.6	0.0133	6.31	-1
107	9575	669.33628	608770.1	0.0137	6.87	-1
108	9575	670.80871	1286829	0.0127	14.52	30
109	9575	671.3105	695868.1	0.0134	7.85	30
110	9575	671.43168	197765.7	0.0141	2.23	-1
111	9575	671.8109	200083.4	0.0145	2.26	30
112	9575	673.89144	230681.5	0.0134	2.6	-1
113	9575	675.07064	1452916	0.0132	16.4	24
114	9575	675.40486	1505951	0.0134	17	24
115	9575	675.68059	756520.3	0.0128	8.54	77
116	9575	675.7401	862093.4	0.0128	9.73	24
117	9575	676.01516	595051.1	0.0127	6.72	77
118	9575	676.07347	321033.5	0.015	3.62	24
119	9575	676.34894	295182.9	0.0135	3.33	77
120	9575	676.407	199018.6	0.0132	2.25	24
121	9575	679.82804	349492.1	0.0115	3.94	96
122	9575	680.07831	472783.2	0.0138	5.34	96
123	9575	680.32792	431635.2	0.012	4.87	96
124	9575	680.6064	186934.8	0.0123	2.11	-1
125	9575	681.84567	214871.6	0.0149	2.43	110
126	9575	682.09541	369310.8	0.014	4.17	110
127	9575	682.34544	279871.2	0.0191	3.16	110
128	9575	682.59697	194230.8	0.0134	2.19	110
129	9575	683.4312	368649.4	0.0132	4.16	-1
130	9575	683.85205	675976.2	0.0128	7.63	13
131	9575	684.10331	2008073	0.0138	22.66	13
132	9575	684.35471	1216737	0.0138	13.73	13
133	9575	684.60493	898638.5	0.013	10.14	13
134	9575	684.85418	580356.1	0.0146	6.55	13
135	9575	685.0655	919029.2	0.0143	10.37	49
136	9575	685.39949	861088.6	0.0135	9.72	49
137	9575	685.73367	529775.9	0.0133	5.98	49
138	9575	686.06729	208832.5	0.013	2.36	49
139	9575	687.42496	324327.5	0.0125	3.66	127
140	9575	688.00643	198370	0.0139	2.24	-1
141	9575	688.35261	443095.1	0.0126	5	101
142	9575	688.43032	181933.3	0.0122	2.05	127
143	9575	688.85489	543898.6	0.0132	6.14	101
144	9575	696.3651	273821.8	0.0158	3.09	-1
145	9575	696.69408	214192.7	0.0131	2.42	-1
146	9575	696.95848	240841.7	0.0117	2.72	-1
147	9575	697.35882	271933.7	0.0134	3.07	-1
148	9575	699.34902	238949	0.0141	2.7	148
149	9575	699.84979	199727.4	0.0157	2.25	148
150	9575	700.38583	246569.2	0.0162	2.78	-1
151	9575	700.8637	252003.5	0.0153	2.84	-1
152	9575	701.05695	205875.1	0.0175	2.32	-1
153	9575	701.61251	241528.8	0.0167	2.73	144
154	9575	701.86193	256210.7	0.0125	2.89	144
155	9575	702.11358	193168.4	0.0157	2.18	144
156	9575	702.87937	296793	0.0165	3.35	-1
157	9575	706.0454	478506.7	0.0161	5.4	143
158	9575	706.38005	256564.1	0.0305	2.9	143
159	9575	706.39631	195911.5	0.0337	2.21	-1
160	9575	706.71354	196473.4	0.03	2.22	143
161	9575	707.90817	932559.3	0.0148	10.53	46
162	9575	708.32643	281922.6	0.0135	3.18	134
163	9575	708.40998	482267	0.0149	5.44	46
164	9575	708.82735	226276.4	0.0164	2.55	134
165	9575	708.90937	226292.7	0.0139	2.55	46
166	9575	711.56548	352050.2	0.0136	3.97	-1
167	9575	711.76646	518424.9	0.0148	5.85	-1
168	9575	712.08729	239314.3	0.0125	2.7	-1
169	9575	712.12082	194696.7	0.014	2.2	-1
170	9575	712.371	216036.9	0.0167	2.44	151
171	9575	712.58939	351379.1	0.0128	3.97	-1
172	9575	713.12024	276052.2	0.0172	3.12	-1
173	9575	713.37151	188734.3	0.0134	2.13	151
174	9575	714.39229	252220.4	0.012	2.85	142
175	9575	714.72668	256997.2	0.0151	2.9	142
176	9575	716.03987	607748.9	0.0134	6.86	47
177	9575	716.37387	909045.9	0.0134	10.26	47
178	9575	716.70774	481289.4	0.0134	5.43	47
179	9575	717.06581	249810	0.0144	2.82	-1
180	9575	717.3434	223137.6	0.0129	2.52	-1
181	9575	719.78514	179157	0.0149	2.02	-1
182	9575	719.8649	204131	0.0126	2.3	154
183	9575	720.09134	3214241	0.015	36.28	2
184	9575	720.1101	351759	0.0411	3.97	-1
185	9575	720.19536	295056.8	0.0147	3.33	-1
186	9575	720.34193	5164838	0.0147	58.29	2
187	9575	720.36886	240423.3	0.0504	2.71	154
188	9575	720.59286	3884268	0.0144	43.84	2
189	9575	720.84322	2500128	0.0146	28.22	2
190	9575	721.09385	798571.9	0.0128	9.01	2
191	9575	721.34392	522359.4	0.0157	5.9	2
192	9575	721.59432	278471.6	0.0128	3.14	2
193	9575	722.07185	494480.8	0.0156	5.58	65
194	9575	722.4056	736079.3	0.0145	8.31	65
195	9575	722.74091	491921.5	0.0139	5.55	65
196	9575	725.37559	219561.2	0.023	2.48	-1
197	9575	725.70819	219203.3	0.0162	2.47	-1
198	9575	726.36128	848803.4	0.0142	9.58	55
199	9575	726.69581	820311.6	0.0146	9.26	55
200	9575	726.76251	265955.4	0.0186	3	100
201	9575	727.03018	577522.1	0.0149	6.52	55
202	9575	727.09353	453519.9	0.0156	5.12	100
203	9575	727.36517	195364.9	0.012	2.2	55
204	9575	727.42899	226807.2	0.0136	2.56	100
205	9575	727.60058	262354	0.0143	2.96	-1
206	9575	727.85065	287650.4	0.0127	3.25	-1
207	9575	728.10045	294944.1	0.0146	3.33	99
208	9575	728.59795	236250.2	0.0153	2.67	-1
209	9575	728.86392	191901	0.0127	2.17	-1
210	9575	729.37222	916025.4	0.0135	10.34	14
211	9575	729.57278	2206055	0.0151	24.9	14
212	9575	729.77282	1951479	0.0155	22.02	14
213	9575	729.97438	1800350	0.0145	20.32	14
214	9575	730.17409	1192990	0.0151	13.46	14
215	9575	730.37595	386482.2	0.018	4.36	14
216	9575	730.39829	214908.1	0.0227	2.43	152
217	9575	730.40248	211559.5	0.0228	2.39	-1
218	9575	730.57575	245135	0.0136	2.77	14
219	9575	730.90046	389762.9	0.0141	4.4	152
220	9575	731.40036	265536.3	0.0167	3	152
221	9575	735.40025	360626.3	0.0207	4.07	-1
222	9575	746.37768	445738.2	0.0172	5.03	94
223	9575	746.71216	474440.6	0.0145	5.35	94
224	9575	747.04654	385862.4	0.0171	4.35	94
225	9575	747.13514	326657.2	0.0149	3.69	-1
226	9575	747.37891	433291	0.0165	4.89	94
227	9575	747.73162	996532.3	0.0155	11.25	34
228	9575	748.06658	1244875	0.0156	14.05	34
229	9575	748.40201	357815.4	0.0132	4.04	34
230	9575	748.73393	424613.1	0.0154	4.79	34
231	9575	748.92398	233378.7	0.0142	2.63	118
232	9575	749.1764	340506.4	0.0163	3.84	118
233	9575	749.37583	287937.7	0.0181	3.25	-1
234	9575	749.42474	369903.7	0.0157	4.17	118
235	9575	749.77917	177321.7	0.0154	2	-1
236	9575	751.38675	469594.4	0.0183	5.3	-1
237	9575	751.72134	308892.8	0.0144	3.49	-1
238	9575	751.89263	581035.1	0.0162	6.56	32
239	9575	752.05461	239173.5	0.018	2.7	-1
240	9575	752.14372	1257344	0.0152	14.19	32
241	9575	752.39457	910752.5	0.0143	10.28	32
242	9575	752.64458	370394.2	0.0146	4.18	32
243	9575	752.89562	285909.8	0.0152	3.23	32
244	9575	755.04273	198765.4	0.0153	2.24	-1
245	9575	755.40409	181734.4	0.0159	2.05	159
246	9575	755.90699	198459.6	0.0119	2.24	159
247	9575	756.04915	193425.6	0.018	2.18	-1
248	9575	757.03848	500819.4	0.017	5.65	98
249	9575	757.37468	463295.1	0.0155	5.23	98
250	9575	757.70556	298096.3	0.0214	3.36	98
251	9575	759.21492	195611.1	0.0199	2.21	-1
252	9575	760.39701	308363	0.0146	3.48	105
253	9575	760.73497	413136.3	0.017	4.66	105
254	9575	761.06941	339418.7	0.0182	3.83	105
255	9575	763.69297	259687.6	0.0171	2.93	140
256	9575	763.85938	224183.9	0.013	2.53	140
257	9575	763.9217	2510050	0.0159	28.33	9
258	9575	764.3467	201872.5	0.0148	2.28	-1
259	9575	764.4232	2410024	0.0158	27.2	9
260	9575	764.92502	987835.6	0.0157	11.15	9
261	9575	765.42658	601693.4	0.0159	6.79	9
262	9575	766.14238	210064.5	0.0149	2.37	-1
263	9575	767.88876	211880.8	0.018	2.39	-1
264	9575	768.04639	1081175	0.0154	12.2	33
265	9575	768.38077	1254095	0.0148	14.15	33
266	9575	768.71471	435340.2	0.0189	4.91	33
267	9575	769.04939	453971.4	0.0159	5.12	33
268	9575	769.91695	268014.9	0.0171	3.02	48
269	9575	770.16543	890032.9	0.0155	10.05	48
270	9575	770.41614	762147.4	0.0164	8.6	48
271	9575	770.66806	649635.2	0.0176	7.33	48
272	9575	770.91744	249124.3	0.0128	2.81	48
273	9575	770.94774	332968.4	0.0151	3.76	-1
274	9575	771.10382	192565	0.0171	2.17	-1
275	9575	771.38138	278834	0.0142	3.15	-1
276	9575	771.4506	255923.5	0.0128	2.89	-1
277	9575	771.6308	215776.7	0.0151	2.44	-1
278	9575	771.88269	210459.6	0.0149	2.38	-1
279	9575	772.38188	779355.1	0.0162	8.8	60
280	9575	772.88373	433002.2	0.0165	4.89	60
281	9575	773.38196	182873.4	0.0257	2.06	60
282	9575	773.39329	296598.4	0.0214	3.35	-1
283	9575	773.89502	350820.3	0.014	3.96	-1
284	9575	774.39258	281660.2	0.0167	3.18	-1
285	9575	774.62501	234952	0.0152	2.65	-1
286	9575	774.87629	269318.7	0.017	3.04	-1
287	9575	775.3948	1174783	0.0159	13.26	21
288	9575	775.72939	1650584	0.0161	18.63	21
289	9575	776.06345	1078017	0.0163	12.17	21
290	9575	776.3975	424220	0.016	4.79	21
291	9575	777.42371	324812.1	0.016	3.67	-1
292	9575	779.08059	236758.1	0.0161	2.67	-1
293	9575	779.90593	231135.2	0.0222	2.61	-1
294	9575	780.15728	253460.3	0.0198	2.86	-1
295	9575	780.38983	189742.5	0.0145	2.14	-1
296	9575	780.77232	211189	0.0138	2.38	-1
297	9575	780.89762	677266.1	0.016	7.64	72
298	9575	781.15049	348582.7	0.0174	3.93	116
299	9575	781.40058	885518.2	0.0158	9.99	72
300	9575	781.42758	269762.5	0.0166	3.04	-1
301	9575	781.65194	213021.5	0.0155	2.4	116
302	9575	781.89755	230838.6	0.0152	2.61	72
303	9575	782.42142	380495.4	0.0169	4.29	107
304	9575	782.87441	237289.1	0.0175	2.68	-1
305	9575	782.92336	348024.9	0.0189	3.93	107
306	9575	783.11406	187829.3	0.0166	2.12	-1
307	9575	783.15028	298442.6	0.0151	3.37	63
308	9575	783.35331	592698.7	0.0168	6.69	79
309	9575	783.55403	737558.4	0.0165	8.32	63
310	9575	783.7536	603806.7	0.0172	6.81	63
311	9575	783.95513	243434.7	0.0159	2.75	63
312	9575	784.35621	189104.5	0.0151	2.13	79
313	9575	784.91983	193632.6	0.0133	2.19	-1
314	9575	787.15886	237662.3	0.0159	2.68	-1
315	9575	788.38956	207375.8	0.0147	2.34	-1
316	9575	790.10439	296709	0.0149	3.35	119
317	9575	790.13191	178623.2	0.0243	2.02	-1
318	9575	790.43976	339573.8	0.0162	3.83	119
319	9575	790.77103	214015	0.0189	2.42	119
320	9575	793.38427	761288.9	0.0165	8.59	40
321	9575	793.71846	1062391	0.0169	11.99	40
322	9575	794.05343	711796.4	0.0175	8.03	40
323	9575	794.38359	289597.7	0.0159	3.27	40
324	9575	794.64895	233388.3	0.016	2.63	-1
325	9575	794.72175	272203.6	0.0183	3.07	40
326	9575	795.8763	261251.8	0.0178	2.95	-1
327	9575	796.1256	923112	0.0166	10.42	41
328	9575	796.34499	189450.2	0.0174	2.14	-1
329	9575	796.45983	1058745	0.0172	11.95	41
330	9575	796.79401	924652.9	0.0172	10.44	41
331	9575	797.12829	378993.6	0.0175	4.28	41
332	9575	800.11967	327570.9	0.0192	3.7	124
333	9575	800.37291	276808.8	0.017	3.12	-1
334	9575	800.62207	364276.3	0.0171	4.11	124
335	9575	801.38934	278894.7	0.0153	3.15	112
336	9575	801.72517	368798.7	0.0165	4.16	112
337	9575	802.05871	355312.3	0.0181	4.01	112
338	9575	802.38794	326637.8	0.0178	3.69	112
339	9575	805.0419	245537.8	0.0156	2.77	-1
340	9575	805.73921	518131.3	0.0169	5.85	71
341	9575	806.07426	684714.3	0.0173	7.73	71
342	9575	806.41035	397522	0.0186	4.49	71
343	9575	806.74496	186547.6	0.031	2.11	71
344	9575	809.42445	209009.9	0.0183	2.36	-1
345	9575	810.03838	289998	0.0149	3.27	67
346	9575	810.37303	724451.1	0.0181	8.18	67
347	9575	810.70779	212647.2	0.0188	2.4	67
348	9575	810.73721	537538.5	0.0176	6.07	85
349	9575	811.07149	598630.3	0.0167	6.76	-1
350	9575	811.11058	333743.1	0.0142	3.77	92
351	9575	811.38229	185736.2	0.0867	2.1	66
352	9575	811.41911	394437	0.0301	4.45	-1
353	9575	811.44414	488531.8	0.0186	5.51	92
354	9575	811.7417	280837.9	0.0155	3.17	85
355	9575	811.77898	328741.3	0.0163	3.71	92
356	9575	811.83172	210456.5	0.0196	2.38	-1
357	9575	811.97842	239110.9	0.0191	2.7	-1
358	9575	812.11815	301691.5	0.0202	3.4	92
359	9575	812.40302	178716	0.0146	2.02	-1
360	9575	812.43089	298560.1	0.0197	3.37	114
361	9575	812.76462	362022.5	0.019	4.09	114
362	9575	813.09906	251007.6	0.0164	2.83	114
363	9575	813.43193	198134	0.015	2.24	114
364	9575	815.46684	204559.4	0.018	2.31	-1
365	9575	819.39734	206386.3	0.0261	2.33	153
366	9575	819.89613	222244.4	0.0145	2.51	153
367	9575	821.39303	267414.2	0.0162	3.02	137
368	9575	821.89213	246357.9	0.023	2.78	137
369	9575	825.2048	255459.2	0.0305	2.88	-1
370	9575	825.74432	242254.5	0.0163	2.73	-1
371	9575	826.48916	1.124682E+07	0.0181	126.93	0
372	9575	826.74796	339617.7	0.0179	3.83	-1
373	9575	827.49257	4697099	0.0176	53.01	0
374	9575	828.49594	1316700	0.0177	14.86	0
375	9575	828.92145	343720.2	0.0183	3.88	59
376	9575	829.17127	789380.1	0.0181	8.91	59
377	9575	829.40118	206695.3	0.0484	2.33	-1
378	9575	829.42453	682876.6	0.019	7.71	59
379	9575	829.498	203932.8	0.017	2.3	0
380	9575	829.67123	238707	0.0234	2.69	59
381	9575	829.75405	792327.4	0.0174	8.94	57
382	9575	829.77949	732827.4	0.0184	8.27	-1
383	9575	829.92166	181947.4	0.0163	2.05	59
384	9575	830.08765	843123.8	0.02	9.52	57
385	9575	830.11556	879691.3	0.0155	9.93	-1
386	9575	830.16349	383200.7	0.0168	4.32	-1
387	9575	830.42372	721770.3	0.0459	8.15	57
388	9575	830.44956	632454.6	0.0477	7.14	-1
389	9575	830.66527	223688.9	0.0153	2.52	-1
390	9575	830.76345	365706.4	0.0466	4.13	57
391	9575	830.78346	566475	0.0401	6.39	-1
392	9575	831.71095	411196.9	0.02	4.64	80
393	9575	831.96218	589476	0.0213	6.65	80
394	9575	832.21293	883700.3	0.0175	9.97	80
395	9575	832.43713	200044.8	0.0155	2.26	-1
396	9575	832.4633	410132.4	0.02	4.63	80
397	9575	832.71544	240191.5	0.0177	2.71	80
398	9575	832.9404	231010.5	0.016	2.61	-1
399	9575	833.41616	178175.6	0.0485	2.01	-1
400	9575	833.44042	480226.5	0.0193	5.42	93
401	9575	833.94296	392492.4	0.0182	4.43	93
402	9575	834.45161	218647.7	0.0169	2.47	-1
403	9575	835.44038	532223.9	0.0196	6.01	16
404	9575	835.68828	1768607	0.0177	19.96	16
405	9575	835.74857	219499.1	0.0178	2.48	-1
406	9575	835.93988	1353937	0.0177	15.28	16
407	9575	836.01872	472915.7	0.0193	5.34	73
408	9575	836.19097	1094011	0.0183	12.35	16
409	9575	836.22003	718067.1	0.0202	8.1	73
410	9575	836.42222	664581	0.0324	7.5	73
411	9575	836.62147	1034193	0.0187	11.67	73
412	9575	836.69219	269295.1	0.0204	3.04	15
413	9575	836.81878	370054.7	0.0182	4.18	73
414	9575	837.01997	328450.9	0.0196	3.71	73
415	9575	837.43736	262935.9	0.0185	2.97	138
416	9575	837.93896	192901.9	0.0158	2.18	138
417	9575	838.44422	258475.4	0.0193	2.92	138
418	9575	840.41745	193243.4	0.0343	2.18	-1
419	9575	842.11586	200807	0.0157	2.27	88
420	9575	842.44716	529087.9	0.0193	5.97	88
421	9575	842.78227	265146.1	0.0203	2.99	88
422	9575	843.12035	236129.3	0.0166	2.67	88
423	9575	843.22184	273150	0.0199	3.08	-1
424	9575	844.12323	2806655	0.0183	31.68	5
425	9575	844.45777	4113259	0.019	46.42	5
426	9575	844.79206	3110743	0.0186	35.11	5
427	9575	845.09809	268888	0.0197	3.03	-1
428	9575	845.12618	1900811	0.0188	21.45	5
429	9575	845.46001	648743.3	0.0175	7.32	5
430	9575	845.76726	240222.6	0.0156	2.71	-1
431	9575	847.8023	405666.9	0.0179	4.58	64
432	9575	847.94608	181375.6	0.0175	2.05	-1
433	9575	848.13801	737506.9	0.0182	8.32	64
434	9575	848.47212	420072.2	0.0175	4.74	64
435	9575	851.08605	1651449	0.019	18.64	8
436	9575	851.42036	2524070	0.0188	28.49	8
437	9575	851.75442	1645399	0.0185	18.57	8
438	9575	851.77786	334551.6	0.0493	3.78	-1
439	9575	852.08823	1019838	0.0203	11.51	8
440	9575	852.11606	245097.4	0.0554	2.77	-1
441	9575	852.42382	380890.3	0.0429	4.3	8
442	9575	852.44211	367500.7	0.0434	4.15	-1
443	9575	852.75563	303569.6	0.0461	3.43	8
444	9575	852.78071	415758.1	0.0421	4.69	-1
445	9575	852.92803	326803.5	0.0181	3.69	-1
446	9575	853.10719	249896.3	0.0251	2.82	-1
447	9575	853.12836	283370.8	0.0156	3.2	-1
448	9575	853.4308	276591.5	0.0192	3.12	-1
449	9575	853.45964	547779.3	0.0186	6.18	-1
450	9575	853.79306	497151.6	0.0175	5.61	-1
451	9575	854.42066	304514.5	0.0183	3.44	-1
452	9575	854.75763	419365.2	0.0189	4.73	-1
453	9575	855.41456	790777.3	0.0228	8.92	58
454	9575	855.43507	378712.8	0.0455	4.27	-1
455	9575	855.9183	681548.9	0.0216	7.69	58
456	9575	856.42054	307718	0.0176	3.47	58
457	9575	856.92186	238625.2	0.0203	2.69	58
458	9575	857.96396	405117.9	0.0193	4.57	106
459	9575	858.46666	350797.9	0.0161	3.96	106
460	9575	858.94542	529617.4	0.0203	5.98	87
461	9575	859.44624	433866.4	0.0231	4.9	87
462	9575	861.74529	240604.6	0.0249	2.72	-1
463	9575	861.94719	181641.5	0.0221	2.05	-1
464	9575	865.39475	3192280	0.0187	36.03	7
465	9575	865.45696	201825.8	0.0194	2.28	155
466	9575	865.89605	3216666	0.0185	36.3	7
467	9575	865.95825	298886.7	0.0187	3.37	155
468	9575	866.39684	1433423	0.0195	16.18	7
469	9575	866.89924	605238.9	0.0194	6.83	7
470	9575	867.43231	236442.5	0.0216	2.67	-1
471	9575	867.76254	182645.9	0.0226	2.06	-1
472	9575	869.12531	706044.3	0.0181	7.97	20
473	9575	869.46176	1660673	0.0197	18.74	20
474	9575	869.79571	700399.7	0.0187	7.9	20
475	9575	870.12963	448226.4	0.0196	5.06	20
476	9575	870.46327	311740.2	0.0199	3.52	20
477	9575	870.80022	177212.8	0.0171	2	20
478	9575	874.456	179792	0.0282	2.03	109
479	9575	874.78852	371055.6	0.0202	4.19	109
480	9575	875.12091	266180.5	0.019	3	109
481	9575	875.46101	394270.5	0.0286	4.45	109
482	9575	876.1078	188395.8	0.0229	2.13	-1
483	9575	876.44037	268971	0.0212	3.04	-1
484	9575	878.46382	181024.1	0.0201	2.04	-1
485	9575	878.69654	194009.3	0.0185	2.19	-1
486	9575	881.10449	295626.6	0.0229	3.34	-1
487	9575	881.93414	4933364	0.0192	55.68	4
488	9575	882.38878	192480	0.024	2.17	-1
489	9575	882.43571	5244793	0.0196	59.19	4
490	9575	882.78135	1268223	0.02	14.31	31
491	9575	882.93763	1662151	0.0194	18.76	4
492	9575	883.11661	1763045	0.0194	19.9	17
493	9575	883.43544	629037.2	0.0414	7.1	4
494	9575	883.45181	1349025	0.0204	15.23	-1
495	9575	883.50913	402460.7	0.0192	4.54	-1
496	9575	883.7834	581189.1	0.0192	6.56	31
497	9575	883.97438	218564.3	0.0212	2.47	-1
498	9575	884.11459	313345.5	0.0228	3.54	17
499	9575	884.45641	185158.5	0.0252	2.09	-1
500	9575	884.94723	1433322	0.0192	16.18	26
501	9575	885.44803	1088337	0.024	12.28	26
502	9575	885.76328	721898.8	0.0194	8.15	61
503	9575	885.94914	478977.3	0.018	5.41	26
504	9575	886.09747	768041.6	0.0195	8.67	61
505	9575	886.43172	591216.6	0.0244	6.67	61
506	9575	886.76488	370184	0.0208	4.18	61
507	9575	887.45297	246835.3	0.0167	2.79	113
508	9575	887.78574	365076.8	0.019	4.12	113
509	9575	888.11724	377042.7	0.0212	4.26	113
510	9575	888.45224	353853.5	0.0178	3.99	115
511	9575	888.95607	298903.7	0.0217	3.37	132
512	9575	889.2055	270349.2	0.0189	3.05	-1
513	9575	889.45512	261810.7	0.0264	2.95	115
514	9575	889.95756	381520.4	0.021	4.31	132
515	9575	893.00035	206186.4	0.0181	2.33	-1
516	9575	893.48584	196077.8	0.0243	2.21	-1
517	9575	893.8098	317536.4	0.0185	3.58	70
518	9575	893.98535	179299.6	0.0332	2.02	-1
519	9575	894.14238	690097.6	0.0193	7.79	70
520	9575	894.47556	492092.9	0.0203	5.55	91
521	9575	895.47791	202300.5	0.0189	2.28	91
522	9575	897.44713	297740.3	0.0233	3.36	-1
523	9575	899.48165	195039.8	0.0227	2.2	-1
524	9575	900.65477	281747.8	0.0202	3.18	-1
525	9575	905.13699	299373.2	0.0204	3.38	-1
526	9575	905.76532	215750	0.0184	2.44	-1
527	9575	906.10268	202074.4	0.0204	2.28	-1
528	9575	906.44129	195825.1	0.0173	2.21	-1
529	9575	907.10754	195510.3	0.0196	2.21	-1
530	9575	907.46177	189437.5	0.0388	2.14	-1
531	9575	908.82424	203995.4	0.0181	2.3	-1
532	9575	909.12797	326919.8	0.0207	3.69	-1
533	9575	910.47638	195601.2	0.0171	2.21	-1
534	9575	911.467	1545494	0.0204	17.44	10
535	9575	911.71478	1574346	0.0217	17.77	22
536	9575	911.80161	2399108	0.0203	27.08	10
537	9575	911.96557	1676507	0.0197	18.92	-1
