scan_num,charge,abundance,mz,fit,average_mw,monoisotopic_mw,mostabundant_mw,fwhm,signal_noise,mono_abundance,mono_plus2_abundance,flag,interference_score
6005,2,1505670,691.34843,0.0186,0,1380.6823,0,0.0133,100,1505670,390103,,0.29519
6005,2,1407051,791.88543,0.1152,0,1581.75631,0,0.0184,618.69,1407051,414406,,0.71543
6005,1,1369690,1197.6423,0.021,0,1196.63502,0,0.0322,100,1369690,365172,,0
6005,1,1358686,776.41502,0.034,0,775.40775,0,0.0165,12.86,1358686,0,,0.49357
6005,2,1310105,503.30492,0.046,0,1004.59529,0,0.0083,100,1310105,0,,0.51625
6005,1,1285942,1059.45894,0.0129,0,1058.45167,0,0.0252,100,1285942,0,,0.25253
6005,4,1281532,576.79649,0.0339,0,2303.15685,0,0.0105,100,1091919,811750,,0
6005,1,1252662,1007.44934,0.0693,0,1006.44207,0,0.0238,100,1252662,0,,0
6005,1,1243656,799.49966,0.0357,0,798.49238,0,0.017,100,1243656,0,,0
6005,3,1412483,557.9861,0.0791,0,1670.93648,0,0.0094,12.52,1236698,0,,0.28135
6005,3,1236180,554.95027,0.0307,0,1661.82898,0,0.0095,100,1236180,405541,,0.26976
6005,2,1219229,622.83742,0.0647,0,1243.66029,0,0.0118,100,1219229,0,,0.26234
6005,2,1218214,614.81828,0.0617,0,1227.622,0,0.0114,100,1218214,0,,0.17841
6005,1,1205816,961.54292,0.054,0,960.53565,0,0.0234,100,1205816,0,,0
6005,2,1163276,739.37611,0.0199,0,1476.73766,0,0.0148,100,1163276,354814,,0.42747
6005,2,1159768,674.366,0.0905,0,1346.71745,0,0.0124,100,1159768,0,,0
6005,3,1116065,768.72608,0.0577,0,2303.15642,0,0.0163,100,570485,720612,,0.47677
6005,2,1112026,609.30104,0.0717,0,1216.58753,0,0.0111,100,1112026,0,,0.19602
6005,2,1106944,767.84389,0.1108,0,1533.67323,0,0.016,100,1106944,381904,,0.30586
6005,2,1078714,780.90072,0.0622,0,1559.78688,0,0.0168,12.04,1078714,0,,0
6005,1,1075988,640.99361,0.02,0,639.98633,0,0.0131,100,1075988,0,,0.89363
6005,2,1068679,543.79761,0.0133,0,1085.58067,0,0.0092,12.43,1068679,0,,0.20121
6005,2,1044051,599.32424,0.0861,0,1196.63393,0,0.011,100,1044051,0,,0.79389
6005,1,1039634,742.44238,0.0154,0,741.43511,0,0.0152,100,1039634,0,,0.33397
6005,2,1026516,898.94507,0.0445,0,1795.87559,0,0.0194,100,1026516,384456,,0
6005,1,1005884,662.395,0.0068,0,661.38772,0,0.0126,100,1005884,0,,0.42502
6005,2,1001913,501.28138,0.0079,0,1000.54821,0,0.0081,100,1001913,0,,0
6005,2,993418,525.77054,0.0391,0,1049.52653,0,0.009,100,993418,0,,0
6005,2,1114874,933.94079,0.0205,0,1865.86703,0,0.021,13.91,1114874,587258,,0
6005,4,1154867,704.60669,0.0637,0,2814.39766,0,0.0146,100,741808,1154867,,0.12291
6005,2,1305872,1016.01149,0.0734,0,2030.00842,0,0.0234,100,1305872,541950,,0
6005,2,941849,550.01707,0.0727,0,1098.01959,0,0.009,100,941849,0,,0.29325
6005,3,903853,540.96695,0.0999,0,1619.87901,0,0.0096,100,903853,0,,0.19453
6005,2,883981,621.33135,0.0733,0,1240.64815,0,0.0118,10.91,883981,0,,0.45862
6005,3,1050055,613.31512,0.0451,0,1836.92352,0,0.0115,100,1050055,390283,,0.1888
6005,2,847212,597.29818,0.1025,0,1192.58181,0,0.0168,100,847212,0,,0
6005,2,828275,542.27362,0.0189,0,1082.53269,0,0.0098,4.06,828275,0,,0.31368
6005,2,817494,714.87383,0.0826,0,1427.73312,0,0.0145,100,817494,0,,0
6005,3,795812,680.02582,0.1716,0,2037.05562,0,0.0144,100,530332,0,,0
6005,3,938077,634.65173,0.0509,0,1900.93338,0,0.0118,5.08,938077,318430,,0
6005,2,789295,717.87935,0.1253,0,1433.74415,0,0.0146,100,789295,0,,0.20246
6005,3,783654,417.59053,0.0295,0,1249.74975,0,0.0064,100,783654,0,,0
6005,2,754848,758.34106,0.0999,0,1514.66757,0,0.0152,100,754848,0,,0
6005,2,741155,600.84733,0.1117,0,1199.6801,0,0.0111,83.32,741155,0,,0.69147
6005,2,733365,681.35309,0.2462,0,1360.69163,0,0.014,16.16,733365,0,,0.52442
6005,2,701041,954.47526,0.068,0,1906.93597,0,0.0218,30.58,631076,365960,,0
6005,3,700766,690.72019,0.06,0,2069.13875,0,0.0139,100,495645,0,,0
6005,2,693280,686.34681,0.0287,0,1370.67907,0,0.0134,4.99,693280,0,,0.27485
6005,2,689662,876.39148,0.1345,0,1750.76841,0,0.0187,100,689662,0,,0
6005,2,663790,836.47677,0.1434,0,1670.93898,0,0.0183,100,663790,0,,0
6005,1,649502,1059.56291,0.0323,0,1058.55564,0,0.0268,100,649502,0,,0.65391
6005,2,642108,682.85914,0.1537,0,1363.70372,0,0.014,100,642108,0,,0.41693
6005,2,634563,1125.4994,0.0411,0,2248.98424,0,0.0284,100,532765,305369,,0
6005,3,1115760,719.69674,0.1165,0,2156.0684,0,0.0144,100,1115760,651414,,0
6005,2,624886,582.81293,0.005,0,1163.61132,0,0.0104,100,624886,0,,0
6005,2,615790,468.25076,0.0475,0,934.48696,0,0.0082,9.41,615790,0,,0.23984
6005,3,612378,445.26389,0.012,0,1332.76984,0,0.0063,100,612378,0,,0.28437
6005,3,602643,770.32733,0.0453,0,2307.96017,0,0.0148,100,500692,556484,,0.62397
6005,3,586990,495.92874,0.0445,0,1484.76439,0,0.0081,100,586990,0,,0
6005,3,988276,587.99008,0.1362,0,1760.9484,0,0.0102,100,579867,321803,,0.37964
6005,3,665676,762.02985,0.0642,0,2283.06773,0,0.0155,100,511467,665676,,0
6005,2,548033,578.33689,0.0392,0,1154.65924,0,0.0108,100,548033,0,,0.48
6005,4,512590,607.3274,0.1161,0,2425.28049,0,0.0115,100,309917,0,,0.33568
6005,3,607754,571.9728,0.1758,0,1712.89657,0,0.0117,100,489441,0,,0.55527
6005,2,633362,818.39193,0.0818,0,1634.76931,0,0.0184,100,478917,364597,,0
6005,4,693280,686.34681,0.237,0,2740.35579,0,0.0134,4.99,693280,562846,,0
6005,3,460373,811.71129,0.0588,0,2432.11203,0,0.0173,100,313715,422987,,0
6005,3,477089,728.68296,0.0999,0,2183.02705,0,0.0148,100,477089,309770,,0.63385
6005,3,636895,520.9532,0.0695,0,1559.83776,0,0.0087,100,430582,0,,0.61123
6005,3,601093,464.91245,0.0884,0,1391.71553,0,0.0079,100,426199,0,,0.90665
6005,3,462223,515.94493,0.1039,0,1544.81295,0,0.0093,25.62,415311,0,,0.37628
6005,3,828482,589.31013,0.1525,0,1764.90857,0,0.0124,100,410770,0,,0.51389
6005,2,701670,928.96603,0.1127,0,1855.91751,0,0.0202,18.89,701670,330896,,0
6005,4,551625,571.774,0.1474,0,2283.06689,0,0.0104,100,551625,0,,0.51701
6005,2,665395,951.47361,0.1664,0,1900.93266,0,0.0231,100,665395,0,,0
6012,2,11990950,481.27414,0.003,0,960.53373,0,0.008,748.69,11990950,1403364,,0.07795
6012,2,9367494,639.82235,0.0098,0,1277.63014,0,0.0119,100,9367494,1884681,,0.15905
6012,2,9125341,400.2538,0.0108,0,798.49304,0,0.0061,100,9125341,801927,,0
6012,2,8484470,903.94335,0.045,0,1805.87215,0,0.0205,100,8484470,2816774,,0
6012,3,8407304,579.63011,0.0281,0,1735.86849,0,0.0104,63.98,8407304,3034398,,0.38683
6012,1,6354208,401.27416,0.0026,0,400.26688,0,0.006,274.16,6354208,0,,0.64257
6012,2,6139796,1154.98819,0.0042,0,2307.96182,0,0.0294,100,4893598,4284961,,0
6012,2,5954992,492.80528,0.0107,0,983.59601,0,0.0081,100,5954992,665867,,0.03448
6012,1,5768415,471.22132,0.0039,0,470.21405,0,0.0076,100,5768415,0,,0.07453
6012,1,5713020,729.44741,0.0226,0,728.44013,0,0.0146,100,5713020,0,,0.16083
6012,2,5629929,637.82125,0.005,0,1273.62795,0,0.0121,100,5629929,1201472,,0.0325
6012,1,5353018,885.48908,0.0208,0,884.48181,0,0.0196,100,5353018,409943,,0
6012,1,5341860,408.24754,0.0063,0,407.24027,0,0.0063,100,5341860,0,,0
6012,2,5219784,530.28469,0.0095,0,1058.55483,0,0.0093,100,5219784,485391,,0
6012,2,4801087,660.34444,0.0341,0,1318.67433,0,0.0129,5.71,4801087,1033081,,0
6012,1,4395855,831.47846,0.0091,0,830.47119,0,0.0181,100,4395855,357726,,0.25665
6012,2,4376546,868.94435,0.0181,0,1735.87415,0,0.0179,100,4376546,1626974,,0
6012,4,4289263,579.5355,0.0319,0,2314.11288,0,0.0105,100,3412657,3130780,,0.60139
6012,2,3759960,807.37454,0.0045,0,1612.73452,0,0.0174,100,3759960,1656193,,0
6012,3,3531256,976.81253,0.0447,0,2927.41576,0,0.0226,100,2113609,2323963,,0.06843
6012,1,3244662,432.22211,0.0087,0,431.21483,0,0.0067,445.02,3244662,0,,0
6012,2,3110624,644.29156,0.0113,0,1286.56857,0,0.0122,100,3110624,537649,,0
6012,1,3059699,948.46701,0.0417,0,947.45973,0,0.0217,100,3059699,0,,0
6012,2,2928725,597.86054,0.0457,0,1193.70652,0,0.0107,100,2928725,0,,0.32338
6012,4,3013926,434.97302,0.0195,0,1735.86298,0,0.0068,100,2847319,1237041,,0.05116
6012,3,2757826,619.64667,0.0101,0,1855.91819,0,0.0114,100,2518376,1399223,,0.04927
6012,1,2740727,754.37442,0.0072,0,753.36714,0,0.0146,23.08,2740727,0,,0.14157
6012,2,2736730,746.87357,0.0411,0,1491.73259,0,0.0154,28.21,2736730,813505,,0.135
6012,5,2543361,463.82954,0.0266,0,2314.11132,0,0.0076,100,2075192,2219558,,0.28128
6012,3,2533646,750.66807,0.0329,0,2248.98238,0,0.0154,100,1438540,1899685,,0
6012,2,2497610,628.86113,0.0227,0,1255.70771,0,0.0119,100,2497610,500448,,0
6012,3,2324141,640.99405,0.0889,0,1919.96033,0,0.0121,37.19,1975429,744265,,0.63322
6012,2,2645342,791.42475,0.0478,0,1580.83494,0,0.0167,100,2312304,1611094,,0.35528
6012,1,2163931,799.50034,0.0179,0,798.49307,0,0.017,100,2163931,0,,0
6012,1,2149280,1059.45888,0.0178,0,1058.45161,0,0.0258,100,2149280,0,,0.21789
6012,1,2005842,687.40049,0.0429,0,686.39321,0,0.0134,100,2005842,0,,0.2846
6012,2,1978557,707.39754,0.1097,0,1412.78053,0,0.0146,18.13,1978557,0,,0.49614
6012,2,2117248,967.94237,0.0334,0,1933.87019,0,0.0227,100,2117248,861170,,0
6012,1,1886086,707.36878,0.0056,0,706.3615,0,0.0143,41.87,1886086,0,,0.61515
6012,1,1866502,770.46295,0.0076,0,769.45567,0,0.016,100,1866502,0,,0.65877
6012,1,1853592,740.3587,0.1687,0,739.35143,0,0.0157,7.01,1853592,0,,0.42819
6012,2,1788812,503.30486,0.0625,0,1004.59516,0,0.0083,100,1788812,0,,0.41076
6012,4,1770794,576.79692,0.0414,0,2303.15859,0,0.0102,100,1108801,779359,,0
6012,3,1750688,772.37869,0.0822,0,2314.11425,0,0.0163,100,1077711,964170,,0.45882
6012,1,1693400,961.54287,0.0194,0,960.53559,0,0.0229,100,1693400,0,,0.28221
6012,2,1686071,727.37726,0.0155,0,1452.73996,0,0.015,21.97,1686071,554562,,0
6012,2,1625823,597.29798,0.1348,0,1192.5814,0,0.0121,100,1625823,0,,0
6012,1,1615293,1197.64369,0.0185,0,1196.63641,0,0.0316,100,1615293,0,,0
6012,2,1563820,691.34858,0.0125,0,1380.6826,0,0.0135,100,1563820,415197,,0.26439
6012,1,1492524,776.41548,0.0194,0,775.40821,0,0.0163,100,1492524,0,,0.37277
6012,2,1478098,543.79801,0.0115,0,1085.58146,0,0.0092,100,1478098,0,,0.15495
6012,2,1460539,464.28227,0.0469,0,926.54999,0,0.0073,100,1460539,0,,0.83192
6012,3,1443766,440.57605,0.1415,0,1318.70633,0,0.0067,28.18,1443766,761698,,0
6012,2,1441958,501.2818,0.0105,0,1000.54905,0,0.0083,21.8,1441958,0,,0
6012,3,1423874,770.3274,0.0596,0,2307.96036,0,0.0164,100,908804,695176,,0.4989
6012,2,1394352,600.8475,0.0318,0,1199.68045,0,0.011,100,1394352,0,,0.54556
6012,1,1386198,1007.44921,0.0211,0,1006.44194,0,0.0239,100,1386198,0,,0
6012,1,1377970,662.39517,0.0079,0,661.38789,0,0.0127,100,1377970,0,,0.43376
6012,3,1347411,811.7122,0.0228,0,2432.11478,0,0.0182,100,1136283,1196181,,0.08676
6012,3,1324902,599.63188,0.0356,0,1795.87382,0,0.0114,100,1324902,683478,,0.45082
6012,3,1308261,771.36603,0.2358,0,2311.07626,0,0.0159,100,897950,538516,,0.67327
6012,2,1293503,609.30101,0.113,0,1216.58746,0,0.011,100,1293503,0,,0.22983
6012,1,1260077,850.427,0.0299,0,849.41973,0,0.0188,100,1260077,0,,0
6012,2,1253251,933.94145,0.0982,0,1865.86834,0,0.0206,100,944626,339041,,0
6012,3,1245636,587.99064,0.1976,0,1760.95009,0,0.0105,100,1245636,0,,0.37788
6012,2,1243072,767.84435,0.0432,0,1533.67415,0,0.0158,100,1243072,525466,,0.28392
6012,2,1234385,776.95361,0.0192,0,1551.89267,0,0.0159,100,1234385,354010,,0.43518
6012,3,1911744,557.9865,0.1186,0,1670.93768,0,0.0098,25.65,1188882,0,,0.23731
6012,2,1135619,791.88535,0.2288,0,1581.75614,0,0.0187,100,1135619,515299,,0.78204
6012,2,1113819,542.27436,0.0403,0,1082.53417,0,0.0096,105.64,1113819,0,,0.30967
6012,1,1097790,587.31933,0.2066,0,586.31206,0,0.0104,100,1097790,0,,0.49093
6012,4,1088358,704.8584,0.1198,0,2814.40215,0,0.0142,100,905589,0,,0.14276
6012,2,1052705,622.83703,0.0337,0,1243.65951,0,0.0117,100,1052705,0,,0.20397
6012,2,1052511,898.94561,0.0216,0,1795.87667,0,0.0199,100,1045831,490335,,0
6012,2,1033813,780.90078,0.1262,0,1559.78701,0,0.0171,18.26,1033813,0,,0
6012,2,1017065,674.36582,0.0543,0,1346.71708,0,0.0128,44.7,1017065,0,,0
6012,2,978875,585.33233,0.037,0,1168.6501,0,0.0109,100,978875,0,,0.26924
6012,2,940361,836.47668,0.0452,0,1670.93881,0,0.0182,100,940361,434629,,0
6012,2,906820,714.87515,0.1247,0,1427.73574,0,0.0129,94.75,906820,0,,0.20088
6012,2,888639,561.29846,0.1449,0,1120.58236,0,0.0111,100,888639,0,,0.22123
6012,2,887290,928.96874,0.0622,0,1855.92293,0,0.021,100,601688,349604,,0
6012,2,886338,739.37785,0.0736,0,1476.74115,0,0.0151,100,886338,0,,0
6012,4,885691,480.9962,0.2262,0,1919.9557,0,0.0079,55.3,384274,0,,0.24595
6012,1,868262,1059.56356,0.0236,0,1058.55629,0,0.0245,100,868262,0,,0.71827
6012,2,858381,682.85842,0.042,0,1363.70229,0,0.0128,100,858381,0,,0.23583
6012,1,850874,979.50513,0.0427,0,978.49785,0,0.0222,10.46,850874,0,,0
6012,3,1454723,554.94999,0.0932,0,1661.82813,0,0.0097,6.27,850755,578065,,0.29687
6012,2,843856,831.9227,0.0987,0,1661.83085,0,0.0186,100,843856,0,,0.75161
6012,3,843769,613.31501,0.0855,0,1836.9232,0,0.0128,100,604647,0,,0.2067
6012,3,861252,762.03026,0.0405,0,2283.06896,0,0.0155,100,861252,551119,,0
6012,3,825890,768.72659,0.1199,0,2303.15794,0,0.0156,100,679819,340851,,0.52071
6012,2,968728,1016.01222,0.052,0,2030.00989,0,0.0233,100,968728,394521,,0
6012,1,813884,521.28701,0.1019,0,520.27973,0,0.0098,15.77,813884,0,,0.69836
6012,2,805533,614.81888,0.0874,0,1227.62321,0,0.0111,100,805533,0,,0
6012,3,796594,563.2782,0.1884,0,1686.81277,0,0.0104,100,796594,0,,0
6012,2,773758,582.81327,0.0791,0,1163.61198,0,0.0108,100,773758,0,,0
6012,2,765072,705.33087,0.0621,0,1408.64719,0,0.014,8.08,765072,0,,0.63533
6012,1,765006,954.47387,0.0252,0,953.46659,0,0.0207,100,765006,0,,0.26732
6012,2,762028,599.32494,0.0064,0,1196.63532,0,0.0114,100,762028,0,,0.76075
6012,2,1070489,794.91617,0.1627,0,1587.8178,0,0.0163,100,737417,0,,0.18448
6012,3,732542,719.69768,0.0104,0,2156.07121,0,0.0146,100,645254,425943,,0
6012,2,728735,468.25058,0.0614,0,934.48661,0,0.0075,10.37,728735,0,,0.24636
6012,3,725584,414.5577,0.0309,0,1240.65126,0,0.0061,100,725584,0,,0
6012,2,725027,790.86231,0.2122,0,1579.71006,0,0.0161,100,725027,0,,0
6012,3,686253,690.72013,0.1295,0,2069.13856,0,0.0137,100,447468,0,,0
6012,3,678864,515.94503,0.1749,0,1544.81326,0,0.0091,100,678864,0,,0.27338
6012,1,665492,742.4421,0.0174,0,741.43482,0,0.0147,100,665492,0,,0.43208
6012,2,643098,525.77047,0.0123,0,1049.5264,0,0.0089,100,643098,0,,0
6012,2,618485,621.33102,0.0399,0,1240.6475,0,0.012,100,618485,0,,0.63437
6012,2,614932,1125.49681,0.0215,0,2248.97907,0,0.0271,100,451184,504936,,0
6012,4,621871,550.01746,0.0501,0,2196.04073,0,0.0092,100,621871,0,,0
6012,2,592648,635.37634,0.0583,0,1268.73812,0,0.0117,100,592648,0,,0.59646
6012,2,795022,951.47459,0.1082,0,1900.93462,0,0.0228,100,795022,0,,0
6012,3,535615,524.27487,0.1262,0,1569.80278,0,0.0093,100,535615,0,,0.49854
6012,3,521834,571.9725,0.1172,0,1712.89566,0,0.0096,31.39,521834,0,,0.44465
6012,4,519268,524.04305,0.0269,0,2092.14309,0,0.0084,100,519268,0,,0.3412
6012,1,522691,1278.6416,0.0733,0,1277.63433,0,0.0379,100,512668,0,,0
6012,3,508375,589.30985,0.063,0,1764.90772,0,0.01,9.28,508375,0,,0.36191
6012,4,508101,686.34704,0.1521,0,2741.35904,0,0.0132,100,430989,0,,0
6012,2,497991,960.98817,0.085,0,1919.96178,0,0.0251,100,450494,0,,0
6012,2,523916,717.87975,0.2179,0,1433.74495,0,0.0142,100,493469,0,,0
6012,3,724857,417.59042,0.1501,0,1249.74942,0,0.0063,100,459605,0,,0
6012,3,688076,540.96692,0.0994,0,1619.87894,0,0.0097,9.87,427576,0,,0
6012,2,543681,696.39063,0.0955,0,1390.7667,0,0.0144,6390.96,421566,0,,0.26559
6012,3,542724,939.47607,0.2388,0,2814.40403,0,0.0274,100,542724,0,,0
6019,2,11660107,400.254,0.0087,0,798.49345,0,0.006,120.18,11660107,482240,,0
6019,2,10754796,481.27427,0.0159,0,960.53398,0,0.0078,179.08,10754796,652294,,0.09999
6019,3,7963344,579.63029,0.0192,0,1735.86903,0,0.0106,100,7963344,3749933,,0.34464
6019,2,7883169,639.82264,0.0039,0,1277.63072,0,0.0121,100,7883169,2056442,,0.14924
6019,1,7588537,401.27429,0.0074,0,400.26701,0,0.006,100,7588537,0,,0.66278
6019,2,7279276,903.94368,0.023,0,1805.8728,0,0.0204,100,7279276,2867217,,0
6019,2,6120976,492.80529,0.0094,0,983.59603,0,0.0081,100,6120976,393326,,0.03347
6019,1,5946494,408.24765,0.003,0,407.24037,0,0.0062,100,5946494,0,,0
6019,2,5643067,1154.98882,0.0091,0,2307.96309,0,0.0294,100,4569706,3898024,,0
6019,2,5305082,637.82118,0.0103,0,1273.6278,0,0.0122,100,5305082,925011,,0
6019,2,5251072,530.28502,0.0167,0,1058.55549,0,0.0091,49.36,5251072,489714,,0.05372
6019,1,5194880,471.2215,0.0049,0,470.21422,0,0.0076,100,5194880,0,,0.09041
6019,2,4903653,868.94445,0.0308,0,1735.87435,0,0.0183,45.18,4903653,1654728,,0
6019,1,4668356,729.44784,0.0135,0,728.44056,0,0.0146,67.31,4668356,0,,0.06307
6019,1,3701789,885.48915,0.0088,0,884.48188,0,0.0194,100,3701789,0,,0
6019,2,3578597,660.3447,0.0115,0,1318.67484,0,0.0134,3.29,3578597,763106,,0
6019,1,3341006,831.47917,0.0034,0,830.4719,0,0.0181,100,3341006,0,,0.16594
6019,4,3658537,579.53557,0.1383,0,2314.11317,0,0.0108,100,3658537,1885676,,0.65113
6019,3,3667852,619.64701,0.0333,0,1855.9192,0,0.0118,100,3667852,1526814,,0.03874
6019,1,3140711,948.4672,0.0118,0,947.45993,0,0.0216,244.7,3140711,0,,0
6019,5,3059446,463.82951,0.0066,0,2314.11117,0,0.0078,100,2301634,2119752,,0.21039
6019,2,3058728,807.37493,0.0158,0,1612.73531,0,0.0172,100,3058728,1123236,,0
6019,2,3044073,644.29151,0.0083,0,1286.56846,0,0.0122,100,3044073,710356,,0
6019,4,2840353,434.97309,0.0313,0,1735.86323,0,0.0067,100,2840353,1079183,,0
6019,1,2831735,687.40072,0.0104,0,686.39344,0,0.0134,100,2831735,0,,0.11403
6019,1,2748029,707.36943,0.0234,0,706.36215,0,0.014,74.5,2748029,0,,0.51931
6019,3,2714921,976.81245,0.0391,0,2927.41551,0,0.0234,100,1678013,2714921,,0.04946
6019,1,2662949,432.22233,0.0056,0,431.21505,0,0.0068,100,2662949,0,,0.09058
6019,1,2602057,799.5001,0.0168,0,798.49282,0,0.0171,100,2602057,0,,0
6019,3,2496633,811.71228,0.0654,0,2432.115,0,0.0175,100,1468716,1079651,,0.1589
6019,1,2375693,1059.45939,0.0058,0,1058.45212,0,0.0256,100,2375693,323071,,0.21207
6019,2,2235567,628.8611,0.0268,0,1255.70764,0,0.012,100,2235567,370500,,0
6019,1,2140348,754.37396,0.0143,0,753.36668,0,0.0152,100,2140348,0,,0
6019,2,2103750,791.42465,0.0363,0,1580.83474,0,0.017,25,2039901,998736,,0.39927
6019,3,2034435,557.98644,0.0394,0,1670.9375,0,0.0097,100,2034435,892848,,0.16793
6019,3,2014709,750.66847,0.0059,0,2248.98359,0,0.0148,100,1523467,1497170,,0
6019,2,1929751,597.86131,0.0091,0,1193.70806,0,0.0109,100,1929751,330564,,0.41515
6019,1,1854772,662.39526,0.0171,0,661.38799,0,0.0128,100,1854772,0,,0.24882
6019,1,1827321,770.46288,0.0139,0,769.4556,0,0.0163,100,1827321,0,,0.64514
6019,2,1819801,746.87395,0.0888,0,1491.73335,0,0.0151,100,1819801,415568,,0.29927
6019,3,1766395,640.99408,0.042,0,1919.96041,0,0.0121,100,1698849,768749,,0.64035
6019,1,1759280,1007.45015,0.0546,0,1006.44287,0,0.0233,100,1759280,0,,0
6019,2,1556908,967.9425,0.0322,0,1933.87044,0,0.022,100,1428794,647914,,0
6019,3,1517979,599.63177,0.1616,0,1795.87347,0,0.0112,100,1517979,0,,0.57836
6019,2,1491505,585.33162,0.0428,0,1168.64868,0,0.01,14.24,1491505,0,,0.15253
6019,4,1435978,576.79717,0.0341,0,2303.15956,0,0.0104,100,883161,801256,,0.10785
6019,1,1423843,961.54295,0.014,0,960.53567,0,0.0232,100,1423843,0,,0.21253
6019,2,1452075,767.84442,0.0387,0,1533.67429,0,0.0158,100,1421880,452713,,0.17108
6019,1,1401067,740.35875,0.1214,0,739.35148,0,0.0154,6.78,1401067,0,,0.43289
6019,2,1374502,727.37666,0.0439,0,1452.73878,0,0.0158,100,1374502,0,,0
6019,2,1359907,600.84786,0.0199,0,1199.68117,0,0.0111,100,1359907,0,,0.37752
6019,3,1337728,762.03124,0.055,0,2283.07189,0,0.0159,100,990847,615985,,0
6019,2,1322243,691.34932,0.0416,0,1380.6841,0,0.0137,12.51,1322243,0,,0.19952
6019,1,1308763,447.2579,0.0152,0,446.25062,0,0.007,100,1308763,0,,0.1552
6019,2,1295219,543.7977,0.0285,0,1085.58084,0,0.0096,100,1295219,312727,,0.37699
